N	2gram	Bakhtin_Pr_5	Marksizm
1	может быть	14	28
2	и в	35	19
3	как бы	31	19
4	и не	27	19
5	не может	18	18
6	точки зрения	7	17
7	то же	15	16
8	и его	14	16
9	как мы	8	15
10	в этом	14	15
11	таким образом	7	14
12	лишь в	7	14
13	в сущности	14	14
14	так сказать	2	14
15	чужого слова	6	13
16	не только	10	13
17	с точки	2	13
18	в нем	16	11
19	вовсе не	7	11
20	не в	10	10
21	в пределах	11	10
22	но и	14	10
23	том что	3	10
24	так и	8	10
25	и т.п	6	10
26	речи в	2	10
27	для него	14	9
28	при этом	2	9
29	как и	18	9
30	самом деле	10	9
31	а не	4	9
32	слова в	6	8
33	же время	10	8
34	по отношению	6	8
35	в то	11	8
36	с его	7	8
37	чужое слово	6	8
38	отношению к	7	8
39	только в	6	8
40	никогда не	4	7
41	в том	5	7
42	его в	4	7
43	но в	19	7
44	прежде всего	12	7
45	внутренней речи	5	7
46	на самом	9	7
47	и для	8	7
48	к тому	6	6
49	ни в	2	6
50	и как	2	6
51	в самом	6	6
52	ни было	3	6
53	и все	15	6
54	между тем	4	6
55	мы уже	8	6
56	во всех	3	6
57	слова и	11	6
58	быть и	2	6
59	хотя бы	2	6
60	мы можем	2	6
61	самого начала	8	5
62	то ни	3	5
63	в большинстве	2	5
64	или иной	4	5
65	к нему	13	5
66	в форме	3	5
67	так же	7	5
68	и на	6	5
69	большинстве случаев	2	5
70	к другому	16	5
71	и того	2	5
72	в его	21	5
73	этого слова	5	5
74	все же	8	5
75	в той	4	5
76	с самого	8	5
77	отношении к	7	5
78	в душе	2	4
79	тому что	2	4
80	в отношении	9	4
81	это не	3	4
82	слова о	4	4
83	той или	4	4
84	то что	10	4
85	мы видели	2	4
86	бы то	3	4
87	того что	3	4
88	с ними	5	4
89	сказать что	3	4
90	бы в	4	4
91	а как	2	4
92	как раз	4	4
93	смысле этого	2	4
94	что он	24	4
95	было бы	3	4
96	конечно не	2	4
97	вполне понятно	2	4
98	для себя	7	4
99	только на	4	4
100	в слове	6	4
101	в себе	5	4
102	и т.д	3	4
103	ничего не	3	4
104	одного слова	2	3
105	в этих	2	3
106	столь же	2	3
107	с другой	4	3
108	и от	3	3
109	да и	5	3
110	же слова	2	3
111	высшей степени	3	3
112	на чужое	2	3
113	в ней	2	3
114	слове и	2	3
115	за пределы	3	3
116	если б	3	3
117	в котором	3	3
118	его и	3	3
119	а в	7	3
120	с этим	3	3
121	что оно	2	3
122	все эти	3	3
123	в другом	12	3
124	должно быть	3	3
125	для других	3	3
126	но ведь	2	3
127	о том	2	3
128	в высшей	3	3
129	так как	4	3
130	слово в	2	3
131	и лишь	2	3
132	сознания и	4	3
133	для его	2	3
134	не как	3	3
135	по себе	4	3
136	конечно в	2	3
137	в ее	3	3
138	одно и	3	3
139	слов и	3	3
140	еще не	7	3
141	одной из	2	3
142	бы он	2	3
143	он не	13	3
144	что и	3	3
145	в своей	4	3
146	только что	3	3
147	в отличие	2	3
148	слово и	2	3
149	той же	2	3
150	с другими	2	3
151	и то	5	3
152	во всяком	4	3
153	и это	5	3
154	отличие от	2	3
155	уже в	3	2
156	все время	4	2
157	диалога в	2	2
158	что в	6	2
159	что это	4	2
160	в одной	3	2
161	и речь	2	2
162	не знает	6	2
163	вопрос о	2	2
164	его к	3	2
165	мы знаем	2	2
166	тому же	3	2
167	что они	6	2
168	но что	2	2
169	до конца	4	2
170	и у	4	2
171	всяком случае	4	2
172	себя самого	7	2
173	в своем	2	2
174	и даже	5	2
175	можем сказать	2	2
176	друг друга	2	2
177	рядом с	4	2
178	но для	2	2
179	установкой на	3	2
180	и с	12	2
181	даже и	3	2
182	он и	5	2
183	но как	4	2
184	в начале	3	2
185	то есть	16	2
186	иной степени	2	2
187	или как	3	2
188	стремится к	6	2
189	у него	4	2
190	определяется не	2	2
191	лежит в	2	2
192	в жизни	2	2
193	но не	6	2
194	здесь в	2	2
195	ли это	2	2
196	мы увидим	2	2
197	в диалоге	3	2
198	себя в	2	2
199	в самый	2	2
200	приводит к	2	2
201	и прежде	4	2
202	всем этим	2	2
203	бы не	2	2
204	а с	3	2
205	сводится к	3	2
206	что не	4	2
207	в речи	2	2
208	и он	2	2
209	без исключения	2	2
210	или в	2	2
211	тем что	4	2
212	вступает в	2	2
213	в виде	7	2
214	на протяжении	5	2
215	все его	4	2
216	там где	7	2
217	только с	3	2
218	от него	6	2
219	это было	2	2
220	вместе с	2	2
