N	2gram	Berdyaev_N_1	Problema
1	и в	16	30
2	в своей	3	22
3	то что	4	18
4	не только	5	18
5	том что	2	17
6	в этом	7	17
7	и даже	2	14
8	но и	3	13
9	потому что	4	13
10	в том	8	12
11	и не	11	12
12	о том	4	12
13	у него	2	11
14	который в	2	9
15	сказать что	3	9
16	но в	2	9
17	и все	4	9
18	хотя и	2	8
19	никогда не	6	7
20	как и	7	7
21	но не	2	7
22	может быть	7	7
23	вместе с	2	7
24	так и	2	7
25	не в	6	7
26	с другой	3	6
27	прежде всего	4	6
28	уже не	2	6
29	и для	4	6
30	в нем	5	6
31	другой стороны	2	6
32	и что	2	6
33	а в	2	6
34	и на	2	6
35	не менее	4	5
36	с тем	3	5
37	что в	9	5
38	так же	2	5
39	не может	16	5
40	а не	17	5
41	и с	2	5
42	жизни в	3	4
43	нового времени	12	4
44	человека и	3	4
45	ни в	6	4
46	в смысле	2	4
47	свободы и	2	4
48	и к	5	4
49	в себе	2	4
50	в то	2	4
51	все время	2	3
52	в духе	3	3
53	перейти к	3	3
54	в ее	3	3
55	совсем не	12	3
56	смысле слова	3	3
57	как будто	2	3
58	еще не	3	3
59	одной стороны	2	3
60	новое время	4	3
61	он не	8	3
62	в новое	3	3
63	с одной	2	3
64	в эпоху	9	3
65	время как	2	3
66	в ней	5	3
67	этом смысле	2	3
68	я не	2	2
69	в них	4	2
70	хотя бы	2	2
71	как в	3	2
72	это не	4	2
73	истинного бога	2	2
74	к тому	3	2
75	по существу	2	2
76	не будет	7	2
77	равно как	2	2
78	жизни и	8	2
79	такого рода	2	2
80	конечно не	3	2
81	но для	2	2
82	не к	2	2
83	наряду с	3	2
84	все эти	2	2
85	мы не	2	2
86	того чтобы	2	2
87	можно было	2	2
88	есть в	2	2
89	мира и	2	2
90	еще до	2	2
91	духа в	2	2
