N	3gram	Vygotskiy__5	Istorich
1	и т д	3	22
2	мы видим что	3	8
3	не может быть	2	7
4	с другой стороны	5	5
5	мы увидим что	6	5
6	до сих пор	5	5
7	мы должны будем	2	4
8	в том что	14	4
9	на то что	16	4
10	с одной стороны	12	4
11	о том что	6	3
12	то же самое	3	3
13	можно было бы	3	3
14	друг с другом	3	3
15	и когда он	2	2
16	в отличие от	2	2
17	же обстоит дело	2	2
18	само по себе	2	2
19	с самого начала	3	2
20	если бы мы	2	2
21	вопрос о том	2	2
22	в зависимости от	6	2
23	так же как	2	2
24	по этому поводу	4	2
25	то что в	2	2
26	таким образом мы	2	2
27	вместе с тем	3	2
28	на этот вопрос	3	2
29	так же обстоит	2	2
