N	2gram	Vinokur_Ku_3	FransuaR
1	и в	23	41
2	таким образом	9	17
3	и с	3	16
4	но и	3	13
5	как мы	5	12
6	в этом	16	12
7	все это	2	11
8	все эти	7	11
9	прежде всего	9	10
10	в самом	13	10
11	не только	17	10
12	так как	9	10
13	то что	4	10
14	кроме того	2	9
15	о том	6	9
16	в сущности	4	8
17	но в	2	8
18	вовсе не	5	7
19	том что	11	7
20	как бы	5	7
21	в особенности	2	7
22	как и	5	7
23	что в	13	7
24	в его	11	7
25	что он	6	6
26	один из	4	6
27	вместе с	2	6
28	с помощью	6	6
29	также и	5	6
30	сказать что	7	6
31	в то	3	6
32	то же	6	5
33	в одном	2	5
34	в ее	4	5
35	так же	2	5
36	а также	4	5
37	так и	6	5
38	в своем	4	5
39	в той	4	5
40	и что	7	5
41	той же	3	5
42	тем что	5	5
43	там где	3	5
44	что это	3	5
45	подчеркнуть что	2	5
46	уже в	3	4
47	с другой	7	4
48	именно в	3	4
49	у нас	10	4
50	и как	2	4
51	не в	5	4
52	тот же	6	4
53	одной стороны	4	4
54	в большей	2	4
55	в ней	3	4
56	в котором	2	4
57	все же	5	4
58	не может	6	4
59	с одной	4	4
60	как в	4	4
61	самом деле	14	4
62	именно на	2	4
63	того чтобы	11	4
64	а в	5	4
65	в результате	3	4
66	того же	4	4
67	пор еще	3	3
68	первом случае	2	3
69	с этой	3	3
70	но это	5	3
71	до сих	8	3
72	было бы	16	3
73	конечно не	2	3
74	никак не	2	3
75	сих пор	8	3
76	и самый	2	3
77	при этом	6	3
78	и не	10	3
79	те же	7	3
80	они не	3	3
81	того что	11	3
82	что не	4	3
83	с другими	2	3
84	в данном	7	3
85	только в	6	3
86	в первом	5	3
87	в чем	5	3
88	потому что	12	3
89	также что	2	3
90	не могут	5	2
91	что если	2	2
92	это уже	3	2
93	в частности	2	2
94	в этих	2	2
95	все они	2	2
96	для этого	6	2
97	значение в	2	2
98	одного и	2	2
99	что все	2	2
100	что именно	3	2
101	если мы	7	2
102	в корне	2	2
103	для нас	4	2
104	в том	22	2
105	это и	3	2
106	в дальнейшем	2	2
107	тем более	5	2
108	связи с	6	2
109	что они	2	2
110	на этом	2	2
111	но не	3	2
112	должна быть	3	2
113	и тот	2	2
114	может быть	14	2
115	за пределы	2	2
116	в своей	4	2
117	хотя и	5	2
118	он не	3	2
119	но если	3	2
120	в таких	2	2
121	был бы	3	2
122	мы видели	3	2
123	не будем	5	2
124	данном случае	4	2
125	а именно	3	2
126	другой стороны	3	2
127	как раз	4	2
128	еще более	2	2
129	как это	7	2
130	мы находим	3	2
131	из того	2	2
132	лишь в	8	2
133	заключается в	4	2
134	а не	11	2
135	что дело	2	2
136	дает нам	2	2
137	с точки	16	2
138	внимание на	2	2
139	мы не	3	2
140	то он	3	2
141	как они	2	2
142	в кругу	2	2
143	между тем	4	2
144	он в	2	2
145	точки зрения	23	2
146	из этих	5	2
147	говорить о	6	2
148	что мы	2	2
149	доходит до	2	2
150	как он	2	2
151	тех же	4	2
152	так сказать	2	2
153	отметить что	3	2
154	в области	14	2
155	тогда когда	4	2
156	как о	3	2
