N	2gram	Bakhtin_Fr_8	slovoVRo
1	и в	56	41
2	в нем	8	30
3	то есть	24	26
4	в романе	21	21
5	литературного языка	4	20
6	во всех	8	17
7	но и	9	16
8	и не	9	16
9	точки зрения	6	16
10	языка в	2	16
11	не только	8	16
12	а не	2	15
13	то же	11	14
14	в пределах	5	14
15	может быть	3	14
16	и др	8	14
17	не может	2	14
18	и его	12	14
19	и на	7	14
20	в то	12	14
21	в сущности	8	13
22	в его	18	13
23	слова и	3	13
24	же время	10	12
25	до конца	11	12
26	как бы	11	12
27	языка и	6	12
28	в этом	14	12
29	так и	13	11
30	в большинстве	7	10
31	в узком	2	10
32	язык и	2	10
33	узком смысле	2	10
34	в той	6	10
35	той или	2	9
36	языков и	3	9
37	таким образом	17	9
38	все эти	15	9
39	прежде всего	6	8
40	на его	6	8
41	точка зрения	2	8
42	в особенности	4	8
43	но в	6	8
44	как мы	7	8
45	с точки	2	8
46	все они	6	7
47	не в	3	7
48	зрения на	2	7
49	с ним	2	7
50	вовсе не	6	7
51	в своей	2	7
52	языков в	2	7
53	все же	2	7
54	в слове	2	7
55	в отношении	5	6
56	это не	2	6
57	при этом	4	6
58	и даже	8	6
59	а в	2	6
60	большинстве случаев	6	6
61	в них	11	6
62	только в	9	6
63	с другой	2	5
64	национального языка	3	5
65	в самом	9	5
66	все это	8	5
67	в основе	4	5
68	точек зрения	2	5
69	и к	4	5
70	не на	3	5
71	к нему	2	5
72	далеко не	2	5
73	так сказать	5	5
74	перед нами	3	4
75	или меньшей	3	4
76	большей или	3	4
77	кроме того	3	4
78	одной стороны	2	4
79	меньшей степени	3	4
80	одним из	5	4
81	в ней	4	4
82	один из	5	4
83	с ее	5	4
84	в их	3	4
85	за пределы	4	4
86	с одной	4	4
87	единственного языка	2	4
88	и наконец	3	4
89	рядом с	3	4
90	и с	8	4
91	в которой	4	4
92	и все	6	4
93	с его	5	4
94	всех этих	3	4
95	не как	2	4
96	как и	5	4
97	здесь в	3	4
98	еще не	10	4
99	по преимуществу	2	4
100	и потому	4	4
101	в процессе	5	4
102	язык в	4	4
103	другой стороны	2	4
104	и для	2	4
105	на мир	2	4
106	ту же	4	4
107	там где	3	4
108	все его	3	4
109	свой язык	2	3
110	никогда не	5	3
111	мы найдем	2	3
112	в том	13	3
113	более или	2	3
114	и сам	2	3
115	для него	2	3
116	в большей	3	3
117	нем и	2	3
118	из них	2	3
119	данном случае	2	3
120	в своем	3	3
121	и других	4	3
122	форм и	4	3
123	в других	2	3
124	также и	2	3
125	в результате	5	3
126	образом в	2	3
127	и здесь	3	3
128	не было	5	3
129	о том	4	3
130	его в	2	3
131	так как	4	3
132	у него	7	3
133	и во	2	3
134	романа в	2	3
135	языка а	2	3
136	в себе	4	3
137	с этой	2	3
138	в качестве	4	3
139	не были	3	3
140	было бы	2	3
141	одной из	3	3
142	конечно не	4	3
143	он не	5	3
144	у рабле	13	3
145	бы и	2	3
146	или менее	2	3
147	к языку	4	3
148	в данном	2	3
149	более того	3	3
150	и почти	3	3
151	и ее	4	3
152	в частности	7	2
153	характерно что	2	2
154	что все	4	2
155	для понимания	2	2
156	можно сказать	2	2
157	ни было	2	2
158	его как	2	2
159	пародии на	2	2
160	так что	3	2
161	они были	4	2
162	что они	2	2
163	особенности на	2	2
164	например в	4	2
165	для того	2	2
166	хотя и	2	2
167	между ними	2	2
168	со всею	3	2
169	был бы	3	2
170	в этих	11	2
171	друг другу	2	2
172	как к	2	2
173	уже не	3	2
174	этот язык	2	2
175	так же	2	2
176	и те	2	2
177	конечно и	3	2
178	сказать что	3	2
179	потому что	6	2
180	но он	3	2
181	между тем	3	2
182	в известном	2	2
183	в котором	2	2
184	но по	4	2
185	дело не	2	2
186	в одном	2	2
187	в духе	4	2
188	к этому	2	2
189	связь с	3	2
190	в условиях	5	2
191	интерес к	2	2
192	и эти	2	2
193	том что	8	2
194	мы видим	6	2
195	одна из	4	2
196	но не	5	2
197	по своему	8	2
198	основе их	2	2
199	а на	2	2
200	то время	2	2
201	слов и	3	2
202	до сих	8	2
203	мы уже	10	2
204	ни о	2	2
205	и о	3	2
206	наконец в	4	2
207	а также	3	2
208	даже в	4	2
209	сих пор	8	2
210	языке и	2	2
211	в ее	6	2
212	как раз	2	2
213	на самом	2	2
214	только на	2	2
215	и эта	2	2
216	эпохи и	6	2
217	той же	6	2
218	роль в	5	2
219	мы не	2	2
220	и то	2	2
221	в виде	2	2
222	в другом	3	2
223	связи с	6	2
224	в эту	2	2
225	и стиль	2	2
