N	2gram	Bakhtin_Pr_4	KulturaY
1	и в	46	23
2	точки зрения	11	23
3	в том	9	22
4	не только	14	17
5	было бы	3	16
6	в этом	16	16
7	с точки	9	16
8	может быть	23	14
9	самом деле	4	14
10	что в	4	13
11	в самом	9	13
12	не менее	2	12
13	потому что	4	12
14	вопрос о	2	11
15	том что	4	11
16	а не	11	11
17	в его	9	11
18	можно было	2	11
19	у нас	2	10
20	и не	27	10
21	прежде всего	9	9
22	еще не	7	9
23	хотя бы	2	9
24	таким образом	4	9
25	так как	5	9
26	если бы	3	8
27	лишь в	2	8
28	до сих	8	8
29	сих пор	8	8
30	уже не	4	8
31	в виду	4	8
32	с другой	3	7
33	или иной	2	7
34	если мы	5	7
35	слова и	7	7
36	на фоне	6	7
37	в языке	2	7
38	те же	2	7
39	и что	3	7
40	должно быть	4	7
41	в данном	2	7
42	сказать что	2	7
43	все эти	4	7
44	того как	2	7
45	для этого	2	6
46	языка в	2	6
47	по себе	7	6
48	что и	3	6
49	что он	6	6
50	при этом	5	6
51	и тем	2	6
52	так и	4	6
53	в их	4	6
54	не может	19	6
55	то же	6	6
56	в общем	2	6
57	с помощью	3	6
58	могут быть	2	6
59	только в	6	6
60	о том	5	6
61	ничего не	2	6
62	что же	3	5
63	не могут	3	5
64	вовсе не	9	5
65	слов и	3	5
66	как и	12	5
67	не в	10	5
68	совершенно не	4	5
69	хотя и	6	5
70	как бы	19	5
71	все же	4	5
72	как мы	12	5
73	а в	2	5
74	но это	6	5
75	также и	3	5
76	тем что	3	5
77	той или	2	5
78	из этих	3	5
79	в поэзии	2	5
80	далеко не	3	5
81	слова в	13	4
82	этого слова	2	4
83	для нас	2	4
84	того же	3	4
85	в сущности	7	4
86	в своей	3	4
87	и о	3	4
88	то что	4	4
89	как в	4	4
90	целый ряд	2	4
91	как раз	7	4
92	в своем	3	4
93	не было	2	4
94	в той	3	4
95	что такое	2	4
96	в слове	3	4
97	между тем	2	4
98	которые в	2	4
99	уже в	4	3
100	но на	2	3
101	это не	5	3
102	должна быть	2	3
103	к тому	2	3
104	и к	9	3
105	в отношении	3	3
106	литературной речи	2	3
107	ни в	6	3
108	по существу	3	3
109	но не	4	3
110	но для	3	3
111	он не	4	3
112	но если	3	3
113	то это	3	3
114	отношение к	3	3
115	в процессе	4	3
116	но и	12	3
117	на него	3	3
118	по отношению	5	3
119	другой стороны	3	3
120	мы находим	5	3
121	мы не	4	3
122	они не	2	3
123	речи как	2	3
124	и пр	2	3
125	и с	7	3
126	бы и	2	3
127	той же	3	3
128	в которых	2	3
129	могло бы	2	3
130	этот вопрос	2	3
131	в результате	2	3
132	сам по	3	3
133	слово в	6	3
134	в то	5	3
135	и только	3	3
136	она не	3	3
137	в структуре	5	3
138	установка на	3	3
139	бы не	2	3
140	там где	2	3
141	так сказать	5	2
142	такой же	3	2
143	том числе	4	2
144	все это	6	2
145	а что	4	2
146	но все	2	2
147	на том	2	2
148	не как	3	2
149	раз и	4	2
150	в одном	11	2
151	в условиях	3	2
152	не дает	2	2
153	сама по	2	2
154	можно сказать	4	2
155	точек зрения	4	2
156	и здесь	4	2
157	и как	2	2
158	и при	3	2
159	есть конечно	2	2
160	в различных	3	2
161	более или	3	2
162	а то	3	2
163	свое время	2	2
164	и говорить	2	2
165	смысле слова	2	2
166	кроме того	4	2
167	в большей	2	2
168	конечно не	8	2
169	за пределы	5	2
170	к другому	5	2
171	никак не	3	2
172	увидим что	2	2
173	в свое	2	2
174	вернемся к	2	2
175	слова как	3	2
176	в котором	5	2
177	отношению к	5	2
178	в пределах	10	2
179	себя внимание	2	2
180	речь в	2	2
181	своего рода	4	2
182	когда он	2	2
183	вместе с	2	2
184	значение в	2	2
185	или менее	3	2
186	мысли и	2	2
187	отличается от	3	2
188	языка и	2	2
189	так в	2	2
190	то и	2	2
191	в отличие	3	2
192	и через	2	2
193	еще более	3	2
194	как слово	2	2
195	на этот	2	2
196	тем же	3	2
197	в корне	2	2
198	так же	3	2
199	на себя	4	2
200	не знает	4	2
201	во всяком	2	2
202	остается в	2	2
203	что мы	2	2
204	на этом	3	2
205	если же	5	2
206	еще и	4	2
207	как он	3	2
208	в этих	4	2
209	здесь не	4	2
210	отличие от	3	2
211	мы имеем	3	2
212	но в	6	2
