N	2gram	Bakhtin_Fr_7	VeschiIm
1	не есть	2	49
2	не может	3	33
3	не только	5	31
4	может быть	4	29
5	и не	7	28
6	и в	41	26
7	то что	8	24
8	и есть	3	23
9	а не	2	20
10	не просто	2	18
11	только в	6	14
12	того что	2	13
13	что это	4	12
14	было бы	4	12
15	но и	9	12
16	есть не	2	12
17	в себя	2	12
18	и то	2	12
19	и ее	2	12
20	таким образом	19	11
21	то же	13	10
22	уже не	2	10
23	в ней	5	10
24	как бы	7	10
25	потому что	5	10
26	в том	11	9
27	и с	4	9
28	ни было	2	9
29	прежде всего	11	9
30	но это	3	8
31	с ее	3	8
32	в себе	11	8
33	и это	5	8
34	ничего не	4	8
35	в свете	3	7
36	также и	2	7
37	в то	10	7
38	его в	3	7
39	так как	3	7
40	том что	4	7
41	есть и	3	7
42	и их	3	7
43	в этом	15	7
44	и как	2	6
45	что в	9	6
46	для него	6	6
47	жизни и	3	6
48	должно быть	4	6
49	в результате	2	6
50	точки зрения	5	6
51	но в	8	6
52	одно и	2	6
53	с ним	2	6
54	можно было	3	6
55	в отношении	3	5
56	это не	6	5
57	не в	9	5
58	свою очередь	3	5
59	еще не	2	5
60	и до	6	5
61	а в	5	5
62	собственное имя	2	5
63	в свою	3	5
64	одна из	4	5
65	того же	3	5
66	другими словами	2	5
67	в сущности	4	5
68	и для	5	5
69	в чем	2	5
70	я не	3	4
71	в своем	9	4
72	вещи в	2	4
73	есть то	2	4
74	оно и	2	4
75	явления и	2	4
76	же время	9	4
77	точка зрения	2	4
78	в отдельности	2	4
79	из них	3	4
80	в их	3	4
81	что есть	2	4
82	с этим	2	4
83	о том	6	4
84	и все	14	4
85	как и	14	4
86	во всех	3	4
87	и потому	3	4
88	оно не	2	4
89	должен быть	2	4
90	что и	5	4
91	как я	4	4
92	с точки	3	4
93	что значит	2	4
94	мы не	2	4
95	в данном	2	4
96	тем что	3	4
97	никогда не	2	3
98	отрыве от	2	3
99	к тому	2	3
100	несмотря на	3	3
101	более или	2	3
102	на этом	5	3
103	как о	3	3
104	момент в	4	3
105	в нем	7	3
106	отношение к	2	3
107	и всем	2	3
108	все это	10	3
109	их в	2	3
110	мы имеем	2	3
111	в одном	3	3
112	что он	3	3
113	мы видим	6	3
114	тот же	2	3
115	в отрыве	2	3
116	в своей	3	3
117	вместе с	5	3
118	так и	10	3
119	или менее	2	3
120	только на	2	3
121	в той	3	3
122	бы в	2	3
123	явлений и	2	3
124	где она	2	2
125	а только	2	2
126	ни в	6	2
127	но все	4	2
128	кроме того	3	2
129	мы уже	12	2
130	в виду	4	2
131	в первой	2	2
132	образом и	2	2
133	в разных	2	2
134	и вот	2	2
135	не мог	2	2
136	так же	5	2
137	жизнь и	2	2
138	в более	4	2
139	то есть	20	2
140	ничем не	3	2
141	поэтому и	3	2
142	от этого	3	2
143	них и	2	2
144	и во	2	2
145	в одну	4	2
146	является и	3	2
147	на этой	4	2
148	в качестве	9	2
149	но именно	3	2
150	и может	2	2
151	он не	4	2
152	как в	5	2
153	и сама	2	2
154	находится в	2	2
155	как нечто	2	2
156	еще более	2	2
157	как мы	11	2
158	и мира	2	2
159	и его	9	2
160	той же	3	2
161	во всяком	2	2
162	выражение в	3	2
163	ту же	2	2
164	дело в	2	2
165	в особенности	2	2
166	том как	2	2
167	это было	2	2
