N	2gram	Tiupa_Disk_2	FransuaR
1	и в	16	41
2	то есть	12	24
3	и т.п	12	19
4	в нем	7	16
5	и с	2	16
6	и его	3	13
7	но и	11	13
8	в этом	16	12
9	все это	2	11
10	все эти	3	11
11	прежде всего	7	10
12	не только	10	10
13	то что	5	10
14	здесь в	3	9
15	и на	5	9
16	и все	3	9
17	о том	4	9
18	никогда не	2	8
19	в этой	4	8
20	но в	11	8
21	в них	3	7
22	том что	10	7
23	как бы	4	7
24	как и	16	7
25	что в	5	7
26	в его	3	7
27	что он	2	6
28	например в	3	6
29	вместе с	2	6
30	также и	3	6
31	в то	5	6
32	то же	6	5
33	с его	6	5
34	в одном	4	5
35	же время	5	5
36	а также	8	5
37	из них	3	5
38	так и	9	5
39	в своем	5	5
40	в той	2	5
41	той же	2	5
42	еще в	3	5
43	в себе	19	5
44	с другой	5	4
45	нового времени	5	4
46	роль в	4	4
47	именно в	2	4
48	и как	3	4
49	не в	3	4
50	в большинстве	2	4
51	одной стороны	4	4
52	в ней	2	4
53	в котором	3	4
54	все же	6	4
55	не может	9	4
56	с одной	4	4
57	как в	8	4
58	и наконец	3	4
59	а в	2	4
60	в результате	2	4
61	в основе	4	4
62	в другом	3	4
63	того же	2	4
64	перед нами	3	3
65	на первый	2	3
66	но это	3	3
67	есть в	2	3
68	жизни и	3	3
69	и для	2	3
70	этом отношении	4	3
71	при этом	17	3
72	на языке	2	3
73	и не	15	3
74	в данном	7	3
75	только в	3	3
76	потому что	4	3
77	времени и	2	2
78	но уже	2	2
79	в частности	12	2
80	в этих	3	2
81	одного и	3	2
82	в пределе	3	2
83	стороны и	2	2
84	в том	8	2
85	но не	7	2
86	должна быть	2	2
87	может быть	16	2
88	в своей	6	2
89	он не	3	2
90	себя в	6	2
91	данном случае	6	2
92	другой стороны	2	2
93	и прежде	2	2
94	не на	2	2
95	а не	14	2
96	с точки	2	2
97	и то	4	2
98	их в	2	2
99	между тем	2	2
100	точки зрения	4	2
101	из этих	3	2
102	говорить о	2	2
103	но здесь	2	2
104	мира и	4	2
105	в области	2	2
106	мира в	3	2
