N	2gram	Losev_Prob_2	Freidism
1	таким образом	4	24
2	и не	37	23
3	не может	13	20
4	точки зрения	2	19
5	прежде всего	11	18
6	в этом	17	15
7	в его	7	15
8	мы можем	6	13
9	может быть	18	13
10	как и	5	11
11	как бы	4	11
12	то что	38	11
13	все эти	7	11
14	так и	7	10
15	как мы	5	10
16	самом деле	4	10
17	его в	3	10
18	но в	6	10
19	и в	35	9
20	во всех	2	9
21	все что	3	8
22	что он	4	8
23	еще не	10	8
24	он не	2	8
25	не только	24	8
26	все это	4	8
27	то же	5	8
28	только в	14	8
29	и все	5	8
30	так как	7	8
31	ни в	6	7
32	тот же	4	7
33	к нему	2	7
34	во всяком	13	7
35	один из	3	7
36	в самом	5	7
37	что же	9	7
38	и наконец	3	7
39	сказать что	24	7
40	мы уже	3	7
41	всяком случае	10	7
42	вовсе не	37	6
43	и ее	2	6
44	того что	12	6
45	в ней	2	6
46	совершенно не	2	6
47	хотя бы	12	6
48	и с	10	6
49	и к	3	5
50	он сам	3	5
51	но мы	3	5
52	можно сказать	6	5
53	не в	2	5
54	в этой	9	5
55	для этого	3	5
56	в то	6	5
57	что такое	18	5
58	что в	11	5
59	но и	16	5
60	и прежде	2	5
61	на самом	4	5
62	для того	3	5
63	а в	4	5
64	и на	5	5
65	с этим	5	5
66	в каком	4	5
67	мы должны	3	5
68	не менее	13	4
69	но не	4	4
70	сознания и	2	4
71	и др	2	4
72	в этих	4	4
73	то ни	3	4
74	из этих	3	4
75	если мы	9	4
76	с другими	5	4
77	к тому	3	4
78	об этом	2	4
79	сводится к	2	4
80	всех этих	4	4
81	нашего сознания	2	4
82	смысле слова	7	4
83	при этом	3	4
84	другими словами	6	4
85	конечно не	2	4
86	и о	4	4
87	как раз	8	4
88	в основе	3	4
89	в зависимости	2	4
90	все же	8	4
91	данном случае	5	4
92	это только	3	4
93	не было	3	4
94	уже не	8	4
95	того чтобы	2	4
96	с самого	3	4
97	и для	6	4
98	совсем не	7	4
99	той же	2	4
100	мы не	7	4
101	в таком	11	4
102	в данном	10	4
103	потому что	13	4
104	говорить о	10	4
105	зависимости от	2	4
106	в голову	2	3
107	не могут	4	3
108	самого начала	2	3
109	если бы	4	3
110	и есть	4	3
111	тому что	3	3
112	в них	2	3
113	и от	3	3
114	что все	6	3
115	а только	6	3
116	в себе	5	3
117	войти в	2	3
118	и как	4	3
119	но это	6	3
120	учение о	2	3
121	по своему	5	3
122	случае не	4	3
123	по поводу	2	3
124	она не	3	3
125	было бы	8	3
126	и тот	3	3
127	один и	2	3
128	в общем	4	3
129	ни о	4	3
130	что может	2	3
131	и той	4	3
132	для настоящего	2	3
133	бы то	2	3
134	только то	3	3
135	на него	2	3
136	вместе с	2	3
137	всем этим	3	3
138	не знает	3	3
139	мысли и	2	3
140	одной и	2	3
141	этой области	3	3
142	и что	13	3
143	этой теории	4	3
144	и по	3	3
145	об его	2	3
146	ничего общего	3	3
147	но ведь	3	3
148	слова и	4	3
149	таком случае	10	3
150	одна из	3	3
151	которого оно	2	3
152	не является	7	3
153	в отношении	4	2
154	уже в	3	2
155	или иное	2	2
156	но все	2	2
157	только не	3	2
158	для всех	2	2
159	быть и	2	2
160	в нашем	3	2
161	между собой	5	2
162	и ни	3	2
163	для себя	9	2
164	с другой	6	2
165	оно не	3	2
166	в конце	7	2
167	в такой	2	2
168	большую роль	2	2
169	человек не	2	2
170	не можем	4	2
171	же самое	6	2
172	только о	8	2
173	не отличается	3	2
174	ничем не	2	2
175	тем не	12	2
176	для нас	9	2
177	да и	10	2
178	это и	3	2
179	том что	19	2
180	самого себя	2	2
181	на этой	2	2
182	не существует	6	2
183	а не	10	2
184	что с	2	2
185	с этими	2	2
186	в нашей	3	2
187	ли мы	2	2
188	одной стороны	5	2
189	которой он	4	2
190	на всю	2	2
191	что мы	14	2
192	но если	4	2
193	конце концов	7	2
194	о нем	2	2
195	относится к	6	2
196	в него	2	2
197	в своем	4	2
198	себе и	2	2
199	сих пор	4	2
200	что она	4	2
201	в их	3	2
202	только на	9	2
203	это вовсе	2	2
204	отличается от	2	2
205	с одной	5	2
206	что оно	2	2
207	чтобы не	2	2
208	в заключение	2	2
209	в науке	3	2
210	и даже	11	2
211	и притом	3	2
212	так же	5	2
213	как на	2	2
214	роль в	2	2
215	это содержание	2	2
216	в таких	3	2
217	и то	10	2
218	их в	4	2
219	то или	3	2
220	правда в	2	2
221	вещи и	2	2
222	в своих	3	2
223	сознание и	2	2
224	что и	2	2
225	и при	2	2
226	но как	6	2
227	и вообще	16	2
228	нам в	2	2
229	при помощи	8	2
230	до сих	4	2
231	когда мы	6	2
232	мы конечно	2	2
233	только с	2	2
234	в области	6	2
235	и поэтому	2	2
236	в виду	8	2
237	возможно только	2	2
238	это было	2	2
