N	2gram	Tiupa_Disk_2	Myslijsy
1	потому что	4	46
2	то есть	12	34
3	в том	8	32
4	и в	16	30
5	может быть	16	28
6	то же	6	23
7	не только	10	21
8	только в	3	21
9	но и	11	19
10	том что	10	18
11	то что	5	18
12	что в	5	17
13	в себе	19	16
14	не в	3	15
15	и не	15	15
16	а не	14	15
17	что и	2	13
18	вместе с	2	12
19	а в	2	12
20	так и	9	11
21	как и	16	10
22	как в	8	10
23	в этом	16	10
24	в то	5	10
25	из этих	3	9
26	для него	5	9
27	в нем	7	9
28	между тем	2	9
29	в ней	2	8
30	и то	4	8
31	с другой	5	7
32	но не	7	7
33	в языке	2	7
34	с одной	4	7
35	тем самым	6	7
36	что он	2	6
37	но это	3	6
38	из них	3	6
39	например в	3	6
40	не может	9	6
41	там же	2	6
42	уже не	3	6
43	одно из	4	5
44	в них	3	5
45	и как	3	5
46	же время	5	5
47	в своем	5	5
48	еще не	6	5
49	мысль о	3	5
50	отношению к	4	5
51	заключает в	2	5
52	не менее	7	5
53	по отношению	4	5
54	одно и	2	5
55	я как	2	5
56	должно быть	2	5
57	как на	3	5
58	тому как	2	5
59	не следует	3	5
60	столь же	3	4
61	все это	2	4
62	в его	3	4
63	в котором	3	4
64	не к	2	4
65	другой стороны	2	4
66	и его	3	4
67	он не	3	4
68	не было	3	4
69	далеко не	2	4
70	и это	2	4
71	место в	2	3
72	жизни не	2	3
73	могут быть	3	3
74	прежде всего	7	3
75	и все	3	3
76	к этому	4	3
77	я и	4	3
78	именно в	2	3
79	а к	2	3
80	есть в	2	3
81	можно сказать	3	3
82	одной стороны	4	3
83	при этом	17	3
84	и может	3	3
85	в ряду	2	3
86	как бы	4	3
87	из двух	3	3
88	для себя	2	3
89	в целом	2	3
90	время в	2	3
91	со стороны	10	3
92	человеческой жизни	2	3
93	и на	5	3
94	говорить о	2	3
95	не знает	3	3
96	его в	3	3
97	значение не	2	3
98	перед нами	3	2
99	что ни	2	2
100	не подлежит	2	2
101	не столько	3	2
102	в одном	4	2
103	это в	2	2
104	отношение к	2	2
105	в этой	4	2
106	о любви	2	2
107	в свое	2	2
108	с таким	2	2
109	все же	6	2
110	слова не	2	2
111	жизни и	3	2
112	в своей	6	2
113	как субъект	2	2
114	что же	2	2
115	входит в	2	2
116	тогда как	11	2
117	что как	2	2
118	а с	5	2
119	этом отношении	4	2
120	к своему	2	2
121	и наконец	3	2
122	той же	2	2
123	тут же	2	2
124	их в	2	2
125	ни в	7	2
126	точки зрения	4	2
127	из виду	3	2
128	подобно тому	2	2
129	о том	4	2
130	в области	2	2
131	большей части	2	2
132	и с	2	2
