N	2gram	Losev_Dial_3	Problemy
1	и в	24	43
2	и не	27	29
3	т е	48	26
4	может быть	13	23
5	как бы	3	22
6	не может	19	18
7	но и	9	14
8	как и	7	14
9	и т	24	13
10	точки зрения	25	13
11	в этом	8	13
12	что он	13	13
13	в нем	3	12
14	не в	3	11
15	по себе	20	11
16	не только	23	11
17	прежде всего	8	10
18	и на	3	10
19	но в	2	10
20	в его	2	10
21	как мы	2	10
22	никогда не	7	9
23	еще не	2	9
24	в сущности	10	9
25	он не	5	9
26	для него	4	8
27	то же	6	8
28	с точки	14	8
29	и его	5	8
30	или в	2	8
31	слово в	2	8
32	перед нами	3	7
33	о себе	2	7
34	в самом	7	7
35	в то	5	7
36	то что	14	7
37	что же	11	7
38	а не	26	7
39	в том	5	6
40	при этом	2	6
41	и все	6	6
42	у него	2	6
43	о нем	4	6
44	на то	3	5
45	так что	8	5
46	же время	3	5
47	хотя и	5	5
48	у меня	2	5
49	к нему	3	5
50	все это	6	5
51	таким образом	13	5
52	все эти	3	5
53	а в	2	5
54	и с	6	5
55	бы в	2	5
56	а что	4	5
57	вовсе не	13	5
58	о том	6	5
59	но не	2	5
60	было бы	5	5
61	никак не	2	5
62	и что	15	5
63	самом деле	6	5
64	и он	2	5
65	в слове	3	5
66	сам по	5	5
67	в себе	2	5
68	я не	6	4
69	не могут	4	4
70	сама по	4	4
71	что в	7	4
72	в своем	3	4
73	с другой	4	4
74	к тому	4	4
75	ли будет	2	4
76	но это	5	4
77	и нет	7	4
78	т д	23	4
79	да что	2	4
80	должно быть	3	4
81	их в	2	4
82	же и	2	4
83	так как	6	4
84	так чтобы	2	4
85	с его	2	4
86	в них	5	4
87	почему же	2	4
88	совершенно не	2	4
89	если же	8	4
90	не на	6	4
91	мы не	5	4
92	как раз	7	4
93	только в	5	4
94	и это	4	4
95	не менее	11	3
96	что если	2	3
97	должна быть	6	3
98	себя и	2	3
99	это не	4	3
100	в одной	3	3
101	есть и	12	3
102	или иной	4	3
103	тому же	2	3
104	есть конечно	2	3
105	есть в	3	3
106	кроме того	6	3
107	но для	2	3
108	и следовательно	2	3
109	той или	2	3
110	в виду	7	3
111	в их	2	3
112	того и	2	3
113	и только	6	3
114	и даже	13	3
115	он и	3	3
116	и здесь	2	3
117	самосознания и	2	3
118	во всем	3	3
119	ни на	3	3
120	себя как	3	3
121	сознания и	4	3
122	если бы	6	3
123	не знает	3	3
124	и к	5	3
125	по существу	2	3
126	говорят что	2	3
127	она не	3	3
128	со всеми	2	3
129	мы уже	3	3
130	за пределы	3	3
131	что и	6	3
132	все же	3	3
133	себя в	2	3
134	так и	5	3
135	только на	7	3
136	уже не	5	3
137	другой стороны	2	3
138	также и	2	3
139	и для	2	3
140	той же	3	3
141	ничего не	17	3
142	тем что	3	3
143	в виде	8	3
144	могут быть	2	3
145	и ее	3	3
146	и этим	3	3
147	но на	2	2
148	что у	2	2
149	из этих	2	2
150	была бы	3	2
151	вопрос о	5	2
152	тем не	10	2
153	как же	5	2
154	для нас	2	2
155	ни в	9	2
156	который не	2	2
157	и как	8	2
158	мы и	4	2
159	лишь как	2	2
160	будет все	2	2
161	что это	12	2
162	например в	2	2
163	что такое	21	2
164	и является	2	2
165	время как	4	2
166	то это	9	2
167	меня и	2	2
168	и без	3	2
169	целый ряд	2	2
170	отличается от	8	2
171	то и	3	2
172	для этого	2	2
173	того что	12	2
174	так же	4	2
175	всего этого	2	2
176	в своих	2	2
177	сказать что	4	2
178	именно как	3	2
179	из них	3	2
180	ко второму	2	2
181	в первом	2	2
182	во всяком	2	2
183	я и	2	2
184	уже и	3	2
185	же тут	4	2
186	превращается в	6	2
187	и сознание	3	2
188	с этим	3	2
189	же она	3	2
190	раз и	3	2
191	об этом	6	2
192	у нас	4	2
193	одна из	3	2
194	и говорить	2	2
195	мыслить и	4	2
196	то время	4	2
197	ведь это	2	2
198	одно и	5	2
199	конечно не	4	2
200	на себя	3	2
201	и о	3	2
202	вы и	2	2
203	ибо и	3	2
204	для себя	2	2
205	не есть	54	2
206	и пр	6	2
207	если оно	4	2
208	быть и	3	2
209	ее в	2	2
210	и они	2	2
211	и сами	2	2
212	он есть	3	2
213	том что	8	2
214	что не	5	2
215	должны быть	3	2
216	хотя бы	4	2
217	в таком	14	2
218	что этот	2	2
219	и то	4	2
220	а вера	2	2
221	сознание и	3	2
222	иной раз	2	2
223	тело и	4	2
