N	2gram	Vygotskiy__7	Komedia
1	и в	26	22
2	и не	18	21
3	том что	17	13
4	в том	18	12
5	таким образом	23	12
6	так как	14	11
7	ни в	2	10
8	потому что	16	10
9	до сих	3	9
10	в самом	9	9
11	вместе с	12	9
12	сих пор	3	9
13	если бы	5	8
14	что он	8	8
15	к ней	2	8
16	в его	4	8
17	что и	3	8
18	в этом	29	8
19	о том	4	8
20	его в	2	8
21	о чем	4	7
22	об этом	3	7
23	в свою	2	7
24	то же	8	7
25	не по	4	7
26	только что	5	7
27	едва ли	4	7
28	а в	2	7
29	в конце	4	7
30	во время	2	6
31	к этому	2	6
32	свою очередь	2	6
33	еще не	4	6
34	для того	18	6
35	к тому	7	6
36	может быть	7	6
37	как раз	3	6
38	самом деле	6	6
39	и что	6	6
40	того чтобы	19	6
41	так что	4	6
42	и его	12	6
43	в то	3	6
44	не менее	4	5
45	связи с	4	5
46	что в	12	5
47	прежде всего	7	5
48	а по	2	5
49	что его	2	5
50	как это	5	5
51	не только	24	5
52	в своей	3	5
53	отношение к	2	5
54	все это	3	5
55	по отношению	6	5
56	он не	3	5
57	тем что	9	5
58	к нему	3	5
59	в которых	2	5
60	с ним	3	5
61	но в	4	5
62	с самого	7	4
63	самого начала	7	4
64	с тем	5	4
65	между собой	6	4
66	с другой	4	4
67	вовсе не	2	4
68	нет и	3	4
69	и здесь	2	4
70	все же	6	4
71	не в	4	4
72	до конца	5	4
73	несмотря на	2	4
74	в ней	3	4
75	то что	24	4
76	но и	11	4
77	что она	8	4
78	и речи	19	4
79	в отношении	2	4
80	с помощью	13	4
81	а не	6	4
82	и для	5	4
83	друг друга	4	4
84	так же	14	4
85	точки зрения	28	4
86	само собой	2	4
87	в себе	9	4
88	речи о	4	4
89	бы в	5	4
90	так и	3	4
91	не является	3	4
92	и с	5	4
93	прежде чем	2	3
94	от нее	2	3
95	никогда не	4	3
96	на ее	2	3
97	в какой	6	3
98	с этой	5	3
99	с этим	2	3
100	себе в	5	3
101	одного из	2	3
102	в нем	2	3
103	идет о	2	3
104	на то	4	3
105	и к	7	3
106	тем не	3	3
107	в ее	6	3
108	как и	15	3
109	в начале	5	3
110	в этой	3	3
111	чем в	4	3
112	по своему	9	3
113	все что	6	3
114	одной стороны	5	3
115	было бы	6	3
116	ситуации в	4	3
117	должно было	2	3
118	как бы	6	3
119	один из	2	3
120	отношению к	5	3
121	в целом	5	3
122	приводит к	4	3
123	не может	11	3
124	не могла	2	3
125	с одной	5	3
126	из того	3	3
127	что не	2	3
128	с точки	21	3
129	столь же	2	3
130	тем же	5	3
131	не имеет	2	3
132	одной из	4	3
133	мы можем	3	3
134	во всяком	2	3
135	но если	2	3
136	представляет собой	19	3
137	же самое	5	3
138	в которой	11	3
139	ничего не	2	3
140	в основе	3	2
141	на вопрос	5	2
142	уже в	2	2
143	состоит в	3	2
144	себя и	2	2
145	конечном счете	2	2
146	в качестве	5	2
147	сравнению с	8	2
148	как в	4	2
149	это не	3	2
150	представление о	7	2
151	не могут	4	2
152	себя от	2	2
153	стороны и	4	2
154	если мы	5	2
155	о его	3	2
156	мы знаем	2	2
157	этом случае	14	2
158	его от	2	2
159	а затем	2	2
160	отличие от	2	2
161	которой мы	2	2
162	из всех	5	2
163	в силу	5	2
164	что они	10	2
165	она не	5	2
166	что ему	3	2
167	то время	2	2
168	что с	5	2
169	не мог	2	2
170	совершенно не	2	2
171	на его	2	2
172	в сущности	9	2
173	и о	3	2
174	одним из	2	2
175	в конечном	2	2
176	и он	2	2
177	между ними	3	2
178	в котором	4	2
179	если же	2	2
180	в развитии	10	2
181	раз в	2	2
182	по сравнению	9	2
183	во всех	6	2
184	наряду с	2	2
185	на основании	2	2
186	в их	2	2
187	как мы	14	2
188	целый ряд	4	2
189	даже если	2	2
190	отношения к	2	2
191	этом отношении	3	2
192	время как	2	2
193	мы не	7	2
194	из которых	2	2
195	какой мере	2	2
196	что для	2	2
197	с другими	3	2
198	можно было	2	2
199	в своих	2	2
200	ли не	2	2
201	тому что	9	2
202	и во	4	2
203	нуждается в	3	2
204	вывод что	2	2
205	и ее	2	2
206	что мы	9	2
207	из этого	2	2
208	что эта	6	2
209	к этой	2	2
210	в области	4	2
211	в виду	5	2
