N	2gram	Propp_Isto_2	FransuaR
1	и в	15	65
2	и др	4	24
3	как бы	6	22
4	и не	11	22
5	в сущности	2	16
6	в том	6	16
7	в этом	11	15
8	но в	6	14
9	в нем	7	13
10	мы уже	6	12
11	прежде всего	5	11
12	и на	4	11
13	и его	3	10
14	не только	18	10
15	но и	14	10
16	так и	5	10
17	все эти	4	10
18	в его	6	9
19	во всех	2	9
20	все это	3	9
21	всех этих	3	8
22	здесь в	2	8
23	и другие	4	8
24	его в	10	7
25	только в	6	7
26	главным образом	2	6
27	никогда не	15	6
28	не знает	2	6
29	том что	7	6
30	все же	9	6
31	еще не	9	6
32	при этом	4	6
33	может быть	17	6
34	в ней	4	6
35	на самом	2	6
36	сказать что	2	6
37	одно из	2	6
38	они были	2	6
39	так как	14	6
40	связана с	6	5
41	в одном	5	5
42	превращается в	2	5
43	потому что	9	5
44	и пр	7	5
45	связь с	4	5
46	как в	5	5
47	как и	2	5
48	связи с	8	4
49	не в	7	4
50	в этой	4	4
51	из них	2	4
52	сих пор	7	4
53	до сих	6	4
54	в их	3	4
55	для нас	4	4
56	во время	2	4
57	так сказать	2	4
58	в жизни	2	4
59	что в	12	3
60	на котором	2	3
61	в состоянии	3	3
62	это не	2	3
63	не просто	2	3
64	в тех	2	3
65	что он	24	3
66	но все	5	3
67	но это	4	3
68	самом деле	2	3
69	о нем	4	3
70	к нему	5	3
71	то что	12	3
72	на этой	2	3
73	и их	2	3
74	не может	5	3
75	в себя	3	3
76	в системе	2	3
77	с другой	2	3
78	в других	3	3
79	он дает	2	3
80	он и	3	3
81	итак в	2	3
82	в себе	4	3
83	нет ничего	2	3
84	связан с	5	3
85	и здесь	9	3
86	ничего не	7	3
87	и с	4	3
88	в виду	2	3
89	но не	2	2
90	к тому	5	2
91	представления о	5	2
92	из этих	3	2
93	и так	2	2
94	он был	3	2
95	да и	2	2
96	а затем	2	2
97	мы видим	8	2
98	человеческого тела	2	2
99	кроме того	2	2
100	одной стороны	3	2
101	и часто	2	2
102	здесь на	2	2
103	например в	2	2
104	на его	2	2
105	между прочим	3	2
106	наряду с	6	2
107	он не	8	2
108	в основном	2	2
109	его на	2	2
110	в таких	2	2
111	и для	2	2
112	и именно	2	2
113	в некоторых	2	2
114	на него	5	2
115	уже очень	2	2
116	приводит к	2	2
117	смерти и	7	2
118	в свете	2	2
119	с одной	4	2
120	мы здесь	6	2
121	того что	3	2
122	что мы	3	2
123	и наконец	5	2
124	и по	2	2
125	роль в	3	2
126	или в	2	2
127	к себе	2	2
128	их в	2	2
129	в этих	11	2
130	но с	2	2
131	могут быть	2	2
132	о том	3	2
133	и это	3	2
134	в особенности	2	2
135	в мир	2	2
136	говорили что	2	2
