N	2gram	Voloshinov_1	Psycholo
1	то что	8	32
2	и в	38	31
3	в том	2	30
4	то есть	4	26
5	может быть	13	22
6	таким образом	7	20
7	ясно что	2	19
8	при этом	9	19
9	так как	7	18
10	не может	12	17
11	как и	10	16
12	том что	3	16
13	и не	14	16
14	точки зрения	10	15
15	только в	6	14
16	а не	6	13
17	не только	27	13
18	что и	3	13
19	так же	4	12
20	если мы	4	12
21	мы не	9	12
22	в этом	10	12
23	в самом	4	11
24	не в	6	11
25	в области	5	11
26	того что	4	10
27	потому что	5	10
28	как в	2	9
29	самом деле	4	9
30	никогда не	7	8
31	вместе с	5	8
32	все это	4	8
33	что мы	11	8
34	что он	2	7
35	только тогда	2	7
36	и его	7	7
37	того чтобы	7	7
38	сказать что	3	7
39	о том	4	7
40	что это	4	6
41	вовсе не	2	6
42	зависимости от	5	6
43	очевидно что	2	6
44	художественного творчества	5	6
45	было бы	7	6
46	если бы	4	6
47	отнюдь не	10	6
48	целый ряд	3	6
49	а в	5	6
50	для того	9	6
51	и даже	3	6
52	в его	6	6
53	и все	4	5
54	не является	5	5
55	в ее	3	5
56	все же	7	5
57	мы видим	3	5
58	для нас	3	5
59	несмотря на	2	5
60	совершенно не	3	5
61	в какой	2	5
62	как бы	28	5
63	в зависимости	5	5
64	в целом	4	5
65	в процессе	6	5
66	и для	3	5
67	то же	14	5
68	в то	9	5
69	что всякое	3	5
70	к тому	4	4
71	в которой	7	4
72	в котором	3	4
73	все время	5	4
74	в виду	3	4
75	прежде всего	21	4
76	тому что	5	4
77	и так	6	4
78	одной и	2	4
79	в себе	9	4
80	мы увидим	5	4
81	у нас	4	4
82	один из	4	4
83	в этих	2	4
84	мы никогда	5	4
85	к этому	2	4
86	те же	4	4
87	для всех	2	4
88	в своих	2	4
89	мы можем	7	4
90	этого слова	3	4
91	между тем	3	4
92	как это	5	4
93	мы имеем	2	4
94	уже в	5	3
95	нашего исследования	2	3
96	с тем	8	3
97	в частности	3	3
98	его и	3	3
99	точку зрения	3	3
100	что у	3	3
101	та же	3	3
102	представить себе	3	3
103	вопрос о	2	3
104	и к	4	3
105	точек зрения	4	3
106	тому же	2	3
107	но это	2	3
108	не будет	3	3
109	но не	2	3
110	из которых	3	3
111	в этой	6	3
112	хотя и	3	3
113	в слове	3	3
114	он не	2	3
115	и когда	2	3
116	но мы	2	3
117	сих пор	2	3
118	человека не	4	3
119	жизни и	3	3
120	в своей	2	3
121	и той	5	3
122	так и	6	3
123	только на	3	3
124	не было	2	3
125	что оно	3	3
126	от того	3	3
127	и вот	3	3
128	легче всего	2	3
129	тем же	3	3
130	той же	5	3
131	роль в	3	3
132	в которых	2	3
133	в обществе	4	3
134	с этим	2	3
135	нуждается в	2	3
136	слова в	5	3
137	может стать	2	3
138	все то	2	3
139	в конце	6	3
140	что эти	2	3
141	и это	7	3
142	конце концов	3	3
143	когда мы	6	3
144	нуждаются в	2	3
145	но в	5	3
146	в основе	2	2
147	не существует	4	2
148	или иное	4	2
149	видели что	3	2
150	независимо от	5	2
151	главным образом	3	2
152	и как	9	2
153	но даже	2	2
154	бы мы	3	2
155	и без	4	2
156	и от	7	2
157	которое может	3	2
158	в жизни	2	2
159	не всегда	2	2
160	или иных	3	2
161	с ним	2	2
162	и здесь	3	2
163	есть не	2	2
164	смысле этого	2	2
165	нам придется	2	2
166	мы найдем	2	2
167	уже не	4	2
168	и потому	2	2
169	должна была	2	2
170	представляет собой	2	2
171	в качестве	4	2
172	но что	3	2
173	ту или	3	2
174	тот же	2	2
175	как таковое	2	2
176	что такое	4	2
177	и их	5	2
178	видим что	2	2
179	и следовательно	5	2
180	тех или	4	2
181	на эти	2	2
182	может показаться	3	2
183	речь и	4	2
184	гораздо более	2	2
185	и тем	6	2
186	в нем	4	2
187	мы видели	5	2
188	не знаем	4	2
189	отношение к	2	2
190	из них	3	2
191	зрения на	2	2
192	но и	13	2
193	что же	8	2
194	и тогда	2	2
195	как мы	9	2
196	в нас	2	2
197	в связи	2	2
198	этом отношении	2	2
199	же самое	5	2
200	на самом	3	2
201	подойти к	2	2
202	тем самым	7	2
203	к чему	2	2
204	к нему	2	2
205	с точки	5	2
206	то или	4	2
207	не обладает	2	2
208	его не	2	2
209	увидим что	2	2
210	что то	2	2
211	ничего не	8	2
212	их в	3	2
213	и с	5	2
214	в каком	2	2
215	как например	2	2
216	бы и	2	2
217	же самая	2	2
218	но как	2	2
219	в сознании	3	2
220	и то	3	2
221	бы в	5	2
222	на это	4	2
223	его в	4	2
224	этих слов	3	2
225	в одном	3	2
226	и поэтому	3	2
227	или как	6	2
