N	3gram	Tiupa_Anal_3	TeoriaLi
1	по отношению к	7	8
2	в отличие от	2	7
3	я в мире	2	7
4	то же время	3	6
5	присутствия я в	3	6
6	в то же	3	6
7	в том что	7	6
8	так и не	5	5
9	в данном случае	3	5
10	роли в миропорядке	3	5
11	в конечном счете	2	4
12	во второй строфе	4	4
13	в первой строфе	3	4
14	можно сказать что	2	3
15	и а а	3	3
16	а всего лишь	3	3
17	той или иной	3	3
18	в свою очередь	4	3
19	с другой стороны	5	3
20	тем не менее	2	3
21	и того же	3	2
22	не в самом	2	2
23	относительно своей роли	2	2
24	одного и того	3	2
25	в имени тебе	2	2
26	слове о полку	2	2
27	сама по себе	2	2
28	так и его	2	2
29	и в форме	2	2
30	в пределах строки	2	2
31	индивидуального речевого замысла	2	2
32	в тарасе бульбе	3	2
33	мы имеем дело	4	2
34	своей роли в	2	2
35	пушкина что в	2	2
36	не только не	3	2
37	в слове о	2	2
38	с точки зрения	2	2
39	однако в строке	2	2
40	тот или иной	2	2
41	о у о	2	2
42	в сочетании с	3	2
43	с одной стороны	2	2
44	всех без исключения	3	2
45	у о о	2	2
46	стих звучит ритмическим	2	2
47	в русской поэзии	2	2
48	как и в	4	2
49	что в имени	2	2
50	о полку игореве	3	2
51	в русской литературе	3	2
52	и его внешней	2	2
53	о о и	2	2
54	внутренняя граница личности	2	2
55	а и а	2	2
