N	2gram	Bakhtin_Pr_3	StatiiOP
1	и в	53	29
2	том что	5	27
3	в том	14	27
4	в этом	8	21
5	но и	7	19
6	что в	2	19
7	не только	4	19
8	о том	2	17
9	что он	4	13
10	в его	8	13
11	то что	9	11
12	все это	8	11
13	в которой	2	11
14	таким образом	6	10
15	так и	6	9
16	и не	15	9
17	потому что	5	9
18	он не	3	9
19	но в	5	8
20	так например	2	7
21	в самом	2	7
22	в ней	7	7
23	я не	4	7
24	в своей	3	7
25	вместе с	2	7
26	вовсе не	3	6
27	до сих	5	6
28	одним из	3	6
29	и его	10	6
30	и на	18	6
31	прежде всего	15	5
32	в той	2	5
33	было бы	5	5
34	как бы	14	5
35	своего рода	3	5
36	сих пор	5	5
37	а не	11	5
38	между тем	2	5
39	точки зрения	4	5
40	времени и	2	4
41	именно в	2	4
42	с другой	2	4
43	к этому	4	4
44	не в	2	4
45	кроме того	3	4
46	если б	7	4
47	и к	5	4
48	хотя и	4	4
49	в нем	10	4
50	еще более	5	4
51	ничего не	6	4
52	и с	6	4
53	не менее	3	3
54	самого начала	4	3
55	вот что	2	3
56	что это	2	3
57	в этих	5	3
58	но он	2	3
59	с этим	2	3
60	в образе	3	3
61	тому же	2	3
62	но это	3	3
63	в начале	2	3
64	как у	5	3
65	но не	5	3
66	одной из	4	3
67	например в	5	3
68	наконец в	2	3
69	никогда не	2	3
70	и даже	2	3
71	из них	4	3
72	подчеркнуть что	3	3
73	как в	7	3
74	в их	2	3
75	не было	4	3
76	тем что	2	3
77	с самого	3	3
78	и по	3	3
79	хотя бы	2	3
80	которые не	2	3
81	не то	3	3
82	в эту	3	3
83	это был	2	2
84	во многом	2	2
85	но они	4	2
86	с его	2	2
87	и более	2	2
88	и другие	9	2
89	и др	14	2
90	полемики с	2	2
91	в них	2	2
92	в одной	2	2
93	в конце	3	2
94	в чисто	2	2
95	в духе	8	2
96	связь с	2	2
97	конечно в	2	2
98	что именно	2	2
99	что и	3	2
100	тем не	2	2
101	в ее	3	2
102	а затем	4	2
103	говорит о	2	2
104	xviii века	3	2
105	по существу	5	2
106	как и	11	2
107	что я	2	2
108	в истории	3	2
109	в то	5	2
110	по своему	6	2
111	это еще	2	2
112	несмотря на	2	2
113	на его	3	2
114	знаком с	2	2
115	может быть	12	2
116	очень хорошо	3	2
117	и потому	5	2
118	а также	4	2
119	только в	4	2
120	ее в	3	2
121	также и	4	2
122	в некоторых	4	2
123	за него	2	2
124	века и	5	2
125	или менее	3	2
126	и самый	5	2
127	не может	2	2
128	в особенности	2	2
129	истории и	2	2
130	то же	6	2
131	все эти	9	2
132	при этом	3	2
133	они не	3	2
134	более или	3	2
135	с точки	2	2
136	особенно в	4	2
137	конечно и	4	2
138	сказать что	10	2
139	в себе	5	2
140	и вообще	3	2
141	в один	2	2
142	его в	2	2
143	как он	2	2
144	и это	3	2
145	и вся	3	2
146	так как	7	2
147	как это	2	2
148	того же	2	2
149	отметить что	2	2
150	в области	3	2
151	это очень	4	2
152	это было	3	2
