N	2gram	Tiupa_Lite_1	Vladivir
1	вл соловьева	2	188
2	и в	8	40
3	то что	10	28
4	и не	12	25
5	не только	24	25
6	то есть	6	24
7	у него	3	24
8	но и	17	18
9	в том	16	18
10	том что	14	18
11	еще и	3	18
12	что в	3	17
13	также и	3	17
14	в этом	12	16
15	в его	7	14
16	не может	5	14
17	точки зрения	6	13
18	только в	8	13
19	в конце	4	12
20	никогда не	4	11
21	таким образом	3	11
22	потому что	3	11
23	о том	2	11
24	прежде всего	11	10
25	тем не	2	10
26	то это	2	10
27	не есть	2	10
28	как раз	4	10
29	в году	13	10
30	и его	4	10
31	не менее	7	9
32	уже не	7	9
33	и то	2	9
34	в своей	4	9
35	в себе	7	9
36	в своем	11	8
37	в этой	4	8
38	для него	2	8
39	может быть	13	8
40	раз и	2	8
41	а также	5	8
42	а не	16	8
43	к тому	2	7
44	а только	2	7
45	несмотря на	3	7
46	а в	3	7
47	в своих	4	7
48	того что	6	7
49	в то	5	7
50	как и	6	7
51	да и	3	6
52	и даже	3	6
53	не мог	3	6
54	xix века	6	6
55	так и	4	6
56	хотя бы	2	6
57	с точки	2	6
58	с другой	3	5
59	тому же	2	5
60	не было	3	5
61	все эти	2	5
62	отнюдь не	2	5
63	что он	5	5
64	еще в	4	5
65	для себя	5	5
66	только на	2	5
67	можно было	2	5
68	в данном	5	5
69	тем что	2	5
70	дело в	3	5
71	такого рода	10	4
72	в самом	3	4
73	поскольку он	2	4
74	как это	8	4
75	но не	4	4
76	еще не	4	4
77	было бы	2	4
78	даже в	2	4
79	если оно	2	4
80	то же	5	4
81	то он	2	4
82	все же	4	4
83	но в	3	4
84	уже в	5	3
85	я не	7	3
86	в качестве	17	3
87	это не	4	3
88	из этих	2	3
89	и весьма	2	3
90	человека и	2	3
91	одной стороны	2	3
92	при этом	19	3
93	как бы	7	3
94	в виду	3	3
95	всяком случае	2	3
96	и тем	4	3
97	в нем	2	3
98	в связи	4	3
99	и только	2	3
100	с одной	2	3
101	не столько	5	3
102	сводится к	3	3
103	в россии	2	3
104	этого не	2	3
105	по этому	2	3
106	же в	5	3
107	с их	3	3
108	за пределы	2	3
109	в отличие	5	3
110	в трактате	2	3
111	не в	8	3
112	во всяком	3	3
113	далеко не	3	3
114	отличие от	5	3
115	как носитель	2	2
116	должна быть	2	2
117	все они	2	2
118	с этой	5	2
119	для понимания	2	2
120	же это	2	2
121	что его	3	2
122	же время	5	2
123	и само	2	2
124	в нашей	2	2
125	же и	3	2
126	так или	8	2
127	не является	2	2
128	в целом	8	2
129	только то	2	2
130	могло быть	2	2
131	в их	3	2
132	то и	2	2
133	бы на	2	2
134	и вполне	2	2
135	друг друга	4	2
136	этом отношении	2	2
137	себе в	2	2
138	самого себя	3	2
139	по своей	3	2
140	его в	3	2
141	нет ничего	2	2
142	с его	5	2
143	которая в	2	2
144	не как	4	2
145	в жизни	6	2
146	в силу	4	2
147	того же	2	2
148	не к	2	2
149	из них	4	2
150	в сущности	2	2
151	общего с	2	2
152	по преимуществу	4	2
153	на почве	2	2
154	со стороны	4	2
155	в мире	2	2
156	данном случае	4	2
157	при всем	3	2
158	не на	2	2
159	тем самым	5	2
160	роль в	2	2
161	или иначе	9	2
162	на себя	2	2
163	в другом	2	2
164	связи с	6	2
