N	2gram	Trubetskoy_1	StatiiOP
1	и в	26	29
2	том что	7	27
3	в том	11	27
4	в этом	15	21
5	но и	9	19
6	что в	9	19
7	не только	10	19
8	о том	6	17
9	что он	4	13
10	в его	5	13
11	то что	7	11
12	все это	6	11
13	в которой	3	11
14	к тому	6	10
15	таким образом	22	10
16	в своем	3	9
17	так и	6	9
18	этом отношении	2	9
19	и не	8	9
20	как на	8	9
21	потому что	7	9
22	он не	4	9
23	но в	7	8
24	но все	7	7
25	с тем	18	7
26	так например	2	7
27	в самом	4	7
28	в виду	2	7
29	в котором	4	7
30	вместе с	15	7
31	для того	5	7
32	в одном	3	6
33	до сих	5	6
34	одним из	2	6
35	все же	6	6
36	в течение	4	6
37	и что	4	6
38	того чтобы	5	6
39	и на	2	6
40	прежде всего	2	5
41	в качестве	3	5
42	как бы	12	5
43	сих пор	5	5
44	а не	5	5
45	того что	3	5
46	между тем	2	5
47	точки зрения	13	5
48	именно в	2	4
49	должен был	4	4
50	с другой	8	4
51	но с	3	4
52	к этому	3	4
53	не в	2	4
54	для него	3	4
55	и к	5	4
56	и о	3	4
57	в нем	4	4
58	связи с	9	4
59	и с	10	4
60	в общем	8	3
61	не менее	3	3
62	самого начала	2	3
63	же как	3	3
64	что это	3	3
65	в этих	4	3
66	в образе	2	3
67	тому же	5	3
68	так что	3	3
69	в начале	2	3
70	но не	8	3
71	в пользу	2	3
72	одной из	5	3
73	наконец в	2	3
74	должно было	2	3
75	никогда не	5	3
76	и даже	3	3
77	всяком случае	6	3
78	не могло	2	3
79	из них	7	3
80	ни у	2	3
81	а с	7	3
82	не было	2	3
83	с самого	3	3
84	и сейчас	2	3
85	и по	4	3
86	хотя бы	3	3
87	так же	5	3
88	его не	2	3
89	связан с	2	3
90	во всяком	6	3
91	и здесь	2	3
92	в россии	2	3
93	на нее	3	3
94	в эту	2	3
95	в отношении	6	2
96	во время	4	2
97	с его	2	2
98	ни было	2	2
99	только не	2	2
100	и другие	3	2
101	если бы	3	2
102	в них	2	2
103	с этой	3	2
104	если не	2	2
105	в конце	6	2
106	связь с	2	2
107	утверждать что	2	2
108	что именно	2	2
109	что и	6	2
110	тем не	3	2
111	очень мало	4	2
112	по существу	2	2
113	не потому	2	2
114	то ни	2	2
115	и как	3	2
116	должна была	2	2
117	в этой	4	2
118	в то	4	2
119	по своему	2	2
120	случае не	3	2
121	несмотря на	6	2
122	может быть	10	2
123	и потому	6	2
124	а также	2	2
125	на то	2	2
126	только в	4	2
127	бы то	2	2
128	не к	2	2
129	в процессе	2	2
130	или менее	5	2
131	только что	2	2
132	не может	4	2
133	то же	4	2
134	все эти	6	2
135	у всех	2	2
136	при этом	3	2
137	из этой	2	2
138	более или	5	2
139	в значительной	3	2
140	на этот	4	2
141	не имеет	5	2
142	с точки	6	2
143	особенно в	2	2
144	и те	3	2
145	в результате	3	2
146	сказать что	2	2
147	к сожалению	3	2
148	в себе	6	2
149	и это	2	2
150	так как	9	2
151	того же	6	2
152	в области	9	2
