N	2gram	Vygotskiy__1	Komedia
1	и в	31	22
2	и не	16	21
3	т е	3	16
4	том что	16	13
5	в том	30	12
6	таким образом	20	12
7	со стороны	4	11
8	так как	18	11
9	ни в	9	10
10	потому что	10	10
11	до сих	3	9
12	в самом	11	9
13	вместе с	8	9
14	сих пор	3	9
15	если бы	6	8
16	в своем	3	8
17	что он	7	8
18	в его	6	8
19	что и	13	8
20	в этом	12	8
21	о том	7	8
22	его в	2	8
23	о чем	2	7
24	при этом	19	7
25	то же	5	7
26	только что	2	7
27	а в	6	7
28	в конце	3	7
29	к этому	4	6
30	ясно что	19	6
31	тому же	3	6
32	того же	2	6
33	для того	6	6
34	к тому	4	6
35	может быть	22	6
36	как раз	2	6
37	самом деле	9	6
38	и что	8	6
39	того чтобы	7	6
40	так что	5	6
41	и его	7	6
42	в то	5	6
43	не менее	2	5
44	что в	23	5
45	прежде всего	4	5
46	как это	4	5
47	хотя и	3	5
48	не только	13	5
49	речь идет	3	5
50	в своей	3	5
51	отношение к	2	5
52	из них	2	5
53	все это	8	5
54	он не	3	5
55	к нему	2	5
56	в которых	3	5
57	с ним	2	5
58	но в	3	5
59	с тем	3	4
60	у него	4	4
61	отнюдь не	6	4
62	с другой	5	4
63	вовсе не	6	4
64	и здесь	2	4
65	все же	5	4
66	не в	11	4
67	совпадают с	2	4
68	не дает	2	4
69	до конца	6	4
70	несмотря на	5	4
71	и т	26	4
72	то что	32	4
73	когда он	2	4
74	но и	2	4
75	что она	6	4
76	т п	16	4
77	а не	13	4
78	и для	5	4
79	так же	12	4
80	точки зрения	15	4
81	в себе	4	4
82	в связи	2	4
83	бы в	2	4
84	так и	3	4
85	не является	5	4
86	и поэтому	2	4
87	и с	2	4
88	в частности	3	3
89	никогда не	8	3
90	до тех	2	3
91	в них	2	3
92	в какой	5	3
93	с этой	4	3
94	с этим	3	3
95	на долю	2	3
96	в нем	2	3
97	далеко не	2	3
98	идет о	2	3
99	на то	10	3
100	и к	3	3
101	тем не	2	3
102	в ее	5	3
103	как и	16	3
104	в этой	3	3
105	который в	3	3
106	все что	3	3
107	одной стороны	6	3
108	было бы	6	3
109	и тот	2	3
110	к ним	2	3
111	как бы	5	3
112	один из	4	3
113	в целом	5	3
114	приводит к	2	3
115	дело с	3	3
116	не может	17	3
117	с одной	5	3
118	это обстоятельство	3	3
119	с точки	2	3
120	столь же	4	3
121	тем же	3	3
122	и даже	6	3
123	их в	2	3
124	мы можем	4	3
125	во всяком	8	3
126	представляет собой	2	3
127	же самое	2	3
128	на это	2	3
129	как он	2	3
130	в которой	4	3
131	ничего не	2	3
132	всяком случае	6	3
133	в основе	2	2
134	под влиянием	3	2
135	на вопрос	2	2
136	уже в	3	2
137	все время	4	2
138	состоит в	3	2
139	себя и	2	2
140	конечном счете	3	2
141	в качестве	2	2
142	и без	2	2
143	как в	9	2
144	не будет	3	2
145	и все	5	2
146	в одном	2	2
147	человека и	2	2
148	представление о	3	2
149	это в	2	2
150	не могут	3	2
151	стороны и	3	2
152	если мы	12	2
153	мы знаем	3	2
154	без всякого	2	2
155	отличие от	4	2
156	по существу	4	2
157	из всех	2	2
158	из его	3	2
159	в силу	3	2
160	х годов	5	2
161	что они	2	2
162	она не	5	2
163	то время	5	2
164	что с	2	2
165	тот же	2	2
166	и если	4	2
167	совершенно не	5	2
168	в сущности	10	2
169	и о	4	2
170	от того	3	2
171	в конечном	3	2
172	конце концов	3	2
173	в котором	4	2
174	был бы	5	2
175	если же	2	2
176	человека не	3	2
177	этих слов	2	2
178	на основании	7	2
179	как мы	2	2
180	другой стороны	5	2
181	целый ряд	6	2
182	его не	2	2
183	по мнению	2	2
184	по тому	3	2
185	не было	3	2
186	этом отношении	2	2
187	время как	5	2
188	мы не	12	2
189	из которых	3	2
190	какой мере	3	2
191	что для	2	2
192	роль в	3	2
193	отказаться от	2	2
194	в таком	3	2
195	в своих	4	2
196	в результате	4	2
197	тому что	4	2
198	между тем	4	2
199	и во	2	2
200	нуждается в	3	2
201	исходя из	3	2
202	что мы	8	2
203	и это	3	2
204	из этого	2	2
205	что эта	3	2
206	к этой	2	2
207	в области	11	2
208	в виду	4	2
