N	2gram	Vinokur_Vv_1	Formalny
1	и в	27	38
2	в этом	34	27
3	т е	38	26
4	может быть	24	23
5	и его	5	21
6	таким образом	19	20
7	и не	13	20
8	в самом	12	16
9	прежде всего	8	15
10	не в	8	15
11	и т	43	14
12	не может	13	14
13	в нем	13	13
14	но и	5	13
15	связи с	3	13
16	языка и	12	12
17	с тем	6	11
18	языка как	2	11
19	в том	31	11
20	вовсе не	6	11
21	в его	10	10
22	в связи	2	10
23	и с	2	9
24	как и	5	9
25	при этом	3	9
26	не только	21	9
27	на почве	5	9
28	т п	5	9
29	языка в	4	9
30	язык как	3	8
31	что и	3	8
32	все же	8	8
33	самом деле	6	8
34	тем что	6	8
35	точки зрения	7	8
36	что в	11	7
37	не могут	5	7
38	по себе	9	7
39	по существу	2	7
40	во втором	2	7
41	в своей	4	7
42	язык и	3	7
43	этом отношении	3	7
44	как мы	9	7
45	уже не	5	7
46	с точки	2	7
47	в первом	5	7
48	истории литературы	3	6
49	в результате	3	6
50	то что	17	6
51	в истории	9	6
52	и ее	4	6
53	в ней	3	6
54	в этой	3	6
55	было бы	5	6
56	вместе с	6	6
57	в их	11	6
58	то же	8	6
59	все эти	3	6
60	а не	3	6
61	как такового	2	6
62	как раз	4	6
63	могут быть	4	6
64	только в	13	6
65	а в	5	6
66	хотя бы	5	6
67	в общем	12	5
68	должна быть	2	5
69	если бы	2	5
70	что он	4	5
71	именно в	8	5
72	же время	5	5
73	во всех	2	5
74	что же	3	5
75	с этим	2	5
76	т д	37	5
77	и для	4	5
78	говорит он	2	5
79	говорить о	3	5
80	в то	5	5
81	во всяком	3	5
82	всяком случае	3	5
83	языка а	2	5
84	независимо от	3	4
85	как о	4	4
86	не столько	2	4
87	не как	3	4
88	к этому	3	4
89	к тому	4	4
90	мы видели	2	4
91	в дальнейшем	2	4
92	лишь как	2	4
93	в сущности	3	4
94	как бы	5	4
95	из них	3	4
96	другой стороны	5	4
97	входит в	2	4
98	мы говорим	2	4
99	в особенности	4	4
100	что оно	2	4
101	что не	5	4
102	и даже	5	4
103	о языке	3	4
104	даже и	3	4
105	именно как	3	4
106	не следует	2	4
107	здесь не	2	4
108	ничего не	2	4
109	так как	13	4
110	но в	10	4
111	же как	3	3
112	к действительности	2	3
113	и др	2	3
114	в какой	4	3
115	с другой	8	3
116	из этих	5	3
117	а как	3	3
118	и как	9	3
119	но все	3	3
120	например в	2	3
121	однако не	4	3
122	следует что	2	3
123	то это	3	3
124	не есть	4	3
125	в целом	5	3
126	жизни и	2	3
127	быть и	2	3
128	и до	2	3
129	значение и	2	3
130	только на	3	3
131	все это	6	3
132	к нему	2	3
133	именно на	2	3
134	в значительной	2	3
135	произведения и	2	3
136	того что	12	3
137	того чтобы	21	3
138	для того	21	3
139	мы не	2	3
140	каждый из	2	3
141	и на	3	3
142	хотя и	3	3
143	чем же	3	3
144	он и	2	3
145	но ведь	4	3
146	его в	6	3
147	что это	3	3
148	в области	4	3
149	от этого	5	3
150	времени и	4	2
151	уже в	5	2
152	все более	3	2
153	никогда не	3	2
154	по этому	2	2
155	состоит в	2	2
156	в этих	3	2
157	в качестве	7	2
158	тому что	2	2
159	для этого	3	2
160	это не	8	2
161	в конце	3	2
162	в основу	2	2
163	литературы с	2	2
164	не просто	4	2
165	между ними	2	2
166	приходим к	3	2
167	с системой	2	2
168	что именно	2	2
169	в тех	2	2
170	же это	2	2
171	а только	8	2
172	на котором	2	2
173	в ее	11	2
174	до конца	3	2
175	в широком	7	2
176	том что	26	2
177	должна была	2	2
178	но не	7	2
179	совсем не	3	2
180	или же	3	2
181	в практическом	2	2
182	но как	2	2
183	в работах	2	2
184	как увидим	2	2
185	от характера	3	2
186	ни одна	2	2
187	конце концов	2	2
188	слова как	2	2
189	в котором	4	2
190	один из	6	2
191	и тем	5	2
192	с теми	2	2
193	есть только	2	2
194	этом смысле	11	2
195	не к	2	2
196	отношение к	3	2
197	во второй	3	2
198	со стороны	12	2
199	а именно	6	2
200	науки а	4	2
201	как она	4	2
202	понятия в	2	2
203	в известной	3	2
204	на этом	3	2
205	и других	3	2
206	в в	3	2
207	в той	7	2
208	этого термина	2	2
209	применении к	6	2
210	не имеет	4	2
211	должно быть	2	2
212	научной работы	3	2
213	отличие от	3	2
214	только так	2	2
215	есть лишь	2	2
216	вряд ли	2	2
217	этот вопрос	4	2
218	и то	5	2
219	и совершенно	2	2
220	сказать что	5	2
221	между тем	8	2
222	широком смысле	8	2
223	в отличие	3	2
224	в применении	6	2
225	как например	5	2
226	если же	2	2
227	науки о	9	2
228	при помощи	2	2
229	и это	6	2
230	должен был	4	2
231	в чем	4	2
232	потому что	14	2
233	как это	5	2
234	не могли	2	2
235	если это	2	2
236	в виду	4	2
