N	2gram	Propp_Isto_7	Vladivir
1	и в	24	31
2	не только	21	24
3	но и	11	19
4	то что	7	18
5	и не	4	17
6	у него	10	15
7	и даже	3	15
8	том что	10	14
9	что в	13	14
10	в этом	12	14
11	там же	2	13
12	что он	21	12
13	но в	5	12
14	с его	3	11
15	в том	7	11
16	между прочим	3	11
17	потому что	9	11
18	о том	9	11
19	так что	3	10
20	он не	6	10
21	никогда не	4	9
22	как мы	3	9
23	а в	10	9
24	только в	6	9
25	в конце	3	9
26	в дальнейшем	3	8
27	и по	3	8
28	в то	2	8
29	так как	8	8
30	уже в	3	7
31	кроме того	3	7
32	об этом	6	7
33	и его	3	7
34	как это	2	7
35	сказать что	2	7
36	мы уже	4	7
37	е в	2	7
38	к этому	2	6
39	в качестве	3	6
40	того же	2	6
41	может быть	14	6
42	в котором	2	6
43	так и	5	6
44	не может	14	6
45	то же	8	6
46	и что	10	6
47	на этот	2	6
48	все это	8	5
49	вовсе не	4	5
50	на то	3	5
51	не в	9	5
52	которой он	3	5
53	и если	3	5
54	со своим	4	5
55	видно что	5	5
56	и от	2	5
57	что и	8	5
58	когда он	3	5
59	но он	2	5
60	с ним	5	5
61	после смерти	3	4
62	что у	4	4
63	и все	6	4
64	в нем	6	4
65	для нас	6	4
66	к ней	2	4
67	что его	2	4
68	как и	6	4
69	хотя и	3	4
70	один из	7	4
71	ни с	2	4
72	в особенности	2	4
73	и у	2	4
74	во всем	2	4
75	как он	6	4
76	к нему	7	4
77	в которой	2	4
78	мы увидим	6	3
79	со своей	2	3
80	с другой	9	3
81	и так	2	3
82	как в	12	3
83	но не	6	3
84	но это	3	3
85	что они	3	3
86	ничего не	5	3
87	тот же	2	3
88	все же	9	3
89	на его	2	3
90	отношение к	5	3
91	вместе с	7	3
92	был в	2	3
93	на него	2	3
94	по своим	3	3
95	только на	2	3
96	другой стороны	8	3
97	и стал	3	3
98	в связи	2	3
99	таким образом	7	3
100	все эти	2	3
101	если не	4	3
102	здесь мы	5	3
103	уже не	2	3
104	и он	3	3
105	что этот	2	3
106	и на	2	3
107	он в	2	3
108	на себя	2	3
109	и здесь	12	3
110	во время	6	3
111	здесь не	2	3
112	это конечно	2	3
113	отца и	2	3
114	тем что	6	2
115	в ответ	3	2
116	не менее	5	2
117	по этому	2	2
118	для нее	2	2
119	в них	3	2
120	и такие	2	2
121	по существу	4	2
122	не столько	3	2
123	в тех	5	2
124	на первый	4	2
125	одной из	4	2
126	тем не	4	2
127	мы знаем	2	2
128	ни в	2	2
129	тем более	2	2
130	от него	3	2
131	то время	2	2
132	и тот	2	2
133	еще не	8	2
134	при этом	4	2
135	того что	6	2
136	было бы	2	2
137	кажется что	3	2
138	в самом	2	2
139	конечно не	2	2
140	том чтобы	3	2
141	и о	2	2
142	на ту	2	2
143	и т	17	2
144	этом и	2	2
145	из них	2	2
146	выше мы	3	2
147	не по	2	2
148	дело не	5	2
149	со стороны	2	2
150	что она	5	2
151	а именно	6	2
152	так например	2	2
153	то и	4	2
154	т д	16	2
155	он говорит	2	2
156	что мы	3	2
157	что такое	2	2
158	с семьей	3	2
159	по его	2	2
160	он стал	2	2
161	и начал	2	2
162	с того	4	2
163	знаем что	3	2
164	известно что	2	2
165	точки зрения	4	2
166	к себе	3	2
167	связи со	2	2
168	из этих	3	2
169	мы должны	4	2
170	его на	2	2
171	и это	2	2
172	ответ на	6	2
173	в чем	5	2
