N	2gram	Propp_Isto_6	Vladivir
1	и в	26	31
2	не только	10	24
3	но и	9	19
4	то что	6	18
5	и не	10	17
6	у него	7	15
7	он был	2	14
8	том что	10	14
9	что в	12	14
10	в этом	12	14
11	и с	6	14
12	там же	3	13
13	что он	9	12
14	в его	5	12
15	но в	7	12
16	с его	4	11
17	в том	12	11
18	потому что	13	11
19	о том	7	11
20	так что	3	10
21	и то	3	10
22	он не	2	10
23	никогда не	13	9
24	как мы	4	9
25	а в	3	9
26	только в	5	9
27	и по	4	8
28	в то	5	8
29	так как	18	8
30	кроме того	3	7
31	и его	7	7
32	как это	5	7
33	сказать что	3	7
34	мы уже	6	7
35	е в	2	7
36	он и	2	6
37	к этому	3	6
38	можно сказать	2	6
39	у нас	5	6
40	в качестве	3	6
41	того же	2	6
42	и сам	2	6
43	может быть	11	6
44	так и	5	6
45	не может	6	6
46	то же	5	6
47	и что	5	6
48	то он	2	6
49	а с	2	5
50	вовсе не	2	5
51	на то	2	5
52	не в	3	5
53	но как	4	5
54	видно что	2	5
55	и от	3	5
56	в свое	2	5
57	а также	4	5
58	что и	4	5
59	жизни и	2	5
60	когда он	3	5
61	что же	2	5
62	не было	3	5
63	в своих	3	5
64	но он	2	5
65	с ним	8	5
66	после смерти	2	4
67	в своем	2	4
68	что у	2	4
69	в нем	8	4
70	главным образом	3	4
71	для нас	2	4
72	в себе	3	4
73	как и	5	4
74	и как	2	4
75	в этой	2	4
76	еще в	3	4
77	один из	3	4
78	в своей	3	4
79	из его	2	4
80	как он	6	4
81	и через	3	3
82	к тому	2	3
83	в виде	6	3
84	с другой	10	3
85	как в	6	3
86	к своему	3	3
87	но не	2	3
88	но это	4	3
89	что они	2	3
90	ничего не	2	3
91	все же	8	3
92	на его	4	3
93	вместе с	8	3
94	на него	2	3
95	другой стороны	8	3
96	таким образом	12	3
97	все эти	8	3
98	и вот	3	3
99	здесь мы	4	3
100	уже не	7	3
101	и он	4	3
102	что этот	2	3
103	и на	12	3
104	что касается	2	3
105	здесь не	2	3
106	и действительно	3	3
107	в египте	16	3
108	тем что	5	2
109	с тем	4	2
110	первый план	2	2
111	в частности	3	2
112	от нее	2	2
113	в них	3	2
114	к концу	3	2
115	в тех	3	2
116	на первый	3	2
117	мы знаем	2	2
118	ни в	2	2
119	от него	3	2
120	все что	4	2
121	то время	3	2
122	не имели	4	2
123	это мы	2	2
124	еще не	9	2
125	при этом	3	2
126	того что	2	2
127	было бы	2	2
128	в это	4	2
129	кажется что	2	2
130	всяком случае	2	2
131	даже в	2	2
132	и до	2	2
133	и т	10	2
134	в свои	2	2
135	него в	2	2
136	не будем	2	2
137	из этого	3	2
138	со стороны	3	2
139	что она	3	2
140	а именно	9	2
141	только что	2	2
142	так например	3	2
143	но мы	2	2
144	которых он	2	2
145	то и	2	2
146	т д	8	2
147	и других	3	2
148	и сейчас	2	2
149	тем самым	2	2
150	что мы	2	2
151	в очень	4	2
152	как на	3	2
153	с ними	2	2
154	где он	2	2
155	во всяком	2	2
156	знаем что	2	2
157	известно что	2	2
158	к себе	2	2
159	под названием	2	2
160	из этих	4	2
161	о котором	2	2
162	мы должны	2	2
163	и это	8	2
