N	2gram	Voloshinov_1	Problema
1	и не	16	28
2	не только	5	24
3	только в	6	23
4	вовсе не	2	21
5	в том	4	20
6	и в	15	20
7	ни в	6	17
8	все эти	9	16
9	смысле слова	2	15
10	то что	10	15
11	потому что	4	15
12	у нас	3	14
13	было бы	6	14
14	но и	4	14
15	точки зрения	13	14
16	не в	4	13
17	в нашем	3	12
18	в себе	4	12
19	том что	5	12
20	прежде всего	11	11
21	по себе	2	11
22	с точки	10	11
23	не менее	3	10
24	тем не	2	10
25	отнюдь не	2	10
26	в качестве	2	10
27	не является	3	10
28	так и	10	10
29	и его	15	10
30	может быть	13	9
31	все это	5	9
32	и даже	2	9
33	в этом	13	9
34	если бы	3	8
35	что он	8	8
36	таким образом	21	8
37	во всяком	4	8
38	и все	4	8
39	но в	9	8
40	это не	2	7
41	еще не	7	7
42	мы не	4	7
43	и потому	8	7
44	то же	7	7
45	именно в	3	7
46	а не	2	7
47	сказать что	6	7
48	и с	7	7
49	в ней	5	7
50	хотя бы	7	7
51	об этом	4	6
52	всех этих	5	6
53	художественный образ	2	6
54	как и	6	6
55	но это	2	6
56	при этом	7	6
57	но если	2	6
58	в таком	3	6
59	в данном	3	6
60	сам по	2	6
61	в каком	3	6
62	не существует	3	5
63	но не	5	5
64	на самом	2	5
65	в нем	4	5
66	можно сказать	4	5
67	в ее	4	5
68	и о	3	5
69	жизни и	5	5
70	вместе с	4	5
71	данном случае	3	5
72	как в	3	5
73	не может	13	5
74	так как	9	5
75	если мы	5	5
76	уже не	5	5
77	и очень	2	5
78	в этих	2	5
79	ничего общего	2	5
80	и есть	2	4
81	в отношении	2	4
82	и для	2	4
83	в одном	3	4
84	и ее	3	4
85	в этой	5	4
86	в своей	9	4
87	что она	2	4
88	как бы	11	4
89	всяком случае	3	4
90	во всех	8	4
91	и только	4	4
92	с этим	6	4
93	а в	6	4
94	и наконец	10	4
95	как раз	2	4
96	в то	6	4
97	с ним	12	4
98	человека в	3	3
99	к тому	4	3
100	для всех	2	3
101	все они	2	3
102	о себе	2	3
103	в жизни	5	3
104	ни на	2	3
105	в условиях	3	3
106	и к	7	3
107	как мы	10	3
108	он был	3	3
109	для него	5	3
110	но все	2	3
111	в истории	3	3
112	учение о	2	3
113	сознания и	5	3
114	совершенно не	2	3
115	конечно не	3	3
116	образы и	2	3
117	в его	9	3
118	нет никакого	2	3
119	что и	2	3
120	в зависимости	2	3
121	что в	6	3
122	другими словами	3	3
123	бы и	2	3
124	в своем	2	3
125	не было	4	3
126	самом деле	7	3
127	что мы	2	3
128	к нему	7	3
129	в самых	2	3
130	с другими	5	3
131	и на	3	3
132	правда в	2	3
133	чем же	5	3
134	в сознании	3	3
135	мы должны	7	3
136	зависимости от	2	3
137	явлений и	2	3
138	из этого	2	3
139	в области	3	3
140	мы можем	12	3
141	этого не	2	2
142	все время	4	2
143	между собой	4	2
144	для этого	4	2
145	человеческого организма	3	2
146	этом мы	3	2
147	разобраться в	3	2
148	на все	2	2
149	с его	8	2
150	в настоящей	2	2
151	для них	3	2
152	тот же	5	2
153	и может	4	2
154	со всеми	3	2
155	что это	3	2
156	в самом	6	2
157	за пределы	2	2
158	он не	4	2
159	к ней	2	2
160	об его	3	2
161	все же	5	2
162	с ее	3	2
163	на этой	2	2
164	себя в	2	2
165	не будем	2	2
166	если он	5	2
167	только на	2	2
168	и прежде	5	2
169	жизни в	3	2
170	теперь уже	2	2
171	в совершенно	2	2
172	чтобы не	2	2
173	и что	3	2
174	того чтобы	2	2
175	и по	5	2
176	с ними	4	2
177	и то	2	2
178	далеко не	4	2
179	будто бы	2	2
180	его в	8	2
181	дело в	2	2
182	в чем	4	2
183	еще более	2	2
184	и являются	2	2
