N	2gram	Vinokur_St_3	Istorich
1	и в	25	26
2	т е	8	22
3	так как	3	18
4	мы имеем	5	14
5	никогда не	2	13
6	потому что	5	13
7	что в	19	12
8	таким образом	10	12
9	в том	20	12
10	и на	6	12
11	в этом	24	12
12	связь с	4	11
13	может быть	19	11
14	с другой	5	10
15	том что	15	10
16	и т	8	10
17	и не	10	10
18	не только	12	10
19	что он	19	9
20	еще не	2	9
21	но и	9	9
22	все же	4	8
23	вместе с	2	8
24	другой стороны	5	8
25	т д	2	8
26	все эти	3	8
27	и это	5	8
28	уже не	3	7
29	с одной	2	7
30	одной стороны	3	7
31	например в	4	7
32	и его	3	7
33	у него	9	7
34	о том	8	7
35	но в	5	7
36	то что	12	6
37	ее в	2	6
38	как в	6	6
39	не может	7	6
40	в виде	3	6
41	связан с	3	6
42	и с	4	6
43	в русской	6	6
44	мы не	2	6
45	у нас	4	5
46	как и	4	5
47	мы видим	4	5
48	нас к	2	5
49	в ней	4	5
50	в его	12	5
51	так и	5	5
52	то же	5	5
53	и что	3	5
54	тем что	19	5
55	в то	7	5
56	только в	6	5
57	с тем	4	4
58	это не	7	4
59	из этих	6	4
60	имеем в	2	4
61	прежде всего	10	4
62	с его	3	4
63	но это	4	4
64	до сих	2	4
65	связано с	5	4
66	в это	2	4
67	на его	4	4
68	как бы	6	4
69	и тем	4	4
70	сих пор	2	4
71	как мы	2	4
72	и по	2	4
73	а также	4	4
74	но как	2	4
75	связана с	4	3
76	при помощи	2	3
77	и ее	2	3
78	независимо от	5	3
79	если бы	4	3
80	могут быть	2	3
81	в них	5	3
82	на котором	2	3
83	попадает в	3	3
84	к этому	3	3
85	так что	11	3
86	не в	6	3
87	такой же	2	3
88	в качестве	4	3
89	то время	4	3
90	кроме того	3	3
91	но есть	2	3
92	нет в	3	3
93	показывает что	3	3
94	от того	2	3
95	что здесь	4	3
96	один из	2	3
97	в своей	4	3
98	из этого	4	3
99	со стороны	3	3
100	а в	6	3
101	и других	2	3
102	из которых	4	3
103	и наконец	3	3
104	как на	6	3
105	время как	4	3
106	или в	2	3
107	в своих	8	3
108	сказать что	4	3
109	и только	2	3
110	не было	4	3
111	не потому	2	3
112	с этой	3	2
113	все время	2	2
114	это место	2	2
115	обращается к	3	2
116	в этих	11	2
117	от нее	3	2
118	в эту	4	2
119	что у	2	2
120	но он	3	2
121	того же	2	2
122	отличается от	4	2
123	в одной	2	2
124	с этим	7	2
125	вовсе не	2	2
126	утверждать что	2	2
127	на то	5	2
128	можно сказать	4	2
129	к тому	2	2
130	он был	3	2
131	но все	2	2
132	что они	2	2
133	одна из	2	2
134	но не	2	2
135	в последнем	2	2
136	что мы	3	2
137	близок к	2	2
138	было бы	7	2
139	не так	3	2
140	что из	2	2
141	относится к	4	2
142	всяком случае	4	2
143	на эти	3	2
144	и др	4	2
145	что эти	4	2
146	здесь нет	2	2
147	не имеет	2	2
148	своего рода	3	2
149	в некоторых	3	2
150	ни в	5	2
151	в форме	2	2
152	то и	2	2
153	он не	5	2
154	только что	2	2
155	а с	2	2
156	мы находим	2	2
157	а не	5	2
158	того что	5	2
159	что не	2	2
160	известно что	2	2
161	его не	2	2
162	что этот	3	2
163	во всяком	4	2
164	и далее	3	2
165	что касается	7	2
166	он и	2	2
167	в которых	2	2
168	из его	7	2
169	в этой	14	2
170	интересно что	6	2
171	которые в	2	2
172	что это	16	2
173	то он	2	2
174	отметить что	5	2
175	ничего не	4	2
