N	2gram	Vygotskiy__3	Russkaja
1	не может	7	22
2	и не	10	19
3	в том	25	17
4	в этом	13	17
5	и в	38	14
6	то что	35	13
7	таким образом	12	11
8	то же	10	11
9	точки зрения	16	11
10	но и	5	10
11	в то	3	10
12	том что	14	9
13	не только	12	9
14	в себе	4	9
15	с точки	9	9
16	может быть	19	9
17	во всяком	2	9
18	того чтобы	9	8
19	как на	3	8
20	отнюдь не	2	7
21	к тому	6	7
22	и если	6	7
23	самом деле	21	7
24	в данном	2	7
25	о том	6	7
26	признать что	2	6
27	если бы	14	6
28	на самом	2	6
29	что он	11	6
30	и к	3	6
31	с тем	8	6
32	для него	2	6
33	для того	8	6
34	для всех	2	6
35	всяком случае	2	6
36	все это	3	6
37	в своем	5	6
38	и для	4	6
39	в своих	4	6
40	между собой	2	5
41	хотя бы	2	5
42	на то	16	5
43	и на	6	5
44	при этом	4	5
45	до сих	6	5
46	было бы	12	5
47	конечно не	4	5
48	в своей	5	5
49	он не	6	5
50	никогда не	4	5
51	в нем	4	5
52	сих пор	5	5
53	во всех	4	5
54	и только	3	5
55	по существу	2	5
56	из которых	4	5
57	а в	7	5
58	потому что	14	5
59	только в	4	5
60	между тем	7	5
61	не могут	2	4
62	что в	20	4
63	как и	8	4
64	ли это	2	4
65	как бы	14	4
66	все же	8	4
67	вместе с	5	4
68	со стороны	2	4
69	что же	2	4
70	в совершенно	2	4
71	при том	2	4
72	не в	12	4
73	и то	8	4
74	в этой	13	4
75	в его	5	4
76	его в	3	4
77	так как	6	4
78	к этой	2	4
79	что это	10	3
80	из этих	3	3
81	в конце	2	3
82	что все	3	3
83	главным образом	3	3
84	о которых	9	3
85	всех этих	2	3
86	и как	8	3
87	в другом	5	3
88	что они	4	3
89	в качестве	2	3
90	лучшем случае	2	3
91	несмотря на	5	3
92	в самом	25	3
93	мы говорили	3	3
94	но если	4	3
95	и этот	3	3
96	для этого	2	3
97	но мы	2	3
98	то это	2	3
99	что и	4	3
100	и т	14	3
101	из них	6	3
102	все они	2	3
103	данном случае	2	3
104	что оно	2	3
105	того что	4	3
106	и по	2	3
107	в лучшем	2	3
108	или в	5	3
109	тем что	3	3
110	и во	2	3
111	в виде	2	3
112	о котором	5	3
113	из этого	8	3
114	она может	3	3
115	одна из	4	3
116	место в	3	2
117	только для	3	2
118	а с	2	2
119	и более	2	2
120	должна быть	5	2
121	у него	4	2
122	друг другу	2	2
123	от этой	2	2
124	были бы	3	2
125	что только	2	2
126	с этим	8	2
127	к себе	2	2
128	весь смысл	2	2
129	состоит в	3	2
130	ясно что	6	2
131	и вместе	2	2
132	том и	2	2
133	ни в	3	2
134	уже указали	2	2
135	уже не	2	2
136	так что	8	2
137	из всех	3	2
138	это есть	2	2
139	но это	3	2
140	не можем	4	2
141	указывает на	6	2
142	что с	4	2
143	она не	6	2
144	с уверенностью	3	2
145	совершенно не	5	2
146	и о	3	2
147	по самому	2	2
148	в ней	15	2
149	на это	3	2
150	к чему	6	2
151	в котором	6	2
152	речь идет	4	2
153	и тем	3	2
154	в противоречие	2	2
155	благодаря этому	2	2
156	не к	3	2
157	для нас	8	2
158	время в	5	2
159	ее в	4	2
160	противоречие с	2	2
161	согласиться с	4	2
162	тому что	6	2
163	целый ряд	2	2
164	это только	3	2
165	отношения к	2	2
166	в течение	4	2
167	все эти	4	2
168	не просто	2	2
169	и вот	2	2
170	и что	18	2
171	а не	7	2
172	стоит только	3	2
173	и наконец	2	2
174	и даже	4	2
175	не так	3	2
176	так же	2	2
177	в таком	3	2
178	их в	2	2
179	больше чем	4	2
180	в силу	2	2
181	мы можем	7	2
182	или от	2	2
183	мы уже	7	2
184	бы для	2	2
185	как будто	4	2
186	в этих	2	2
187	с ним	2	2
188	себя как	2	2
189	но в	3	2
