N	2gram	Bakhtin_Pr_2	Vvedenie
1	и т	13	42
2	т д	4	36
3	т е	26	35
4	и в	43	32
5	в том	6	31
6	в этом	13	30
7	может быть	23	26
8	том что	2	26
9	не только	11	22
10	таким образом	5	19
11	также и	3	18
12	то что	7	16
13	так как	4	15
14	не может	18	14
15	в самом	7	13
16	в нем	12	13
17	о том	5	13
18	того что	2	12
19	в их	3	12
20	и не	29	12
21	в его	10	12
22	только в	4	12
23	как мы	10	11
24	что такое	2	11
25	что в	4	10
26	но в	10	9
27	и как	2	9
28	между тем	3	9
29	этом смысле	2	9
30	по себе	11	9
31	то же	8	9
32	в той	5	9
33	не менее	3	8
34	с другой	4	8
35	это не	3	8
36	тем не	2	8
37	не в	11	8
38	прежде всего	10	7
39	вопрос о	2	7
40	точки зрения	13	7
41	уже и	2	7
42	но не	5	7
43	было бы	5	7
44	все же	3	7
45	самом деле	5	7
46	можно было	3	7
47	не могут	4	6
48	из этих	2	6
49	до сих	7	6
50	же время	5	6
51	но и	14	6
52	все это	5	6
53	и даже	3	6
54	в то	7	6
55	его в	3	6
56	как он	2	6
57	вовсе не	5	6
58	как и	14	6
59	сих пор	7	6
60	хотя бы	2	6
61	и его	8	6
62	этот вопрос	4	6
63	тем что	3	6
64	и это	4	6
65	уже в	2	5
66	так что	5	5
67	на этот	4	5
68	как бы	22	5
69	в целом	2	5
70	а как	4	5
71	другой стороны	3	5
72	с их	2	5
73	в которых	2	5
74	сказать что	2	5
75	в них	4	5
76	быть в	2	5
77	об этом	2	5
78	по своему	2	5
79	есть и	3	5
80	на почве	2	5
81	не есть	2	5
82	т п	9	5
83	а не	7	5
84	что не	2	5
85	могут быть	3	5
86	в каждом	11	4
87	времени и	2	4
88	в котором	6	4
89	по мере	4	4
90	здесь нет	3	4
91	по отношению	5	4
92	и что	5	4
93	а в	5	4
94	но ведь	5	4
95	в первом	2	4
96	что он	13	4
97	еще не	9	4
98	отношению к	5	4
99	в своей	4	4
100	как раз	4	4
101	в виде	3	4
102	связи между	3	4
103	уже не	3	4
104	и для	3	4
105	речь в	2	4
106	той же	3	4
107	и то	2	4
108	во всяком	2	4
109	и ее	3	4
110	в себе	5	4
111	он сам	3	3
112	сама по	4	3
113	что это	2	3
114	в этих	6	3
115	в конце	2	3
116	бы и	2	3
117	к тому	4	3
118	что может	2	3
119	сливается с	2	3
120	да и	5	3
121	но все	2	3
122	до конца	4	3
123	при этом	6	3
124	хотя и	5	3
125	именно как	2	3
126	в виду	3	3
127	себе что	2	3
128	то это	2	3
129	к нему	5	3
130	отношение к	2	3
131	из них	2	3
132	на том	2	3
133	в своем	4	3
134	все эти	5	3
135	так же	2	3
136	и на	10	3
137	в результате	4	3
138	уже после	2	3
139	если бы	3	3
140	не как	6	3
141	стороны и	3	3
142	в различных	3	3
143	и к	3	3
144	так чтобы	4	3
145	в одном	12	3
146	в сущности	9	3
147	что и	3	3
148	дело в	2	3
149	что же	7	3
150	может служить	2	3
151	или как	4	3
152	должна быть	3	2
153	никогда не	9	2
154	для этого	2	2
155	в отношении	3	2
156	или иной	3	2
157	не нужно	2	2
158	но зато	3	2
159	из его	2	2
160	но это	4	2
161	что если	3	2
162	и сам	7	2
163	и др	2	2
164	из истории	2	2
165	значение в	2	2
166	в форме	2	2
167	этих случаях	2	2
168	должно быть	4	2
169	рядом с	5	2
170	только так	2	2
171	каждый из	2	2
172	и с	5	2
173	и так	2	2
174	с этим	2	2
175	он и	3	2
176	той или	3	2
177	и здесь	3	2
178	которая как	2	2
179	конце концов	2	2
180	бы в	5	2
181	так и	3	2
182	и со	3	2
183	лежит в	2	2
184	у нас	2	2
185	по существу	3	2
186	его к	2	2
187	и при	2	2
188	того же	3	2
189	во всех	4	2
190	мы уже	3	2
191	себе и	4	2
192	с теми	2	2
193	том же	4	2
194	этого слова	2	2
195	и до	4	2
196	него в	3	2
197	быть и	2	2
198	мысли и	2	2
199	только на	3	2
200	входит в	2	2
201	того как	2	2
202	между ними	4	2
203	с точки	8	2
204	мы не	4	2
205	мы можем	2	2
206	в другом	7	2
207	если же	4	2
208	иной раз	2	2
209	здесь не	6	2
210	одна из	2	2
211	в каждой	2	2
212	ничего не	3	2
