N	2gram	Bakhtin_Pr_1	Literetu
1	не только	15	24
2	при этом	2	19
3	но и	14	17
4	а не	22	16
5	в том	8	16
6	том что	7	14
7	может быть	24	13
8	и не	31	12
9	в этом	22	12
10	прежде всего	7	11
11	в своем	8	11
12	то что	15	10
13	не в	7	8
14	в целом	6	8
15	и в	29	8
16	только в	10	8
17	я не	3	7
18	в его	24	7
19	как бы	19	7
20	уже не	13	7
21	в себе	7	7
22	в жизни	2	6
23	как и	12	6
24	и сам	2	6
25	связи с	2	6
26	точки зрения	19	6
27	с его	9	5
28	с этой	2	5
29	что он	8	5
30	же в	2	5
31	же время	9	5
32	для себя	2	5
33	как в	6	5
34	не может	12	5
35	то же	14	5
36	уже в	3	5
37	одним из	6	5
38	в данном	2	5
39	в то	10	5
40	перестает быть	4	4
41	это не	9	4
42	о себе	12	4
43	в конце	6	4
44	чужого сознания	2	4
45	но не	9	4
46	еще не	5	4
47	все же	9	4
48	в художественном	3	4
49	по преимуществу	2	4
50	в своей	8	4
51	данном случае	2	4
52	так и	7	4
53	никогда не	3	4
54	друг друга	3	4
55	и его	14	4
56	как раз	6	4
57	в своих	3	4
58	не как	14	4
59	в этой	4	4
60	мир в	3	4
61	в основе	4	3
62	не было	4	3
63	что в	8	3
64	и есть	2	3
65	с другой	3	3
66	одна из	3	3
67	художественного творчества	3	3
68	с их	5	3
69	в пределах	13	3
70	сознание в	3	3
71	например в	3	3
72	в самом	10	3
73	несмотря на	6	3
74	у него	5	3
75	же и	2	3
76	один из	2	3
77	и др	5	3
78	жизни и	2	3
79	в их	3	3
80	приводит к	3	3
81	по отношению	8	3
82	а в	7	3
83	таким образом	12	3
84	и даже	2	3
85	той же	5	3
86	потому что	8	3
87	во всяком	5	3
88	одно из	2	3
89	он и	5	3
90	к себе	2	3
91	но в	7	3
92	далеко не	3	3
93	его в	6	3
94	мира в	5	3
95	жизни не	2	2
96	а как	7	2
97	героя как	2	2
98	должна быть	5	2
99	однако в	2	2
100	у достоевского	16	2
101	превращается в	4	2
102	мир и	5	2
103	подобно тому	3	2
104	раз и	4	2
105	и нет	2	2
106	от автора	3	2
107	в себя	3	2
108	а потому	2	2
109	автора а	2	2
110	для понимания	2	2
111	в мире	6	2
112	из его	2	2
113	для него	18	2
114	своего времени	2	2
115	было бы	5	2
116	о своем	3	2
117	за пределы	7	2
118	и самого	4	2
119	всяком случае	3	2
120	на почве	3	2
121	даже в	4	2
122	в нем	19	2
123	не есть	2	2
124	отношению к	8	2
125	только то	3	2
126	в сущности	5	2
127	то он	2	2
128	то и	2	2
129	не на	4	2
130	для своего	2	2
131	этом отношении	3	2
132	человеческого духа	2	2
133	все эти	9	2
134	самом деле	6	2
135	хотя бы	2	2
136	и вполне	2	2
137	с точки	13	2
138	можно было	2	2
139	тому как	3	2
140	в авторском	4	2
141	между тем	5	2
142	нового времени	3	2
143	героя с	3	2
144	тем что	4	2
145	могут быть	6	2
146	самим собою	2	2
147	на себя	2	2
148	как будто	3	2
149	автора в	3	2
150	его сознания	2	2
151	в россии	2	2
152	в кругозоре	2	2
153	в сознании	2	2
