N	2gram	Losev_Prob_1	Dialekti
1	не есть	29	47
2	и не	31	30
3	может быть	14	20
4	и в	32	19
5	не только	17	19
6	по себе	15	18
7	и т	11	17
8	а не	15	16
9	т д	10	15
10	в себе	15	15
11	то что	42	14
12	что она	5	14
13	и даже	11	14
14	в том	9	14
15	как бы	14	14
16	так как	11	14
17	потому что	16	14
18	вовсе не	35	13
19	но и	9	12
20	то же	10	12
21	не просто	23	12
22	значит что	3	12
23	точки зрения	3	12
24	и все	7	12
25	что это	3	10
26	ни в	7	10
27	как и	3	10
28	и как	6	10
29	в нем	13	10
30	так и	12	10
31	том что	12	10
32	это не	6	10
33	сказать что	13	10
34	никогда не	7	9
35	по крайней	2	9
36	крайней мере	2	9
37	она есть	5	9
38	не может	8	9
39	же и	3	9
40	прежде всего	10	8
41	она не	2	8
42	мы уже	5	8
43	есть нечто	11	8
44	с точки	3	8
45	не в	4	8
46	это есть	9	8
47	в этом	19	8
48	в своей	8	8
49	сама по	4	7
50	поэтический образ	3	7
51	есть не	6	7
52	как это	6	7
53	но это	8	7
54	но что	2	7
55	совершенно не	6	7
56	что в	12	7
57	и притом	4	7
58	должно быть	2	7
59	и то	6	7
60	как будто	3	7
61	так что	6	7
62	что он	7	6
63	что не	3	6
64	да и	3	6
65	что они	3	6
66	отнюдь не	10	6
67	в то	6	6
68	но не	9	6
69	есть и	3	6
70	есть ни	5	6
71	того что	7	6
72	и может	2	6
73	и вообще	4	6
74	не потому	2	6
75	не обязательно	3	5
76	сознания и	2	5
77	с другой	3	5
78	не мешает	2	5
79	по своему	9	5
80	можно сказать	5	5
81	и пр	4	5
82	в самом	6	5
83	и следовательно	3	5
84	и потому	2	5
85	и это	9	5
86	а именно	12	5
87	как раз	13	5
88	все равно	5	5
89	в одно	4	5
90	и что	9	5
91	только что	2	5
92	и его	3	5
93	но как	6	5
94	говорить о	6	5
95	только в	7	5
96	о том	11	5
97	не то	2	5
98	и с	2	5
99	в виду	6	5
100	содержит в	7	4
101	уже в	3	4
102	нисколько не	3	4
103	нет никакой	2	4
104	и есть	6	4
105	а потом	2	4
106	в своем	5	4
107	ясно что	3	4
108	нельзя сказать	2	4
109	не могут	2	4
110	вещи в	4	4
111	в ее	3	4
112	при этом	6	4
113	еще не	9	4
114	и если	6	4
115	к нему	3	4
116	за пределы	6	4
117	той или	5	4
118	он не	3	4
119	хотя бы	3	4
120	связи с	5	4
121	только то	4	4
122	быть и	3	4
123	без всякого	2	4
124	все это	7	4
125	другой стороны	3	4
126	как нечто	8	4
127	в связи	4	4
128	и только	4	4
129	не больше	3	4
130	таким образом	6	4
131	что оно	3	4
132	самом деле	6	4
133	есть только	8	4
134	то или	2	4
135	а в	4	4
136	в таком	9	4
137	одно из	2	4
138	могут быть	2	4
139	но он	3	4
140	в каком	3	4
141	что тут	4	4
142	как он	4	4
143	с ним	3	4
144	сам по	7	3
145	не менее	19	3
146	и уже	3	3
147	всех этих	7	3
148	же как	2	3
149	иное как	2	3
150	о чем	6	3
151	же мы	2	3
152	все время	2	3
153	можно ли	5	3
154	в этих	3	3
155	в это	2	3
156	вещи и	12	3
157	он есть	4	3
158	сразу же	2	3
159	как они	2	3
160	есть выражение	2	3
161	ведь это	2	3
162	не что	2	3
163	а только	5	3
164	об этом	10	3
165	как мы	7	3
166	но только	2	3
167	что иное	2	3
168	уже не	3	3
169	в этой	10	3
170	что если	2	3
171	сейчас же	3	3
172	кроме того	2	3
173	было бы	8	3
174	в целях	2	3
175	не значит	2	3
176	себе не	3	3
177	или вообще	2	3
178	сами по	3	3
179	как же	3	3
180	из них	3	3
181	символ и	8	3
182	мы говорим	3	3
183	с этим	3	3
184	не было	4	3
185	мы имеем	2	3
186	мы находим	2	3
187	во внимание	2	3
188	что такое	6	3
189	после этого	4	3
190	между собою	7	3
191	что этот	2	3
192	в данном	9	3
193	понимать как	2	3
194	может иметь	2	3
195	это только	2	3
196	его в	6	3
197	таком случае	6	3
198	есть та	2	3
199	или как	3	3
200	когда мы	8	3
201	в чем	3	3
202	ничего не	10	3
203	это было	2	3
204	что же	9	2
205	уже и	3	2
206	только не	3	2
207	не очень	2	2
208	перед нами	5	2
209	сливаются в	3	2
210	всегда есть	6	2
211	у пушкина	2	2
212	в конце	6	2
213	на самом	6	2
214	но о	2	2
215	момент в	2	2
216	именно в	4	2
217	если мы	11	2
218	следовательно в	2	2
219	и поэтический	2	2
220	к тому	3	2
221	определенного рода	2	2
222	тем не	18	2
223	же в	4	2
224	только потому	3	2
225	идея и	2	2
226	но все	3	2
227	мы видим	2	2
228	вещь или	2	2
229	однако это	3	2
230	в истории	4	2
231	не будет	2	2
232	с тем	5	2
233	или менее	3	2
234	он всегда	3	2
235	тем или	3	2
236	и надо	2	2
237	это мы	2	2
238	до сих	3	2
239	с целью	4	2
240	и часто	2	2
241	мы в	3	2
242	на его	2	2
243	действительно есть	2	2
244	ни о	5	2
245	в сущности	2	2
246	несмотря на	3	2
247	в искусстве	3	2
248	необходимо чтобы	3	2
249	каком случае	3	2
250	всяком случае	3	2
251	и делает	3	2
252	так или	2	2
253	говоря уже	2	2
254	сих пор	3	2
255	во всех	7	2
256	не говоря	4	2
257	от всего	3	2
258	ее в	2	2
259	данном случае	8	2
260	разница между	2	2
261	в их	4	2
262	может и	3	2
263	тому что	4	2
264	так же	9	2
265	не на	3	2
266	смысл и	3	2
267	собственно говоря	2	2
