N	2gram	Vinokur_Vv_1	Vladivir
1	и в	27	31
2	не только	21	24
3	но и	5	19
4	то что	17	18
5	и не	13	17
6	и даже	5	15
7	том что	26	14
8	что в	11	14
9	в этом	34	14
10	и с	2	14
11	что он	4	12
12	в его	10	12
13	но в	10	12
14	в том	31	11
15	философии и	2	11
16	потому что	14	11
17	о том	15	11
18	так что	5	10
19	и то	5	10
20	также и	16	10
21	никогда не	3	9
22	как мы	9	9
23	а в	5	9
24	в течение	5	9
25	даже и	3	9
26	только в	13	9
27	в конце	3	9
28	в дальнейшем	2	8
29	в то	5	8
30	так как	13	8
31	уже в	5	7
32	об этом	5	7
33	как раз	4	7
34	и его	5	7
35	как это	5	7
36	сказать что	5	7
37	еще и	3	7
38	е в	4	7
39	он и	2	6
40	к этому	3	6
41	и был	2	6
42	можно сказать	3	6
43	у нас	2	6
44	в качестве	7	6
45	того же	3	6
46	и сам	2	6
47	может быть	24	6
48	свое время	2	6
49	иной раз	2	6
50	в котором	4	6
51	не может	13	6
52	то же	8	6
53	и что	4	6
54	на этот	4	6
55	все это	6	5
56	вовсе не	6	5
57	не в	8	5
58	но как	2	5
59	в свое	2	5
60	а также	3	5
61	что и	3	5
62	жизни и	2	5
63	что же	3	5
64	в своих	2	5
65	же время	5	4
66	в своем	3	4
67	же касается	2	4
68	этом смысле	11	4
69	в нем	13	4
70	в себе	4	4
71	да и	4	4
72	и вообще	3	4
73	как и	5	4
74	и как	9	4
75	в этой	3	4
76	совсем не	3	4
77	такого рода	2	4
78	хотя и	3	4
79	один из	6	4
80	себя в	2	4
81	в своей	4	4
82	ни с	2	4
83	в истории	9	4
84	в этот	2	4
85	мысли и	2	4
86	в особенности	4	4
87	несмотря на	2	4
88	из его	2	4
89	во всем	2	4
90	как он	6	4
91	дело в	3	4
92	к нему	2	4
93	в общем	12	3
94	к тому	4	3
95	в виде	4	3
96	с другой	8	3
97	по истории	2	3
98	но не	7	3
99	философской мысли	2	3
100	по своему	5	3
101	но что	3	3
102	ничего не	2	3
103	конце концов	2	3
104	все же	8	3
105	в целом	5	3
106	отношение к	3	3
107	вместе с	6	3
108	был в	2	3
109	только на	3	3
110	другой стороны	5	3
111	в отношении	2	3
112	в связи	2	3
113	таким образом	19	3
114	все эти	3	3
115	и вот	3	3
116	о которой	2	3
117	в в	3	3
118	не мог	2	3
119	уже не	5	3
120	и на	3	3
121	в начале	3	3
122	здесь не	2	3
123	это делает	2	2
124	тем что	6	2
125	он сам	3	2
126	нисколько не	3	2
127	с тем	6	2
128	уже и	7	2
129	не менее	8	2
130	в частности	3	2
131	по этому	2	2
132	она была	2	2
133	в них	4	2
134	хотя бы	5	2
135	по существу	2	2
136	не столько	2	2
137	ясно что	9	2
138	при жизни	2	2
139	его к	2	2
140	в тех	2	2
141	одной из	3	2
142	но зато	2	2
143	тем не	8	2
144	тем более	2	2
145	особого рода	4	2
146	на этом	3	2
147	учение о	2	2
148	что с	3	2
149	еще не	4	2
150	при этом	3	2
151	того что	12	2
152	было бы	5	2
153	знания в	3	2
154	в самом	12	2
155	обратить внимание	2	2
156	том чтобы	6	2
157	одним из	5	2
158	всяком случае	3	2
159	виде в	2	2
160	и до	2	2
161	и т	43	2
162	из них	3	2
163	него в	2	2
164	дело не	3	2
165	со стороны	12	2
166	что она	3	2
167	а именно	6	2
168	только что	4	2
169	так например	6	2
170	т д	37	2
171	и для	4	2
172	и других	3	2
173	на основании	5	2
174	и сейчас	2	2
175	этой области	3	2
176	того чтобы	21	2
177	для того	21	2
178	что мы	2	2
179	что такое	10	2
180	времени в	3	2
181	по его	2	2
182	в очень	3	2
183	как на	11	2
184	той же	4	2
185	ко времени	2	2
186	знания и	3	2
187	в результате	3	2
188	во всяком	3	2
189	точки зрения	7	2
190	из этих	5	2
191	этому времени	2	2
192	о котором	8	2
193	чтобы он	2	2
194	и это	6	2
195	которая как	2	2
196	ответ на	3	2
197	в чем	4	2
