N	2gram	Berdyaev_M_2	Psycholo
1	в том	3	37
2	и в	46	32
3	и что	2	22
4	том что	4	21
5	то что	5	21
6	потому что	12	21
7	что в	4	20
8	так же	6	18
9	может быть	21	18
10	что и	4	17
11	не может	15	17
12	точки зрения	2	17
13	что она	5	16
14	того чтобы	4	14
15	что он	7	13
16	то же	5	13
17	для того	5	13
18	в этом	20	13
19	по себе	2	12
20	в самом	5	12
21	не только	18	12
22	так как	8	12
23	в основе	2	11
24	как и	13	10
25	но и	15	10
26	и не	18	10
27	никогда не	18	9
28	что все	5	9
29	как в	7	9
30	в своих	3	9
31	тем что	3	9
32	что это	6	8
33	не в	9	8
34	с таким	2	8
35	той же	3	8
36	того что	6	8
37	на деле	4	8
38	к тому	5	7
39	а не	13	7
40	говорит что	2	7
41	в сущности	2	7
42	можно было	2	7
43	и его	5	7
44	сказать что	3	7
45	как будто	2	7
46	только в	3	7
47	что они	3	7
48	все время	2	6
49	в этой	7	6
50	тот же	2	6
51	он не	10	6
52	как бы	8	6
53	те же	5	6
54	о том	3	6
55	если бы	3	6
56	что у	4	5
57	на все	3	5
58	в ней	11	5
59	до сих	3	5
60	сих пор	3	5
61	и на	3	5
62	сам по	2	4
63	же как	3	4
64	от того	3	4
65	в жизни	4	4
66	есть не	5	4
67	в чем	3	4
68	в действительности	2	4
69	и той	2	4
70	в нем	22	4
71	жизни и	6	4
72	а в	2	4
73	и все	5	4
74	одной и	2	4
75	мы видим	2	4
76	не имеет	4	4
77	и для	7	4
78	и те	2	4
79	тому что	4	4
80	и с	3	4
81	есть по	2	4
82	и это	5	4
83	которые в	2	4
84	в творчестве	3	4
85	ничего не	2	4
86	того как	3	4
87	и поэтому	2	4
88	между тем	2	4
89	для этого	4	3
90	но он	11	3
91	хотя бы	7	3
92	в конце	5	3
93	и к	7	3
94	так что	2	3
95	до конца	4	3
96	в свою	4	3
97	в своей	5	3
98	один из	5	3
99	так и	4	3
100	не к	2	3
101	во всех	2	3
102	были бы	2	3
103	бы и	5	3
104	в отношении	5	3
105	что же	2	3
106	на этом	2	3
107	еще более	2	3
108	и других	2	3
109	и вот	5	3
110	что не	2	3
111	должны быть	4	3
112	и он	11	3
113	жизнь и	4	3
114	приходит к	2	3
115	тому как	2	3
116	как к	2	3
117	он в	3	3
118	во всем	5	3
119	отношении к	3	3
120	думать что	4	3
121	та же	10	3
122	тогда когда	2	3
123	но в	10	3
124	не существует	3	2
125	место в	2	2
126	не до	2	2
127	с его	4	2
128	же что	2	2
129	ничего кроме	2	2
130	в них	3	2
131	все что	4	2
132	но когда	2	2
133	это не	5	2
134	и от	3	2
135	в каждом	3	2
136	это означает	2	2
137	к которой	3	2
138	но эта	2	2
139	интерес к	2	2
140	и здесь	6	2
141	ни в	3	2
142	мысль что	4	2
143	она не	8	2
144	и тот	2	2
145	на его	2	2
146	не имеют	2	2
147	к нему	2	2
148	и никогда	3	2
149	в его	5	2
150	его с	2	2
151	оно не	2	2
152	не так	3	2
153	как он	3	2
154	в этих	2	2
155	отношение к	8	2
156	вместе с	2	2
157	себе и	2	2
158	бы не	2	2
159	не было	11	2
160	у всех	2	2
161	после того	2	2
162	к своему	2	2
163	и всегда	3	2
164	увидим что	2	2
165	у них	4	2
166	принадлежат к	3	2
167	но это	8	2
168	также и	4	2
169	то все	2	2
170	подобно тому	2	2
171	в себе	10	2
172	в русском	4	2
173	в которой	2	2
174	одни и	2	2
175	к которому	3	2
176	всю жизнь	3	2
