N	2gram	Bakhtin_Fr_7	Istorich
1	и в	41	25
2	что он	3	22
3	вместе с	5	22
4	может быть	4	17
5	мы имеем	2	14
6	не только	5	13
7	но и	9	13
8	в его	12	12
9	и не	7	11
10	уже не	2	11
11	так как	3	11
12	в этом	15	10
13	тем что	3	10
14	его в	3	9
15	и его	9	9
16	таким образом	19	9
17	что в	9	8
18	том что	4	8
19	мы видим	6	8
20	еще не	2	8
21	все эти	13	8
22	и на	4	8
23	в качестве	9	7
24	во время	3	7
25	мы видели	5	7
26	как и	14	7
27	но это	3	7
28	то что	8	7
29	в нем	7	7
30	представлений о	2	7
31	потому что	5	7
32	и здесь	4	7
33	только в	6	7
34	о том	6	7
35	в этих	2	6
36	это не	6	6
37	прежде всего	11	6
38	в нее	3	6
39	что и	5	6
40	как в	5	6
41	не может	3	6
42	не в	9	6
43	не совсем	2	6
44	или в	2	6
45	в том	11	6
46	что это	4	5
47	с этим	2	5
48	в образе	4	5
49	как мы	11	5
50	но все	4	5
51	связано с	2	5
52	например в	3	5
53	в ней	5	5
54	так же	5	5
55	мы не	2	5
56	что у	3	4
57	что все	2	4
58	мы уже	12	4
59	в индии	2	4
60	на этой	4	4
61	в преисподнюю	21	4
62	все это	10	4
63	в связи	2	4
64	то же	13	4
65	мы здесь	2	4
66	от этого	3	4
67	он не	4	4
68	и это	5	4
69	в которой	2	4
70	с ним	2	4
71	того как	5	4
72	никогда не	2	3
73	и как	2	3
74	в более	4	3
75	и все	14	3
76	в свою	3	3
77	после того	4	3
78	в этой	13	3
79	в то	10	3
80	в себя	2	3
81	на том	2	3
82	о нем	3	3
83	и др	2	3
84	не знаем	2	3
85	в форме	3	3
86	в свете	3	3
87	дает ему	2	3
88	на этом	5	3
89	в особенности	2	3
90	к нему	5	3
91	а в	5	3
92	его к	3	3
93	в которых	2	3
94	в данном	2	3
95	их в	2	3
96	и с	4	3
97	никто не	10	3
98	человека в	2	3
99	перед нами	2	2
100	уже в	5	2
101	у него	6	2
102	связанные с	3	2
103	он может	3	2
104	на них	3	2
105	к этому	5	2
106	вовсе не	7	2
107	же в	2	2
108	по существу	8	2
109	такой же	3	2
110	одна из	4	2
111	а на	2	2
112	того же	3	2
113	в землю	3	2
114	в формах	3	2
115	в это	3	2
116	но есть	3	2
117	жизни и	3	2
118	несмотря на	3	2
119	из которых	2	2
120	таким же	3	2
121	как бы	7	2
122	и потому	3	2
123	должен быть	2	2
124	в своей	3	2
125	отношению к	2	2
126	во всех	3	2
127	время в	2	2
128	по отношению	2	2
129	и для	5	2
130	в течение	2	2
131	в рай	2	2
132	и других	2	2
133	находится в	2	2
134	здесь как	2	2
135	оказывается что	3	2
136	а не	2	2
137	того что	2	2
138	и по	3	2
139	на которой	2	2
140	роль в	2	2
141	связан с	2	2
142	но он	4	2
143	точки зрения	5	2
144	на одном	5	2
145	ту же	2	2
146	которой он	2	2
147	из них	3	2
148	в свое	2	2
149	особенно в	2	2
150	это одна	3	2
151	ничего не	4	2
152	все его	3	2
153	превращаются в	2	2
154	это было	2	2
155	том как	2	2
