N	2gram	Ircho_Kome_2	Psycholo
1	то что	6	37
2	и в	26	30
3	в том	11	27
4	что в	9	24
5	и что	2	23
6	потому что	6	23
7	том что	9	21
8	все время	2	20
9	для того	5	20
10	таким образом	6	20
11	того чтобы	6	20
12	как бы	2	19
13	что он	5	17
14	не только	7	16
15	в самом	4	14
16	в этом	10	14
17	одной стороны	2	12
18	вместе с	9	12
19	с одной	2	12
20	если бы	9	11
21	может быть	11	11
22	о том	6	10
23	с другой	2	9
24	не может	3	9
25	так как	4	9
26	с тем	5	8
27	что это	4	8
28	тому что	4	8
29	мы имеем	2	8
30	к тому	12	8
31	не в	2	8
32	и это	2	8
33	в нем	6	7
34	но не	3	7
35	мы можем	3	7
36	все же	4	7
37	и т	2	7
38	то же	3	7
39	действующих лиц	5	7
40	точки зрения	4	7
41	как это	4	7
42	уже в	4	6
43	ясно что	8	6
44	в своем	6	6
45	что она	2	6
46	как и	4	6
47	и если	2	6
48	и для	4	6
49	но и	10	6
50	и не	14	6
51	жизни и	3	6
52	и его	12	6
53	или в	3	6
54	и здесь	6	6
55	тем что	3	6
56	как будто	4	6
57	на этом	2	6
58	дело с	3	5
59	с и	4	5
60	и есть	2	5
61	в целом	4	5
62	что именно	2	5
63	как мы	4	5
64	в этой	3	5
65	еще не	6	5
66	до сих	2	5
67	было бы	8	5
68	один из	5	5
69	сих пор	2	5
70	в двух	6	5
71	рядом с	2	5
72	но в	3	5
73	только в	4	5
74	ответ на	3	5
75	бы в	2	5
76	в частности	4	4
77	и все	2	4
78	прежде всего	4	4
79	то это	2	4
80	и к	2	4
81	в своей	3	4
82	от того	2	4
83	в ней	3	4
84	в его	4	4
85	в них	4	4
86	а в	3	4
87	мы найдем	3	4
88	из которых	3	4
89	в конце	2	4
90	о чем	3	4
91	в виду	2	4
92	чем это	2	3
93	что ни	2	3
94	и другие	2	3
95	у него	4	3
96	что у	4	3
97	хотя бы	2	3
98	это не	2	3
99	из этих	4	3
100	к этому	5	3
101	вовсе не	2	3
102	вопрос о	3	3
103	что на	3	3
104	для нас	3	3
105	меньше всего	4	3
106	об этом	2	3
107	с самого	2	3
108	так что	5	3
109	одна из	2	3
110	тот же	2	3
111	друг с	2	3
112	он не	2	3
113	в ее	2	3
114	что и	7	3
115	ни в	5	3
116	так и	12	3
117	со стороны	2	3
118	как в	3	3
119	в их	3	3
120	так в	2	3
121	по поводу	3	3
122	в той	2	3
123	с другом	2	3
124	на этот	4	3
125	с которым	2	3
126	целый ряд	2	3
127	той же	3	3
128	мы не	2	3
129	можно было	4	3
130	человека в	3	3
131	в силу	2	3
132	и на	7	3
133	т п	2	3
134	в этих	4	3
135	в которой	5	3
136	и поэтому	3	3
137	в состав	2	3
138	из самых	2	2
139	с этой	3	2
140	в ответ	2	2
141	с его	5	2
142	связи с	3	2
143	представить себе	3	2
144	не является	2	2
145	в одной	2	2
146	с этим	5	2
147	в одном	2	2
148	в каждом	3	2
149	этом смысле	2	2
150	мы знаем	3	2
151	же в	4	2
152	он был	2	2
153	а затем	5	2
154	ли не	7	2
155	когда в	2	2
156	но все	3	2
157	чем в	2	2
158	того же	3	2
159	что по	2	2
160	что их	2	2
161	или на	2	2
162	и почему	2	2
163	в качестве	5	2
164	еще в	4	2
165	в котором	3	2
166	тех пор	3	2
167	с той	2	2
168	из них	7	2
169	во всех	3	2
170	на сцене	2	2
171	до тех	3	2
172	все это	3	2
173	по отношению	3	2
174	в отличие	2	2
175	того как	3	2
176	в течение	2	2
177	мы находим	2	2
178	и хотя	2	2
179	отличие от	2	2
180	время как	2	2
181	в глазах	2	2
182	и с	5	2
183	в нашем	2	2
184	что касается	3	2
185	в то	6	2
186	как он	3	2
187	из этого	2	2
188	едва ли	14	2
189	же не	2	2
