N	2gram	Bakhtin_Pr_3	Psycholo
1	то что	9	44
2	и в	53	33
3	в этом	8	28
4	как бы	14	25
5	потому что	5	24
6	может быть	12	22
7	том что	5	22
8	что в	2	21
9	в том	14	21
10	о том	2	20
11	что он	4	20
12	как это	2	14
13	что это	2	13
14	таким образом	6	13
15	и не	15	13
16	сказать что	10	13
17	то есть	48	13
18	все это	8	13
19	в самом	2	12
20	все то	3	12
21	и все	10	12
22	так как	7	12
23	этого рассказа	2	12
24	было бы	5	12
25	он не	3	11
26	не может	2	10
27	в его	8	10
28	и если	3	9
29	то же	6	9
30	в конце	3	8
31	вместе с	2	8
32	в рассказе	2	8
33	как будто	2	8
34	в нем	10	7
35	не только	4	7
36	перед нами	5	6
37	это не	6	6
38	в ней	7	6
39	все эти	9	6
40	но он	2	6
41	точки зрения	4	6
42	мы видим	2	6
43	мы должны	4	6
44	в сущности	10	6
45	а не	11	6
46	в себе	5	6
47	самого начала	4	5
48	казалось бы	3	5
49	никогда не	2	5
50	с самого	3	5
51	мы не	4	5
52	и на	18	5
53	вовсе не	3	5
54	как он	2	5
55	с ним	2	5
56	мы можем	5	5
57	с этим	2	5
58	связь с	2	5
59	как и	11	5
60	мы уже	5	5
61	и его	10	5
62	и это	3	5
63	я не	4	4
64	так например	2	4
65	и уже	2	4
66	из них	4	4
67	жизни и	9	4
68	а в	2	4
69	и других	9	4
70	и так	3	4
71	в жизни	8	4
72	к этому	4	4
73	одна из	7	4
74	говорит о	2	4
75	в своей	3	4
76	ее в	3	4
77	в двух	2	4
78	как мы	5	4
79	с точки	2	4
80	той же	5	4
81	в таком	2	4
82	только в	4	4
83	слова и	3	4
84	в которой	2	4
85	не то	3	4
86	это было	3	4
87	что именно	2	3
88	в мире	5	3
89	тому же	2	3
90	которой мы	2	3
91	тот же	2	3
92	например в	5	3
93	но и	7	3
94	и до	5	3
95	конечно не	4	3
96	не было	4	3
97	здесь мы	2	3
98	в своих	2	3
99	их в	2	3
100	в то	5	3
101	во все	5	3
102	его в	2	3
103	нет ни	2	3
104	в основе	5	3
105	смысле этого	2	3
106	говорить о	2	3
107	но не	5	3
108	здесь в	10	3
109	до сих	5	3
110	и из	3	3
111	что и	3	3
112	сих пор	5	3
113	так и	6	3
114	как в	7	3
115	да и	2	3
116	на кладбище	3	3
117	во всей	4	3
118	и для	4	3
119	тем что	2	3
120	мы все	2	3
121	событий и	2	3
122	еще раз	5	3
123	далеко не	2	3
124	в той	2	3
125	место в	2	2
126	уже в	2	2
127	с другой	2	2
128	в одной	2	2
129	и от	3	2
130	на все	2	2
131	прежде всего	15	2
132	для понимания	2	2
133	и конечно	2	2
134	времени и	2	2
135	же время	5	2
136	при этом	3	2
137	и той	2	2
138	один из	6	2
139	мысли о	2	2
140	в их	2	2
141	именно в	2	2
142	образом в	2	2
143	и наконец	2	2
144	и с	6	2
145	во всем	2	2
146	также и	4	2
147	не в	2	2
148	и потому	5	2
149	слово в	2	2
150	но в	5	2
151	с его	2	2
152	в них	2	2
153	что касается	2	2
154	и к	5	2
155	в ее	3	2
156	по существу	5	2
157	литературы и	2	2
158	силы и	2	2
159	можно сказать	8	2
160	во всех	12	2
161	нем нет	3	2
162	к самому	4	2
163	мне не	2	2
164	перейти к	2	2
165	хотя бы	2	2
166	почти всегда	3	2
167	почти в	2	2
168	и ее	6	2
169	на ее	2	2
170	ничего не	6	2
