N	2gram	Potebnia_M_2	VeschiIm
1	не есть	6	49
2	не может	12	33
3	не только	15	31
4	может быть	23	29
5	и не	19	28
6	и в	24	26
7	то что	20	24
8	и есть	2	23
9	и т	6	21
10	т д	3	20
11	а не	18	20
12	есть только	6	17
13	и следовательно	2	15
14	что она	3	14
15	только в	11	14
16	и что	4	13
17	того что	7	13
18	по себе	15	13
19	что это	3	12
20	было бы	13	12
21	но и	9	12
22	сказать что	2	12
23	есть не	5	12
24	все же	5	12
25	в себя	2	12
26	и то	3	12
27	таким образом	11	11
28	с нею	2	11
29	а и	5	11
30	то же	12	10
31	уже не	4	10
32	в ней	3	10
33	как бы	9	10
34	потому что	49	10
35	что мы	11	10
36	есть нечто	3	10
37	что такое	2	10
38	в том	18	9
39	в самом	4	9
40	есть явление	3	9
41	ни было	3	9
42	прежде всего	7	9
43	что не	5	9
44	предполагает что	2	9
45	себя и	2	8
46	она есть	2	8
47	на то	5	8
48	но это	3	8
49	в себе	10	8
50	и это	2	8
51	что оно	4	7
52	в то	6	7
53	его в	3	7
54	так как	10	7
55	том что	8	7
56	указывает на	2	7
57	и их	5	7
58	с другими	5	7
59	в этом	8	7
60	так что	10	6
61	и как	6	6
62	что они	5	6
63	но что	2	6
64	что в	16	6
65	для него	10	6
66	но если	2	6
67	ни с	2	6
68	со стороны	3	6
69	и только	6	6
70	должно быть	2	6
71	когда мы	2	6
72	то не	3	6
73	но в	4	6
74	по крайней	5	6
75	одно и	2	6
76	крайней мере	5	6
77	понимать себя	2	6
78	относится к	3	6
79	если мы	3	6
80	с ним	5	6
81	быть только	2	6
82	не менее	5	5
83	это не	3	5
84	тем не	6	5
85	не в	13	5
86	свою очередь	6	5
87	еще не	4	5
88	из себя	2	5
89	звук и	6	5
90	должны быть	4	5
91	а в	8	5
92	что для	3	5
93	или не	5	5
94	с тем	4	5
95	если бы	11	5
96	в свою	6	5
97	у нас	2	5
98	одна из	4	5
99	но не	12	5
100	того же	14	5
101	и для	3	5
102	в чем	7	5
103	с чем	3	4
104	с другой	6	4
105	независимо от	9	4
106	же время	2	4
107	между собою	7	4
108	с а	4	4
109	из них	5	4
110	то и	9	4
111	что есть	2	4
112	мы говорим	3	4
113	быть не	3	4
114	точке зрения	2	4
115	от того	5	4
116	это что	2	4
117	с этим	7	4
118	о том	5	4
119	и все	3	4
120	то это	3	4
121	как и	7	4
122	во всех	7	4
123	его на	2	4
124	и потому	2	4
125	оно не	3	4
126	что и	11	4
127	между ними	2	4
128	мы не	11	4
129	тем что	7	4
130	сама по	2	3
131	и другое	4	3
132	никогда не	4	3
133	но даже	3	3
134	собою и	2	3
135	вопрос о	2	3
136	вбирает в	2	3
137	в собственном	2	3
138	бы что	2	3
139	более или	8	3
140	на этом	2	3
141	было в	2	3
142	в нем	9	3
143	сам по	4	3
144	все это	2	3
145	отношения к	2	3
146	мы находим	2	3
147	их в	2	3
148	а это	2	3
149	тогда когда	10	3
150	само по	2	3
151	перестает быть	2	3
152	даже и	2	3
153	к другому	4	3
154	в одном	6	3
155	в жизни	2	3
156	один из	2	3
157	что он	4	3
158	и притом	3	3
159	мы видим	2	3
160	могла бы	3	3
161	тот же	5	3
162	между прочим	4	3
163	к ней	2	3
164	себе не	4	3
165	вместе с	11	3
166	так и	5	3
167	или менее	8	3
168	и тогда	3	3
169	а с	2	3
170	самом деле	2	3
171	бы в	2	3
172	того чтобы	2	3
173	хотя бы	2	3
174	тому как	4	3
175	с в	2	3
176	не то	2	3
177	подобно тому	4	3
178	и вообще	3	3
179	как оно	2	3
180	если это	2	3
181	на вопрос	3	2
182	тому что	2	2
183	или что	2	2
184	человека и	3	2
185	на все	3	2
186	а потому	5	2
187	что на	3	2
188	а только	8	2
189	в самой	3	2
190	но все	2	2
191	что ему	2	2
192	мог бы	3	2
193	и если	4	2
194	только один	4	2
195	и тем	3	2
196	и уже	5	2
197	но она	3	2
198	но только	2	2
199	звуков и	5	2
200	а а	2	2
201	оба эти	2	2
202	в слове	13	2
203	так же	2	2
204	от одного	3	2
205	что только	2	2
206	как это	2	2
207	звуки и	2	2
208	оно может	2	2
209	то есть	30	2
210	ничем не	2	2
211	мы можем	12	2
212	на него	3	2
213	о которой	3	2
214	на нас	3	2
215	превращается в	2	2
216	и во	3	2
217	не с	3	2
218	бы ни	5	2
219	о которых	3	2
220	значит то	3	2
221	и может	3	2
222	для нее	2	2
223	как в	10	2
224	находится в	3	2
225	тогда как	10	2
226	если не	4	2
227	необходимые для	2	2
228	и они	2	2
229	допустим что	2	2
230	для того	5	2
231	тем же	3	2
232	явление не	2	2
233	и его	2	2
234	той же	3	2
235	во всяком	7	2
236	отношении к	2	2
237	не все	2	2
238	том как	3	2
239	это было	2	2
