N	2gram	Tiupa_Teor_1	StatiiOP
1	и в	18	44
2	в том	16	36
3	что в	9	30
4	том что	9	29
5	в этом	8	21
6	вовсе не	3	19
7	то что	3	18
8	не только	16	18
9	а в	13	17
10	и не	13	16
11	а не	9	16
12	может быть	17	15
13	в данном	8	14
14	в области	4	14
15	как в	5	13
16	не в	7	12
17	в первой	5	12
18	в тексте	14	12
19	у нас	2	11
20	в этой	3	11
21	точки зрения	9	11
22	но и	9	10
23	но в	9	10
24	только в	6	10
25	в отношении	3	9
26	с другой	7	9
27	если бы	3	9
28	в то	6	9
29	как и	4	9
30	того что	4	9
31	во второй	7	9
32	так и	10	9
33	в его	6	9
34	не может	4	8
35	и его	8	8
36	это не	2	8
37	с точки	3	8
38	я не	2	7
39	прежде всего	2	7
40	в самом	4	7
41	другой стороны	5	7
42	таким образом	3	7
43	сказать что	3	7
44	потому что	3	6
45	из этих	3	6
46	для него	2	6
47	что и	2	6
48	в своей	6	6
49	данном случае	5	6
50	со стороны	2	6
51	именно в	3	6
52	в той	2	6
53	дело в	2	6
54	не менее	4	5
55	никогда не	4	5
56	текста в	3	5
57	была бы	3	5
58	так же	2	5
59	в нем	4	5
60	в целом	3	5
61	все это	2	5
62	то же	7	5
63	и даже	2	5
64	и по	2	5
65	в слове	3	5
66	и то	2	5
67	могут быть	4	5
68	все эти	2	5
69	в частности	16	4
70	столь же	2	4
71	что она	2	4
72	или иного	3	4
73	в ее	5	4
74	же время	5	4
75	и что	3	4
76	в качестве	24	4
77	никто не	2	4
78	того или	3	4
79	как раз	2	4
80	как бы	5	4
81	дело не	2	4
82	заключается в	2	4
83	во втором	3	4
84	как будто	2	4
85	как это	8	4
86	в которой	2	4
87	к которому	3	4
88	в основе	3	3
89	а с	3	3
90	тому что	2	3
91	в какой	2	3
92	в словаре	2	3
93	не является	4	3
94	в конце	2	3
95	этих двух	2	3
96	ни в	2	3
97	об этом	2	3
98	то в	2	3
99	но не	9	3
100	а на	3	3
101	того же	3	3
102	еще не	4	3
103	или иным	3	3
104	своего рода	7	3
105	и для	2	3
106	даже в	3	3
107	не все	3	3
108	и тем	3	3
109	отношению к	4	3
110	а именно	2	3
111	по отношению	4	3
112	с одной	2	3
113	лишь в	6	3
114	говорит что	2	3
115	как к	2	3
116	в другом	3	3
117	между тем	5	3
118	том числе	2	2
119	оказывается в	3	2
120	из которого	3	2
121	в этих	3	2
122	в своем	4	2
123	превращается в	2	2
124	имеем дело	2	2
125	всякий раз	2	2
126	есть в	2	2
127	при этом	12	2
128	говорит в	2	2
129	быть и	2	2
130	случае не	2	2
131	пушкина что	2	2
132	одной стороны	2	2
133	за пределы	2	2
134	первой строфе	4	2
135	совпадает с	3	2
136	и потому	2	2
137	а также	6	2
138	этого слова	3	2
139	если в	2	2
140	я с	5	2
141	тем не	3	2
142	в первом	2	2
143	отношение к	5	2
144	такого рода	8	2
145	отношения к	2	2
146	тем самым	4	2
147	так или	4	2
148	он должен	2	2
149	или иначе	5	2
150	не знает	3	2
151	их в	3	2
152	он не	3	2
153	но он	3	2
154	в себе	9	2
155	говорить о	3	2
156	по своей	3	2
157	как правило	4	2
158	в равной	3	2
159	его в	2	2
160	и это	2	2
161	мы имеем	7	2
162	то есть	12	2
