N	2gram	Voloshinov_1	FransuaR
1	и в	16	29
2	таким образом	9	20
3	и не	4	16
4	и все	4	13
5	в этой	4	13
6	как и	2	12
7	и т.п	2	12
8	но в	4	12
9	так и	4	11
10	и на	4	11
11	в этом	9	11
12	то же	2	10
13	во время	3	10
14	как мы	4	10
15	мы уже	2	10
16	не только	7	10
17	и образы	2	9
18	но и	4	9
19	все эти	5	9
20	и с	8	9
21	его в	4	9
22	прежде всего	9	8
23	в его	4	8
24	и его	8	8
25	как бы	5	8
26	в них	2	7
27	так же	2	7
28	в том	3	7
29	так как	4	7
30	в большинстве	3	6
31	поэтому и	2	5
32	что это	2	5
33	у него	2	5
34	того же	2	5
35	и о	2	5
36	в нем	4	5
37	в своей	2	5
38	большинстве случаев	3	5
39	и по	2	5
40	сказать что	7	5
41	только для	5	4
42	с его	7	4
43	что он	2	4
44	но это	2	4
45	по своему	2	4
46	есть и	2	4
47	связанные с	2	4
48	еще не	5	4
49	и есть	3	4
50	и др	3	4
51	один из	2	4
52	то что	3	4
53	жизни и	3	4
54	конечно не	6	4
55	все это	4	4
56	на самом	4	4
57	с помощью	2	4
58	точки зрения	8	4
59	мира и	3	4
60	в частности	2	3
61	и так	2	3
62	с ее	4	3
63	самого начала	4	3
64	но как	2	3
65	с самого	4	3
66	том что	3	3
67	и как	3	3
68	мы видим	2	3
69	мы можем	9	3
70	и их	4	3
71	он не	2	3
72	за счет	2	3
73	при этом	6	3
74	и других	2	3
75	и вот	3	3
76	и даже	4	3
77	все остальные	2	3
78	с ними	4	3
79	в чем	5	3
80	связанных с	2	2
81	к этому	2	2
82	в этих	3	2
83	быть может	2	2
84	по всему	2	2
85	другими словами	2	2
86	в жизни	2	2
87	но мы	4	2
88	и к	6	2
89	на первый	2	2
90	ни в	5	2
91	есть в	2	2
92	на этом	3	2
93	не может	8	2
94	и мы	2	2
95	может быть	17	2
96	но оно	3	2
97	никогда не	2	2
98	на них	2	2
99	и для	2	2
100	на этой	3	2
101	не на	2	2
102	они не	2	2
103	и наконец	4	2
104	с точки	6	2
105	между ними	3	2
106	их в	3	2
107	в основе	3	2
108	образов и	2	2
109	только в	4	2
110	в один	4	2
111	о том	2	2
112	и это	6	2
113	и этим	2	2
114	с ним	2	2
