N	2gram	Tiupa_Lite_2	Vladivir
1	и в	19	31
2	в году	5	30
3	не только	8	24
4	а к	2	22
5	но и	10	19
6	то что	7	18
7	и не	11	17
8	у него	2	15
9	и даже	8	15
10	том что	7	14
11	что в	4	14
12	в этом	9	14
13	и с	3	14
14	что он	3	12
15	в его	4	12
16	но в	2	12
17	в том	10	11
18	потому что	2	11
19	о том	2	11
20	так что	4	10
21	и то	3	10
22	он не	5	10
23	никогда не	3	9
24	а в	3	9
25	даже и	2	9
26	в конце	2	9
27	в то	9	8
28	так как	3	8
29	уже в	2	7
30	для него	4	7
31	как раз	2	7
32	и его	3	7
33	как это	2	7
34	он и	2	6
35	и к	2	6
36	у нас	5	6
37	в качестве	5	6
38	того же	4	6
39	и сам	2	6
40	может быть	17	6
41	свое время	2	6
42	так и	7	6
43	не может	9	6
44	то же	12	6
45	и что	2	6
46	вовсе не	2	5
47	не в	4	5
48	но как	2	5
49	в свое	2	5
50	а также	2	5
51	что и	2	5
52	жизни и	4	5
53	не было	2	5
54	в своих	2	5
55	с ним	2	5
56	я не	5	4
57	же время	9	4
58	в нем	3	4
59	для нас	2	4
60	в себе	6	4
61	как и	10	4
62	и как	3	4
63	в этой	3	4
64	такого рода	9	4
65	еще в	4	4
66	один из	4	4
67	в нашем	2	4
68	себя в	6	4
69	в истории	2	4
70	мысли и	2	4
71	не раз	2	4
72	как он	2	4
73	в россии	2	4
74	но только	2	3
75	отнюдь не	4	3
76	со своей	2	3
77	с другой	8	3
78	в жизни	2	3
79	к своему	2	3
80	но не	5	3
81	но это	3	3
82	него не	2	3
83	ничего не	3	3
84	тот же	2	3
85	нам представляется	2	3
86	все же	2	3
87	в целом	2	3
88	вместе с	5	3
89	другой стороны	4	3
90	на свою	3	3
91	о которой	2	3
92	уже не	2	3
93	свидетельствует о	2	3
94	и он	3	3
95	едва ли	4	3
96	и на	6	3
97	на себя	2	3
98	в начале	3	3
99	то есть	5	3
100	тем что	4	2
101	с тем	2	2
102	не менее	6	2
103	в частности	4	2
104	в них	2	2
105	хотя бы	2	2
106	было сказано	2	2
107	по существу	3	2
108	не столько	3	2
109	в годы	2	2
110	одной из	2	2
111	тем не	2	2
112	что я	2	2
113	на этом	2	2
114	все что	2	2
115	еще не	2	2
116	при этом	6	2
117	того что	5	2
118	было бы	2	2
119	том чтобы	3	2
120	одним из	3	2
121	впрочем не	2	2
122	к жизни	2	2
123	даже в	4	2
124	для себя	2	2
125	и до	2	2
126	и т	2	2
127	из них	2	2
128	то как	2	2
129	не по	2	2
130	со стороны	3	2
131	а именно	3	2
132	то и	3	2
133	как к	3	2
134	и для	3	2
135	и других	4	2
136	на первом	2	2
137	тем самым	3	2
138	и за	2	2
139	для того	2	2
140	как на	3	2
141	той же	2	2
142	в результате	2	2
143	к этой	2	2
144	точки зрения	4	2
145	под названием	2	2
146	и еще	2	2
