N	2gram	Losev_Dial_1	Komedia
1	и в	18	26
2	и не	30	14
3	к тому	4	12
4	так и	9	12
5	в том	9	11
6	тому же	2	11
7	может быть	17	11
8	но и	7	10
9	в этом	12	10
10	что в	13	9
11	том что	9	9
12	если бы	12	9
13	ясно что	8	8
14	было бы	12	8
15	из них	2	7
16	не только	13	7
17	что и	3	7
18	в своем	5	6
19	то что	13	6
20	еще не	2	6
21	в нем	16	6
22	потому что	14	6
23	в то	6	6
24	о том	4	6
25	к этому	2	5
26	что он	11	5
27	в качестве	2	5
28	один из	3	5
29	ни в	15	5
30	с этим	2	5
31	для того	2	5
32	так что	15	5
33	и с	5	5
34	не менее	2	4
35	в частности	2	4
36	больше того	4	4
37	в этих	5	4
38	тому что	3	4
39	в них	3	4
40	и от	2	4
41	прежде всего	10	4
42	из этих	2	4
43	как мы	4	4
44	меньше всего	3	4
45	как и	2	4
46	хотя и	4	4
47	в его	3	4
48	все же	5	4
49	в самом	3	4
50	и для	2	4
51	что для	3	4
52	можно было	5	4
53	точки зрения	17	4
54	только в	3	4
55	что это	11	4
56	так как	11	4
57	как это	4	4
58	это было	2	4
59	о чем	2	3
60	с этой	2	3
61	в каждом	2	3
62	вопрос о	2	3
63	но если	5	3
64	жизни и	3	3
65	но все	3	3
66	но не	4	3
67	же время	4	3
68	здесь в	2	3
69	никто не	2	3
70	в первую	2	3
71	да и	6	3
72	в ней	3	3
73	в котором	4	3
74	не имеет	15	3
75	друг другу	3	3
76	в своей	2	3
77	и их	2	3
78	даже не	3	3
79	в их	3	3
80	все это	11	3
81	то же	10	3
82	не было	6	3
83	как в	2	3
84	к нему	8	3
85	а в	5	3
86	не может	12	3
87	как он	4	3
88	что касается	2	3
89	могла бы	2	3
90	но в	6	3
91	мы можем	4	3
92	что ни	3	2
93	что их	2	2
94	ни было	2	2
95	если в	3	2
96	и есть	16	2
97	отнюдь не	9	2
98	с другой	6	2
99	это не	9	2
100	от которой	2	2
101	в конце	4	2
102	этом смысле	3	2
103	вовсе не	7	2
104	что именно	2	2
105	то это	4	2
106	об этом	4	2
107	есть для	2	2
108	не в	6	2
109	до сих	2	2
110	является не	2	2
111	на этом	2	2
112	только потому	3	2
113	одной стороны	2	2
114	ничуть не	2	2
115	или на	2	2
116	как не	2	2
117	вслед за	2	2
118	он не	3	2
119	как бы	11	2
120	же можно	2	2
121	всяком случае	2	2
122	время как	2	2
123	даже в	3	2
124	не является	3	2
125	хотя бы	6	2
126	и т	21	2
127	с той	2	2
128	надо считать	2	2
129	и это	2	2
130	в мире	2	2
131	отношение к	5	2
132	или его	2	2
133	сих пор	2	2
134	со стороны	2	2
135	что она	7	2
136	т п	2	2
137	с одной	2	2
138	еще более	3	2
139	мы находим	7	2
140	и что	12	2
141	и у	2	2
142	бы и	2	2
143	с ними	2	2
144	во всяком	4	2
145	от этого	3	2
146	и еще	3	2
147	на что	2	2
148	говорить о	5	2
149	и все	3	2
150	бы в	3	2
151	мы имеем	2	2
152	в виду	5	2
