N	2gram	Vygotskiy__5	Komedia
1	и в	16	22
2	том что	15	12
3	в том	18	11
4	но и	6	11
5	не только	16	10
6	из них	2	10
7	в то	5	10
8	как и	8	9
9	может быть	9	9
10	в одном	3	8
11	таким образом	19	8
12	должны были	2	8
13	и не	12	8
14	и его	3	8
15	о том	8	8
16	в этой	6	7
17	что в	16	6
18	в отношении	9	6
19	что он	25	6
20	к тому	6	6
21	тому же	2	6
22	и по	4	6
23	то же	8	6
24	не в	6	6
25	а в	3	6
26	в которой	5	6
27	с другой	4	5
28	прежде всего	3	5
29	при этом	4	5
30	в его	11	5
31	еще в	3	5
32	на его	2	5
33	в истории	2	5
34	так и	7	5
35	как в	5	5
36	все это	2	5
37	другой стороны	2	5
38	то время	4	5
39	и даже	2	5
40	потому что	21	5
41	между тем	3	5
42	именно в	4	4
43	в их	3	4
44	к этому	3	4
45	по поводу	2	4
46	как мы	10	4
47	же в	2	4
48	в другом	6	4
49	на протяжении	2	4
50	что они	5	4
51	в качестве	4	4
52	в котором	2	4
53	в нем	7	4
54	что и	3	4
55	тем что	5	4
56	время как	4	4
57	в результате	4	4
58	точки зрения	18	4
59	так как	16	4
60	но в	6	4
61	мы можем	6	4
62	же как	7	3
63	казалось бы	4	3
64	не менее	3	3
65	в них	2	3
66	вопрос о	12	3
67	на всю	2	3
68	у нас	2	3
69	и как	3	3
70	по своему	3	3
71	тот же	5	3
72	одной стороны	3	3
73	во второй	2	3
74	одной из	3	3
75	в частности	3	3
76	у него	6	3
77	он не	8	3
78	все же	3	3
79	отношению к	12	3
80	в целом	4	3
81	отношение к	11	3
82	на основании	2	3
83	так же	15	3
84	по отношению	12	3
85	того как	5	3
86	этом отношении	5	3
87	с одной	3	3
88	мы не	3	3
89	и на	6	3
90	в более	2	3
91	в этом	25	3
92	и с	3	3
93	могут быть	4	3
94	только в	10	3
95	его в	2	3
96	в чем	3	3
97	как это	8	3
98	ничего не	5	3
99	к которому	4	3
100	в известном	8	2
101	и здесь	2	2
102	еще и	3	2
103	за пределы	4	2
104	связанные с	6	2
105	в состоянии	4	2
106	столь же	2	2
107	именно потому	2	2
108	на все	5	2
109	вовсе не	2	2
110	образом в	2	2
111	указывает на	2	2
112	в свою	4	2
113	точек зрения	4	2
114	мы знаем	3	2
115	мы видели	3	2
116	такой же	4	2
117	на которые	3	2
118	на этом	3	2
119	но не	10	2
120	того же	7	2
121	в себя	3	2
122	как известно	4	2
123	до конца	3	2
124	по одному	4	2
125	до сих	3	2
126	еще не	4	2
127	было бы	10	2
128	в действительности	3	2
129	и из	2	2
130	в самом	4	2
131	только один	2	2
132	и тем	3	2
133	то что	26	2
134	в первой	2	2
135	вместе с	4	2
136	ее в	3	2
137	все что	2	2
138	вслед за	2	2
139	находится в	2	2
140	только что	5	2
141	то и	2	2
142	в сущности	13	2
143	не может	18	2
144	принадлежит к	2	2
145	что у	2	2
146	из которых	3	2
147	к нему	3	2
148	в силу	10	2
149	но это	3	2
150	во всяком	2	2
151	но он	7	2
152	в своих	2	2
153	по своей	3	2
154	ту же	2	2
155	как будто	2	2
156	же самое	4	2
157	об отношении	2	2
158	отличие от	2	2
159	в области	12	2
160	вывод что	2	2
161	сих пор	3	2
