N	2gram	Losev_Dial_4	KulturaY
1	т е	46	38
2	и т	17	33
3	в том	11	30
4	и в	15	24
5	потому что	10	23
6	том что	10	21
7	что в	7	17
8	того чтобы	5	17
9	для того	5	16
10	и пр	9	15
11	было бы	9	15
12	т д	15	14
13	в этом	11	14
14	точки зрения	14	14
15	может быть	17	13
16	все же	2	12
17	таким образом	5	12
18	в его	4	12
19	и не	30	12
20	не в	8	11
21	только в	7	11
22	вовсе не	6	10
23	в силу	4	10
24	в самом	2	10
25	у нас	3	10
26	не только	8	10
27	хотя бы	4	10
28	если бы	6	9
29	то что	16	9
30	прежде всего	11	9
31	того что	13	9
32	с точки	9	9
33	о том	5	9
34	так как	14	9
35	то же	9	8
36	уже не	9	8
37	а не	18	8
38	как раз	4	8
39	тем что	2	8
40	не менее	2	7
41	в них	2	7
42	в качестве	2	7
43	как бы	14	7
44	вместе с	2	7
45	не может	11	7
46	это не	12	7
47	бы в	4	7
48	в области	3	7
49	так и	5	7
50	тогда когда	5	6
51	именно в	5	6
52	что он	7	6
53	при этом	2	6
54	на себе	5	6
55	что такое	5	6
56	только потому	3	6
57	в ней	5	6
58	но и	4	6
59	что же	2	6
60	все это	9	6
61	другой стороны	2	6
62	все эти	3	6
63	мы имеем	5	6
64	в которой	2	6
65	с тем	4	5
66	что это	13	5
67	по крайней	7	5
68	крайней мере	7	5
69	еще не	4	5
70	что не	3	5
71	и что	9	5
72	в виду	9	5
73	не просто	7	5
74	и его	7	5
75	в результате	6	5
76	во всяком	2	5
77	с ним	3	5
78	и с	4	5
79	учение о	5	4
80	с его	5	4
81	в частности	2	4
82	и потому	3	4
83	на то	5	4
84	в нем	5	4
85	что они	4	4
86	есть в	4	4
87	из них	2	4
88	это и	9	4
89	один из	4	4
90	что и	6	4
91	не есть	40	4
92	тем не	2	4
93	со стороны	3	4
94	как в	3	4
95	и тогда	2	4
96	с этим	3	4
97	того как	2	4
98	тем самым	3	4
99	так что	6	4
100	так же	4	4
101	с ними	4	4
102	и на	5	4
103	в данном	3	4
104	из этих	2	4
105	того или	2	4
106	нисколько не	2	3
107	для этого	2	3
108	ясно что	11	3
109	представление о	2	3
110	этом смысле	4	3
111	можно сказать	5	3
112	только тогда	5	3
113	в этой	4	3
114	свою очередь	2	3
115	в свою	3	3
116	и может	2	3
117	и если	3	3
118	в сущности	5	3
119	в котором	2	3
120	в истории	3	3
121	оно не	2	3
122	когда он	3	3
123	что она	5	3
124	в своем	5	3
125	в особенности	4	3
126	не было	2	3
127	что оно	7	3
128	в их	3	3
129	и даже	6	3
130	должно быть	2	3
131	той же	5	3
132	должна быть	7	3
133	с их	4	3
134	и то	3	3
135	то мы	3	3
136	хотя и	6	3
137	даже и	3	3
138	в себе	8	3
139	он есть	7	3
140	а это	2	3
141	а если	3	3
142	как это	2	3
143	в одном	4	3
144	том как	2	3
145	я не	5	2
146	е о	3	2
147	и есть	19	2
148	никогда не	2	2
149	именно так	2	2
150	с этой	2	2
151	факты и	2	2
152	и все	11	2
153	что все	4	2
154	не раз	2	2
155	же есть	3	2
156	не всегда	3	2
157	не могут	2	2
158	что было	2	2
159	вопрос о	2	2
160	по себе	13	2
161	в собственном	3	2
162	быть в	5	2
163	если мы	5	2
164	в смысле	5	2
165	к своему	2	2
166	в то	6	2
167	как о	2	2
168	как и	7	2
169	и как	4	2
170	е не	2	2
171	но все	2	2
172	это есть	13	2
173	можно говорить	2	2
174	и при	2	2
175	лишь как	4	2
176	что если	3	2
177	же время	6	2
178	что с	2	2
179	и мы	7	2
180	конечно не	2	2
181	в своей	3	2
182	очень много	2	2
183	между собою	2	2
184	никак не	2	2
185	же и	2	2
186	от себя	2	2
187	но если	5	2
188	в свое	2	2
189	как таковой	5	2
190	о нем	2	2
191	себе и	2	2
192	к жизни	3	2
193	тем более	6	2
194	был бы	2	2
195	и тем	6	2
196	ее в	2	2
197	ни в	8	2
198	и именно	2	2
199	не говоря	3	2
200	бы и	3	2
201	а именно	6	2
202	думаю что	2	2
203	то и	2	2
204	смысл и	3	2
205	мы говорим	2	2
206	и для	5	2
207	в разных	2	2
208	все равно	2	2
209	не мог	2	2
210	лишь в	2	2
211	должны быть	4	2
212	не имеет	14	2
213	д и	3	2
214	или в	7	2
215	или иначе	2	2
216	также и	4	2
217	иное как	8	2
218	от этого	3	2
219	в каком	5	2
220	что я	5	2
221	этой точки	2	2
222	заключается в	2	2
223	е в	2	2
224	иной раз	3	2
225	идет речь	4	2
226	ничего не	17	2
227	но в	3	2
228	это было	2	2
