N	2gram	Tiupa_Vved_1	Problema
1	и в	13	44
2	и не	12	35
3	то есть	8	34
4	может быть	18	28
5	потому что	5	25
6	по себе	2	25
7	то что	6	23
8	в том	10	21
9	только в	6	19
10	а не	15	18
11	в этом	21	17
12	для нас	2	16
13	также и	4	16
14	не только	20	14
15	не в	6	13
16	то же	5	13
17	той или	3	12
18	но в	6	12
19	том что	7	12
20	не является	3	11
21	не менее	4	10
22	но и	19	10
23	отнюдь не	7	10
24	как и	11	10
25	тем не	3	10
26	так и	8	10
27	это не	6	9
28	и от	2	9
29	и тем	2	9
30	в нем	5	9
31	не имеет	2	9
32	и с	2	9
33	как бы	4	9
34	в то	4	9
35	никак не	2	9
36	в его	4	9
37	что и	2	9
38	в данном	13	9
39	таким образом	4	9
40	перед нами	6	8
41	что в	3	8
42	или иной	3	8
43	того что	6	8
44	что мы	2	8
45	но это	3	8
46	было бы	4	8
47	он не	3	8
48	что же	3	8
49	как раз	2	8
50	как мы	3	8
51	в себе	5	8
52	здесь не	2	8
53	с другой	5	7
54	данном случае	6	7
55	не может	7	7
56	уже не	5	7
57	с ним	3	7
58	на самом	4	7
59	мы не	4	7
60	никогда не	4	6
61	можно сказать	4	6
62	в целом	3	6
63	такого рода	16	6
64	жизни и	7	6
65	и к	2	6
66	о том	5	6
67	все же	6	6
68	мы можем	2	6
69	не было	2	5
70	в нашем	6	5
71	как о	2	5
72	хотя и	7	5
73	в ней	4	5
74	другой стороны	2	5
75	то и	2	5
76	в своем	5	5
77	а в	6	5
78	еще не	7	5
79	в своей	5	5
80	как в	4	5
81	тем самым	5	5
82	тоже не	2	5
83	и его	5	5
84	едва ли	3	5
85	при этом	26	4
86	а также	8	4
87	можно было	2	4
88	тем что	2	4
89	ни от	2	4
90	он является	2	3
91	прежде всего	7	3
92	к тому	6	3
93	для него	3	3
94	когда в	2	3
95	в самом	2	3
96	могло бы	3	3
97	если бы	7	3
98	в настоящем	2	3
99	об этом	4	3
100	говорить о	2	3
101	но не	5	3
102	а то	2	3
103	в качестве	8	3
104	быть и	2	3
105	и все	4	3
106	все равно	2	3
107	в той	4	3
108	самом деле	3	3
109	что такое	18	3
110	отличие от	2	3
111	как будто	4	3
112	будто бы	3	3
113	как оно	2	3
114	есть в	2	3
115	этот раз	2	3
116	в частности	13	2
117	в этих	3	2
118	все они	2	2
119	не столько	4	2
120	но также	2	2
121	по поводу	2	2
122	о чем	2	2
123	в котором	8	2
124	однако в	4	2
125	с одной	5	2
126	и по	3	2
127	о ней	4	2
128	в результате	3	2
129	в основе	3	2
130	он и	2	2
131	в начале	3	2
132	бы в	3	2
133	мы имеем	5	2
134	том как	3	2
135	и более	3	2
136	для них	3	2
137	всей его	2	2
138	то он	2	2
139	мы видели	2	2
140	а к	3	2
141	по своему	2	2
142	не имели	2	2
143	во всех	2	2
144	в слове	3	2
145	произведение в	2	2
146	человеческой жизни	3	2
147	в отличие	2	2
148	а с	2	2
149	котором он	2	2
150	и сами	2	2
151	мертвых душ	4	2
152	который в	2	2
153	и для	3	2
154	мы и	2	2
155	пока еще	4	2
156	могут быть	4	2
