N	2gram	Vygotskiy__7	FransuaR
1	и в	26	56
2	в его	4	18
3	таким образом	23	17
4	все эти	6	15
5	в этом	29	14
6	в том	18	13
7	так и	3	13
8	и его	12	12
9	в то	3	12
10	в этих	2	11
11	до конца	5	11
12	как бы	6	11
13	то же	8	11
14	еще не	4	10
15	мы уже	3	10
16	и до	2	10
17	только в	8	9
18	в самом	9	9
19	но и	11	9
20	и не	18	9
21	том что	17	8
22	по своему	9	8
23	в сущности	9	8
24	не только	24	8
25	в нем	2	8
26	во всех	6	8
27	сих пор	3	8
28	и их	5	8
29	все это	3	8
30	до сих	3	8
31	и с	5	8
32	в большинстве	2	7
33	как мы	14	7
34	прежде всего	7	6
35	вовсе не	2	6
36	в ее	6	6
37	мы видим	3	6
38	в этой	3	6
39	в той	4	6
40	той же	8	6
41	потому что	16	6
42	на его	2	6
43	границы между	2	6
44	точки зрения	28	6
45	связи с	4	6
46	большинстве случаев	2	6
47	но в	4	6
48	но не	3	5
49	никогда не	4	5
50	в отношении	2	5
51	с ее	2	5
52	как и	15	5
53	одним из	2	5
54	он не	3	5
55	один из	2	5
56	мы видели	3	5
57	в процессе	5	5
58	что в	12	5
59	во время	2	5
60	такой же	3	5
61	в области	4	5
62	что все	2	4
63	что это	6	4
64	и ее	2	4
65	в себе	9	4
66	в качестве	5	4
67	и к	7	4
68	наконец в	2	4
69	в ней	3	4
70	и потому	3	4
71	даже в	2	4
72	с одной	5	4
73	и других	2	4
74	форм и	2	4
75	того чтобы	19	4
76	в свете	4	4
77	в основе	3	4
78	в своих	2	4
79	вещи и	2	4
80	во всем	3	4
81	ту же	2	4
82	о том	4	4
83	по своей	10	4
84	так как	14	4
85	в которой	11	4
86	и которые	2	4
87	перед нами	2	3
88	казалось бы	2	3
89	и здесь	2	3
90	так что	4	3
91	слов и	2	3
92	и всей	2	3
93	в первой	3	3
94	может быть	7	3
95	не мог	2	3
96	и о	3	3
97	одной из	4	3
98	что и	3	3
99	то что	24	3
100	время в	2	3
101	в их	2	3
102	что для	2	3
103	мы находим	3	3
104	с помощью	13	3
105	и наконец	4	3
106	не в	4	3
107	сказать что	8	3
108	речи и	30	3
109	но он	2	3
110	к его	2	3
111	его к	2	3
112	слова и	10	3
113	бы в	5	3
114	в известном	2	2
115	только не	11	2
116	если бы	5	2
117	в нашем	4	2
118	друг другу	3	2
119	на котором	3	2
120	в речи	5	2
121	с другой	4	2
122	это не	3	2
123	уже в	2	2
124	и во	4	2
125	на самом	3	2
126	к этому	2	2
127	значение и	2	2
128	что он	8	2
129	можно сказать	5	2
130	ни в	2	2
131	но это	3	2
132	из всех	5	2
133	то время	2	2
134	момент в	3	2
135	для него	3	2
136	одной стороны	5	2
137	было бы	6	2
138	в действительности	2	2
139	несмотря на	2	2
140	а в	2	2
141	между ними	3	2
142	все те	2	2
143	что на	2	2
144	в котором	4	2
145	в развитии	10	2
146	все же	6	2
147	в своей	3	2
148	благодаря этому	2	2
149	вместе с	12	2
150	самом деле	6	2
151	данном случае	5	2
152	что она	8	2
153	только на	3	2
154	во всей	2	2
155	целый ряд	4	2
156	так же	14	2
157	как раз	3	2
158	не может	11	2
159	как к	3	2
160	того как	2	2
161	образом в	2	2
162	а не	6	2
163	устной речи	3	2
164	с собой	3	2
165	для того	18	2
166	из которых	2	2
167	к нему	3	2
168	и для	5	2
169	с точки	21	2
170	его в	2	2
171	в слове	11	2
172	мы не	7	2
173	в данном	5	2
174	и то	7	2
175	с этой	5	2
176	также и	2	2
177	в которых	2	2
178	и при	2	2
179	но с	2	2
180	что они	10	2
181	что эти	3	2
182	здесь как	2	2
183	с тем	5	2
184	нашей работы	3	2
185	с ним	3	2
