N	2gram	Bakhtin_Pr_3	Narrotol
1	не только	4	32
2	может быть	12	25
3	но и	7	23
4	и не	15	20
5	и в	53	19
6	то есть	48	19
7	в том	14	18
8	в этом	8	17
9	том что	5	14
10	не в	2	14
11	а не	11	12
12	своего рода	3	12
13	то что	9	11
14	а в	2	11
15	не может	2	10
16	точки зрения	4	10
17	при этом	3	9
18	так и	6	9
19	в его	8	9
20	в мире	5	9
21	с другой	2	8
22	и т.п	31	8
23	в себе	5	8
24	времени и	2	7
25	и т.д	2	7
26	как и	11	7
27	еще не	5	7
28	а также	4	7
29	как в	7	7
30	по отношению	2	7
31	том числе	11	6
32	с его	2	6
33	что он	4	6
34	но не	5	6
35	именно в	2	6
36	в себя	6	6
37	в той	2	6
38	как это	2	6
39	на протяжении	5	6
40	о том	2	6
41	но в	5	6
42	можно сказать	8	5
43	тому же	2	5
44	в форме	6	5
45	и его	10	5
46	в основе	5	5
47	к себе	6	5
48	далеко не	2	5
49	перед нами	5	4
50	прежде всего	15	4
51	в нем	10	4
52	то же	6	4
53	да и	2	4
54	при всей	2	4
55	же время	5	4
56	было бы	5	4
57	одной из	4	4
58	как бы	14	4
59	и тем	2	4
60	хотя бы	2	4
61	в особенности	2	4
62	числе и	10	4
63	в рассказе	2	4
64	сказать что	10	4
65	только в	4	4
66	здесь не	4	4
67	и с	6	4
68	не менее	3	3
69	жизни в	3	3
70	что в	2	3
71	могут быть	4	3
72	никогда не	2	3
73	уже в	2	3
74	тем не	2	3
75	одна из	7	3
76	в сущности	10	3
77	хотя и	4	3
78	в ней	7	3
79	он не	3	3
80	и даже	2	3
81	один из	6	3
82	из них	4	3
83	жизни и	9	3
84	в ее	3	3
85	особенно в	4	3
86	как мы	5	3
87	жизни как	4	3
88	и на	18	3
89	между тем	2	3
90	тем что	2	3
91	не о	2	3
92	по своей	9	3
93	в то	5	3
94	как будто	2	3
95	что это	2	3
96	художественной литературы	2	3
97	он сам	4	2
98	например как	2	2
99	себя и	2	2
100	здесь и	4	2
101	в собственном	2	2
102	в литературе	5	2
103	что именно	2	2
104	говорит о	2	2
105	по существу	5	2
106	есть в	3	2
107	более или	3	2
108	между ними	2	2
109	и тот	3	2
110	несмотря на	2	2
111	например в	5	2
112	наряду с	5	2
113	вплоть до	4	2
114	наконец в	2	2
115	и потому	5	2
116	авторской позиции	2	2
117	и др	14	2
118	при всех	2	2
119	и до	5	2
120	или менее	3	2
121	смерти и	4	2
122	отношение к	6	2
123	во всей	4	2
124	к самому	4	2
125	в связи	2	2
126	не было	4	2
127	все эти	9	2
128	его по	2	2
129	в двух	2	2
130	человека в	3	2
131	они не	3	2
132	одним из	3	2
133	и для	4	2
134	с точки	2	2
135	это не	6	2
136	в таком	2	2
137	тем более	2	2
138	нового времени	8	2
139	не то	3	2
140	что касается	2	2
141	всей своей	2	2
142	и ее	6	2
143	говорить о	2	2
144	со смертью	2	2
145	все то	3	2
146	и все	10	2
147	его в	2	2
148	мира и	2	2
149	ничего не	6	2
150	истории и	2	2
151	и одновременно	4	2
