N	2gram	Bakhtin_fo_1	Formalny
1	и в	50	38
2	в этом	25	27
3	может быть	11	23
4	и его	16	21
5	таким образом	11	20
6	и не	14	20
7	в самом	8	16
8	прежде всего	15	15
9	не в	5	15
10	и т	8	14
11	не может	6	14
12	в нем	24	13
13	но и	8	13
14	связи с	6	13
15	в пределах	5	12
16	с его	9	11
17	с тем	3	11
18	в том	9	11
19	вовсе не	13	11
20	в его	13	10
21	в связи	5	10
22	с помощью	2	10
23	с другими	3	10
24	и с	4	9
25	как и	8	9
26	при этом	3	9
27	в процессе	4	9
28	не только	9	9
29	на почве	2	9
30	т п	8	9
31	отнюдь не	5	8
32	что и	3	8
33	все же	6	8
34	так и	12	8
35	тем что	2	8
36	точки зрения	5	8
37	что в	5	7
38	не могут	3	7
39	по себе	2	7
40	для него	2	7
41	по существу	12	7
42	во втором	2	7
43	слова и	2	7
44	в своей	2	7
45	в других	9	7
46	этом отношении	3	7
47	как мы	14	7
48	лишь в	6	7
49	уже не	2	7
50	с точки	2	7
51	не было	7	6
52	в результате	6	6
53	то что	6	6
54	в истории	2	6
55	и ее	3	6
56	в ней	4	6
57	было бы	2	6
58	вместе с	3	6
59	в их	6	6
60	то же	11	6
61	все эти	9	6
62	а не	3	6
63	как раз	13	6
64	могут быть	5	6
65	он не	5	6
66	только в	4	6
67	а в	3	6
68	хотя бы	2	6
69	если бы	5	5
70	именно в	3	5
71	же время	9	5
72	по преимуществу	3	5
73	во всех	6	5
74	если мы	2	5
75	и речи	5	5
76	с этим	6	5
77	и для	4	5
78	еще более	3	5
79	всего этого	2	5
80	более того	3	5
81	в основе	5	5
82	в то	9	5
83	во всяком	3	5
84	оно не	2	4
85	не как	2	4
86	раз и	2	4
87	на фоне	3	4
88	к этому	3	4
89	к тому	3	4
90	в дальнейшем	6	4
91	лишь как	2	4
92	его от	2	4
93	совершенно не	2	4
94	здесь и	2	4
95	в сущности	3	4
96	не о	2	4
97	как бы	2	4
98	и к	2	4
99	в некоторых	2	4
100	как в	6	4
101	входит в	3	4
102	в особенности	9	4
103	что не	3	4
104	и даже	2	4
105	именно как	4	4
106	там где	2	4
107	здесь не	4	4
108	они не	3	4
109	ничего не	9	4
110	так как	6	4
111	но в	10	4
112	всех этих	5	3
113	же как	2	3
114	для них	3	3
115	место в	2	3
116	была бы	2	3
117	и др	9	3
118	и может	2	3
119	с другой	2	3
120	а как	3	3
121	и как	10	3
122	но все	5	3
123	он становится	2	3
124	время и	4	3
125	например в	6	3
126	не является	2	3
127	в целом	2	3
128	жизни и	8	3
129	и их	8	3
130	быть и	2	3
131	и до	5	3
132	значение и	3	3
133	только на	3	3
134	все это	4	3
135	и прежде	2	3
136	только и	5	3
137	в значительной	2	3
138	того что	2	3
139	того чтобы	5	3
140	для того	5	3
141	между этими	4	3
142	роль в	9	3
143	мы не	3	3
144	не входит	2	3
145	или в	3	3
146	и на	8	3
147	хотя и	3	3
148	и все	6	3
149	его в	3	3
150	сюжета и	2	3
151	их к	2	3
152	так сказать	7	3
153	от этого	2	3
154	времени и	10	2
155	между двумя	6	2
156	уже в	2	2
157	самого начала	2	2
158	очень характерно	2	2
159	и другие	5	2
160	никогда не	2	2
161	в этих	3	2
162	в качестве	3	2
163	характерно что	4	2
164	единства и	2	2
165	это не	6	2
166	в конце	9	2
167	в основу	3	2
168	между ними	3	2
169	бы совершенно	2	2
170	это время	7	2
171	а только	2	2
172	в ее	6	2
173	до конца	4	2
174	было и	4	2
175	в широком	2	2
176	с самого	2	2
177	том что	4	2
178	быть конечно	2	2
179	но не	5	2
180	совсем не	2	2
181	кроме того	4	2
182	со своей	3	2
183	на один	2	2
184	к другому	2	2
185	и иные	2	2
186	же и	2	2
187	в котором	4	2
188	один из	3	2
189	есть только	2	2
190	не к	2	2
191	отношение к	2	2
192	ни в	8	2
193	ее в	2	2
194	даже не	2	2
195	во всей	3	2
196	как она	2	2
197	равно как	2	2
198	и других	3	2
199	место и	3	2
200	в той	4	2
201	совершенно безразлично	2	2
202	не имеет	4	2
203	и по	2	2
204	отличие от	2	2
205	в таком	3	2
206	и то	4	2
207	формы и	3	2
208	их в	3	2
209	сказать что	3	2
210	широком смысле	2	2
211	на литературу	2	2
212	в отличие	2	2
213	совершенно иной	3	2
214	они были	2	2
215	и это	4	2
216	этими двумя	3	2
217	подхода к	3	2
218	в чем	2	2
219	потому что	4	2
220	в которой	2	2
221	с ним	2	2
222	в виду	3	2
