N	2gram	Tiupa_Anal_1	Istorich
1	и в	18	26
2	так как	2	18
3	мы имеем	6	14
4	никогда не	2	13
5	потому что	2	13
6	что в	5	12
7	таким образом	3	12
8	в том	27	12
9	и на	5	12
10	в этом	13	12
11	может быть	29	11
12	с другой	4	10
13	том что	12	10
14	и т	3	10
15	и не	21	10
16	не только	15	10
17	что он	3	9
18	еще не	3	9
19	но и	17	9
20	а именно	3	9
21	в нем	3	8
22	все же	4	8
23	вместе с	4	8
24	другой стороны	2	8
25	все эти	2	8
26	с ним	4	8
27	уже не	4	7
28	с одной	3	7
29	одной стороны	3	7
30	и его	5	7
31	о том	5	7
32	но в	8	7
33	то что	6	6
34	не может	22	6
35	и с	2	6
36	как он	3	6
37	как и	13	5
38	в его	13	5
39	не будет	3	5
40	так и	4	5
41	то же	9	5
42	в то	9	5
43	только в	6	5
44	это не	6	4
45	из этих	2	4
46	прежде всего	6	4
47	не всегда	4	4
48	с его	3	4
49	на его	2	4
50	как бы	5	4
51	что и	3	4
52	как мы	2	4
53	и по	2	4
54	а также	3	4
55	себе в	2	4
56	при помощи	2	3
57	если бы	3	3
58	в частности	19	3
59	могут быть	4	3
60	на место	2	3
61	вопрос о	2	3
62	не в	14	3
63	такой же	2	3
64	только через	2	3
65	в качестве	31	3
66	еще в	2	3
67	один из	2	3
68	в своей	6	3
69	данном случае	2	3
70	со стороны	2	3
71	а в	9	3
72	при этом	12	3
73	из которых	4	3
74	в данном	2	3
75	и то	2	3
76	в себе	11	3
77	как будто	3	3
78	далеко не	6	3
79	может иметь	2	2
80	и как	5	2
81	однако в	3	2
82	того же	4	2
83	отличается от	2	2
84	вовсе не	2	2
85	можно сказать	2	2
86	к тому	7	2
87	сводится к	5	2
88	что иное	5	2
89	самое время	2	2
90	по отношению	6	2
91	но не	10	2
92	что мы	3	2
93	героя в	2	2
94	было бы	2	2
95	и сам	2	2
96	никто не	3	2
97	что из	2	2
98	в свое	2	2
99	даже в	3	2
100	не есть	8	2
101	отношению к	5	2
102	своего рода	3	2
103	это означает	3	2
104	ни в	4	2
105	и до	2	2
106	что же	2	2
107	тогда как	14	2
108	он не	3	2
109	а с	3	2
110	тем самым	7	2
111	а не	17	2
112	того что	4	2
113	что не	3	2
114	представляет собой	16	2
115	в этой	5	2
116	которые в	2	2
117	здесь не	2	2
118	то он	2	2
119	оно может	3	2
