N	2gram	Ircho_Kome_3	Problemy
1	и в	22	43
2	и не	21	29
3	т е	16	26
4	может быть	6	23
5	как бы	3	22
6	не может	3	18
7	в пределах	2	16
8	но и	4	14
9	как и	3	14
10	и т	4	13
11	точки зрения	4	13
12	в этом	8	13
13	что он	8	13
14	в нем	3	12
15	в одном	2	12
16	не в	4	11
17	не только	5	11
18	прежде всего	5	10
19	и на	2	10
20	но в	5	10
21	в его	8	10
22	как мы	2	10
23	никогда не	3	9
24	еще не	6	9
25	в сущности	2	9
26	он не	5	9
27	т п	4	9
28	то же	7	8
29	с точки	3	8
30	и его	6	8
31	до сих	9	7
32	и сам	5	7
33	в самом	9	7
34	к себе	5	7
35	в то	6	7
36	то что	4	7
37	сих пор	9	7
38	а не	4	7
39	в другом	2	7
40	в том	12	6
41	при этом	7	6
42	в котором	2	6
43	и все	2	6
44	у него	4	6
45	не как	2	6
46	приводит к	3	6
47	здесь не	2	6
48	на то	3	5
49	так что	6	5
50	же время	5	5
51	хотя и	5	5
52	к нему	5	5
53	все это	5	5
54	по отношению	5	5
55	таким образом	12	5
56	а в	7	5
57	и с	4	5
58	бы в	4	5
59	вовсе не	4	5
60	о том	8	5
61	было бы	3	5
62	и что	6	5
63	отношению к	3	5
64	самом деле	6	5
65	и он	2	5
66	в себе	4	5
67	не могут	2	4
68	что в	5	4
69	в своем	8	4
70	с другой	4	4
71	к тому	6	4
72	до конца	4	4
73	я ведь	2	4
74	да что	2	4
75	в результате	2	4
76	их в	3	4
77	человека в	2	4
78	во время	6	4
79	так как	11	4
80	а как	2	4
81	с его	3	4
82	в них	3	4
83	совершенно не	2	4
84	в своей	5	4
85	если же	2	4
86	во всех	2	4
87	на этот	3	4
88	между ними	2	4
89	мы не	2	4
90	как раз	6	4
91	далеко не	3	4
92	и это	2	4
93	отличие от	2	4
94	не менее	5	3
95	себя и	2	3
96	в отношении	4	3
97	это не	2	3
98	он был	4	3
99	тому же	6	3
100	в виду	2	3
101	здесь нет	4	3
102	и со	2	3
103	в их	2	3
104	и даже	3	3
105	он и	2	3
106	и здесь	4	3
107	его в	8	3
108	с ним	5	3
109	между тем	2	3
110	но при	2	3
111	если бы	8	3
112	не знает	3	3
113	стороны и	2	3
114	и к	3	3
115	так я	2	3
116	по существу	2	3
117	того же	6	3
118	она не	2	3
119	тот же	2	3
120	когда он	4	3
121	не хочет	5	3
122	за пределы	2	3
123	в произведениях	2	3
124	что и	8	3
125	все же	4	3
126	на него	4	3
127	так и	4	3
128	другой стороны	2	3
129	и для	4	3
130	можно было	2	3
131	ничего не	3	3
132	тем что	5	3
133	и ее	2	3
134	и этим	3	3
135	уже в	2	2
136	в конце	7	2
137	человека и	2	2
138	в образе	2	2
139	для понимания	2	2
140	тем не	3	2
141	ни в	10	2
142	без всякого	2	2
143	но все	4	2
144	из его	2	2
145	в глаза	3	2
146	время как	2	2
147	то это	5	2
148	и мысли	3	2
149	в целом	3	2
150	отношение к	5	2
151	и без	2	2
152	целый ряд	2	2
153	отношения к	2	2
154	так же	4	2
155	в своих	2	2
156	в которых	5	2
157	он так	3	2
158	и еще	3	2
159	из них	5	2
160	перед ним	3	2
161	как он	3	2
162	во всяком	3	2
163	ни было	2	2
164	между собой	4	2
165	с этим	3	2
166	об этом	7	2
167	а затем	2	2
168	по своему	3	2
169	то время	2	2
170	бы он	3	2
171	конечно не	3	2
172	на себя	4	2
173	он говорит	2	2
174	и о	2	2
175	которую он	2	2
176	конце концов	2	2
177	и особенно	2	2
178	как в	2	2
179	если мы	2	2
180	том что	13	2
181	что не	3	2
182	тем же	3	2
183	хотя бы	4	2
184	в таком	2	2
185	мы можем	3	2
186	бы не	2	2
