N	2gram	Bakhtin_Fr_5	Istorich
1	и в	45	24
2	что он	6	21
3	не только	14	21
4	может быть	2	14
5	не может	5	14
6	что в	12	13
7	как в	3	12
8	в этом	14	12
9	и здесь	4	12
10	но и	10	11
11	это не	3	10
12	у него	4	10
13	том что	7	10
14	а в	4	10
15	и что	2	10
16	мы видим	5	10
17	и другие	3	9
18	не в	7	9
19	все же	2	9
20	о том	4	9
21	потому что	7	9
22	что и	7	8
23	все это	7	8
24	то же	11	8
25	а не	4	8
26	так как	6	8
27	один из	2	7
28	в том	10	7
29	мы видели	7	7
30	во всех	13	7
31	то что	2	7
32	вместе с	3	7
33	к нему	2	7
34	таким образом	8	7
35	всех этих	6	6
36	об этом	4	6
37	как и	10	6
38	так же	8	6
39	но не	4	6
40	в нем	10	6
41	а именно	2	6
42	он не	6	6
43	и все	7	6
44	того что	3	6
45	во время	12	6
46	только в	4	6
47	как он	3	6
48	что это	2	6
49	не менее	3	5
50	так и	6	5
51	что она	3	5
52	в чем	2	5
53	право на	10	5
54	с ним	5	5
55	ничего не	4	5
56	там где	3	5
57	но в	14	5
58	вовсе не	8	4
59	по существу	3	4
60	при этом	2	4
61	есть и	5	4
62	своего отца	3	4
63	одной из	5	4
64	мы уже	4	4
65	своего рода	4	4
66	же как	4	4
67	как бы	12	4
68	ли он	2	4
69	в их	4	4
70	и не	15	4
71	не имеет	3	4
72	мы не	4	4
73	так в	2	4
74	точки зрения	4	4
75	в данном	2	4
76	мы можем	2	4
77	с его	7	3
78	не столько	2	3
79	в качестве	2	3
80	в них	6	3
81	превращается в	2	3
82	но они	3	3
83	в различных	2	3
84	видим что	2	3
85	кроме того	4	3
86	и если	2	3
87	например в	5	3
88	его в	5	3
89	здесь нет	3	3
90	происходит в	2	3
91	когда он	2	3
92	сих пор	3	3
93	данном случае	2	3
94	в свете	2	3
95	как мы	8	3
96	эта связь	4	3
97	и она	2	3
98	и наконец	2	3
99	и даже	4	3
100	и он	3	3
101	и его	13	3
102	но это	5	3
103	хотя и	5	3
104	из этих	3	3
105	связи с	6	3
106	в конце	7	3
107	перед нами	4	2
108	на небе	3	2
109	и там	2	2
110	ночь с	2	2
111	того же	3	2
112	вообще не	3	2
113	и от	4	2
114	к этому	2	2
115	прежде всего	10	2
116	не могут	2	2
117	в то	11	2
118	ни в	3	2
119	связаны с	4	2
120	у нее	2	2
121	связанные с	3	2
122	то время	3	2
123	так например	2	2
124	было бы	2	2
125	здесь и	5	2
126	в самом	4	2
127	и о	4	2
128	к ней	2	2
129	если в	2	2
130	и др	8	2
131	еще один	2	2
132	от всех	5	2
133	на том	2	2
134	на него	2	2
135	связь с	3	2
136	вплоть до	2	2
137	им в	2	2
138	здесь не	6	2
139	в связи	5	2
140	в особенности	2	2
141	характерно что	4	2
142	но эта	2	2
143	в другое	2	2
144	и у	5	2
145	на этот	3	2
146	как это	4	2
147	его не	4	2
148	почти всегда	3	2
149	сказать что	4	2
150	в основе	4	2
151	в одной	3	2
152	он в	2	2
153	с этим	4	2
154	но он	3	2
155	и на	5	2
156	об этой	3	2
157	все эти	5	2
158	и это	4	2
159	конечно не	2	2
160	до сих	3	2
