N	2gram	Vinokur_Ku_2	RusskieA
1	и в	23	36
2	не только	20	22
3	что в	10	19
4	том что	11	19
5	в том	19	17
6	т е	22	17
7	но и	7	16
8	так как	15	15
9	п в	3	13
10	в этом	18	12
11	это не	6	10
12	как мы	3	10
13	как и	2	10
14	и т	39	10
15	вместе с	5	10
16	и на	6	10
17	потому что	25	10
18	об этом	5	9
19	т д	14	9
20	а в	3	9
21	с тем	2	8
22	состоит в	2	8
23	у нас	12	8
24	может быть	15	8
25	один из	5	8
26	и по	3	8
27	как это	5	8
28	что они	2	7
29	что и	3	7
30	так и	4	7
31	между тем	6	7
32	и не	16	6
33	для нас	4	6
34	в день	2	6
35	при этом	2	6
36	в них	4	6
37	уже не	8	6
38	таким образом	5	6
39	все это	5	6
40	не имеет	4	6
41	то что	9	6
42	будто бы	2	6
43	этом случае	2	5
44	все же	7	5
45	как будто	2	5
46	как бы	4	5
47	и у	2	5
48	с ними	2	5
49	в которых	2	5
50	как в	3	5
51	того как	2	5
52	к этому	4	4
53	в первый	3	4
54	к тому	4	4
55	что на	4	4
56	по существу	5	4
57	еще не	5	4
58	связи с	3	4
59	в их	2	4
60	так в	3	4
61	не может	9	4
62	в связи	4	4
63	мы имеем	5	4
64	и что	8	4
65	того что	3	4
66	но это	3	4
67	тем что	3	4
68	только в	5	4
69	в русском	10	4
70	слова в	6	3
71	не менее	7	3
72	что это	7	3
73	связанные с	2	3
74	в качестве	8	3
75	в своем	2	3
76	но все	4	3
77	таким же	2	3
78	в свою	2	3
79	тем не	6	3
80	на этом	3	3
81	несмотря на	5	3
82	в целях	2	3
83	а также	3	3
84	своего рода	4	3
85	приводит к	5	3
86	то же	6	3
87	всякого рода	2	3
88	с точки	8	3
89	на этот	2	3
90	так же	4	3
91	ничего не	4	3
92	точки зрения	14	3
93	этого слова	5	3
94	в области	11	3
95	не было	4	2
96	всех этих	3	2
97	и более	2	2
98	в частности	2	2
99	могут быть	4	2
100	но даже	2	2
101	в нашем	7	2
102	в память	2	2
103	что у	2	2
104	только для	2	2
105	с этим	3	2
106	и потому	2	2
107	не просто	2	2
108	главным образом	3	2
109	на все	2	2
110	их не	2	2
111	его к	2	2
112	в нем	4	2
113	стоит в	2	2
114	у него	3	2
115	в силу	7	2
116	к вопросу	3	2
117	свою очередь	2	2
118	но не	6	2
119	но что	2	2
120	после того	2	2
121	до конца	3	2
122	она не	2	2
123	но есть	2	2
124	отнюдь не	4	2
125	чем в	3	2
126	к слову	2	2
127	в ней	3	2
128	в его	5	2
129	именно с	3	2
130	как можно	2	2
131	и с	7	2
132	на этой	4	2
133	как не	3	2
134	и до	2	2
135	что она	3	2
136	за счет	2	2
137	для этого	3	2
138	не на	2	2
139	в особенности	4	2
140	между прочим	2	2
141	все эти	12	2
142	на самом	2	2
143	в году	2	2
144	можно говорить	2	2
145	а не	10	2
146	и пр	8	2
147	для обозначения	2	2
148	и для	2	2
149	или в	4	2
150	в своих	2	2
151	этот вопрос	6	2
152	хотя и	4	2
153	и здесь	5	2
154	но в	11	2
155	мы должны	2	2
156	там где	5	2
157	большинстве случаев	2	2
