N	2gram	Bakhtin_Fr_4	Hudozhes
1	том что	3	16
2	и в	29	14
3	так и	11	13
4	в том	7	12
5	не только	10	12
6	при этом	3	12
7	о том	2	12
8	прежде всего	8	11
9	в этом	11	11
10	в себе	3	11
11	в своей	5	10
12	у него	5	9
13	что он	4	9
14	как и	12	9
15	в качестве	3	9
16	то же	10	9
17	как в	2	8
18	то что	4	8
19	же время	8	8
20	в этой	13	8
21	в то	10	8
22	в его	8	8
23	быть может	2	7
24	это не	5	7
25	к тому	2	7
26	уже не	2	7
27	еще не	4	7
28	своего рода	6	7
29	как бы	8	7
30	не может	2	7
31	именно в	2	7
32	не случайно	3	7
33	никогда не	2	6
34	жизни в	2	6
35	перед нами	4	5
36	с его	4	5
37	в частности	3	5
38	в этих	2	5
39	может быть	2	5
40	только в	2	5
41	но и	9	5
42	во второй	2	5
43	жизни и	4	5
44	одновременно и	3	5
45	друг друга	2	5
46	и его	8	5
47	ни в	2	5
48	точки зрения	4	5
49	но в	12	5
50	связи с	2	4
51	в своем	3	4
52	и все	13	4
53	и к	2	4
54	то в	3	4
55	мы уже	10	4
56	и о	5	4
57	в ней	3	4
58	один из	4	4
59	себя в	2	4
60	из них	6	4
61	как раз	2	4
62	того что	3	4
63	он не	3	4
64	по своей	3	4
65	как будто	2	4
66	в конце	9	4
67	и это	2	4
68	с ним	2	4
69	и с	9	4
70	но не	2	3
71	что у	3	3
72	превращается в	3	3
73	но он	6	3
74	это в	2	3
75	в литературе	4	3
76	как мы	10	3
77	в ее	3	3
78	на этом	2	3
79	по своему	4	3
80	своего времени	3	3
81	по преимуществу	3	3
82	в нем	5	3
83	все же	3	3
84	со стороны	2	3
85	и для	2	3
86	о природе	2	3
87	все эти	9	3
88	того чтобы	3	3
89	и даже	3	3
90	с точки	2	3
91	и по	5	3
92	в своих	2	3
93	тем что	4	3
94	такой же	3	3
95	и на	11	3
96	как к	3	3
97	его в	9	3
98	а также	2	3
99	поэтому и	5	2
100	если в	2	2
101	тех кто	2	2
102	не столько	2	2
103	и так	3	2
104	в одной	2	2
105	в себя	2	2
106	да и	2	2
107	о своей	2	2
108	до конца	5	2
109	одной из	2	2
110	раз в	2	2
111	на его	2	2
112	хотя и	2	2
113	только для	4	2
114	как он	2	2
115	в их	2	2
116	все это	4	2
117	также в	2	2
118	особенно в	3	2
119	и не	16	2
120	на самом	4	2
121	там же	3	2
122	они не	2	2
123	бы на	2	2
124	той же	3	2
125	с ними	3	2
126	в результате	4	2
127	с ее	3	2
128	еще раз	2	2
129	что я	2	2
130	нет ничего	2	2
131	но как	3	2
132	здесь не	3	2
133	так сказать	2	2
134	по адресу	2	2
