N	2gram	Vygotskiy__6	Myslijsy
1	потому что	22	52
2	и в	28	39
3	может быть	13	27
4	в том	28	26
5	только в	18	25
6	что в	17	22
7	не может	19	22
8	а не	3	21
9	так как	10	21
10	не только	16	21
11	в нем	7	20
12	но и	10	20
13	и не	11	18
14	языка и	5	17
15	том что	19	16
16	так что	6	16
17	не в	4	15
18	в этом	27	15
19	если бы	7	14
20	отношению к	10	13
21	так и	6	13
22	по отношению	10	13
23	в себе	4	13
24	таким образом	18	13
25	было бы	9	12
26	мы не	6	10
27	по себе	3	10
28	то что	28	10
29	как в	3	10
30	и что	6	10
31	речи и	5	10
32	могут быть	5	9
33	для нас	2	9
34	как и	6	9
35	мысли в	4	9
36	мысли и	2	9
37	тем что	8	9
38	тогда когда	6	9
39	но в	5	9
40	в одном	2	8
41	но не	10	8
42	вместе с	7	8
43	того что	24	8
44	в мысли	4	8
45	точки зрения	13	8
46	с другой	2	7
47	с этим	4	7
48	это не	5	7
49	в этих	2	7
50	не менее	2	6
51	независимо от	3	6
52	по мере	3	6
53	и как	6	6
54	еще не	8	6
55	что на	4	6
56	как бы	11	6
57	что и	4	6
58	все же	2	6
59	то же	7	6
60	при этом	3	6
61	и по	3	6
62	языка в	2	6
63	того как	5	6
64	зависит от	3	5
65	с тем	5	5
66	для всех	2	5
67	несмотря на	2	5
68	но это	2	5
69	то в	5	5
70	что при	4	5
71	только тогда	4	5
72	в его	3	5
73	в первом	4	5
74	другой стороны	2	5
75	во всех	4	5
76	так же	15	5
77	а в	2	5
78	во втором	3	5
79	мысль что	2	5
80	не имеет	6	5
81	друг друга	4	5
82	и его	3	5
83	возможно только	3	5
84	не могут	5	4
85	никогда не	8	4
86	тем самым	8	4
87	вопрос о	5	4
88	этом смысле	2	4
89	прежде всего	2	4
90	а только	2	4
91	мы видели	8	4
92	мы видим	7	4
93	от него	2	4
94	для него	6	4
95	слов и	3	4
96	к тому	10	4
97	от того	10	4
98	в своих	3	4
99	в каждом	3	4
100	не по	3	4
101	том смысле	2	4
102	и других	7	4
103	из этих	3	4
104	в то	6	4
105	что мы	11	4
106	там где	7	4
107	бы в	3	4
108	тому что	11	3
109	в них	3	3
110	оно не	4	3
111	и от	2	3
112	не могло	2	3
113	что все	5	3
114	каким образом	2	3
115	представить себе	3	3
116	друг другу	2	3
117	показывает что	7	3
118	самого начала	7	3
119	с самого	7	3
120	мысли с	2	3
121	в этой	5	3
122	в своем	7	3
123	очевидно что	3	3
124	того же	7	3
125	если мы	2	3
126	она не	2	3
127	в другой	3	3
128	только на	2	3
129	все более	2	3
130	в своей	2	3
131	что если	2	3
132	относится к	4	3
133	из которого	2	3
134	для того	8	3
135	в состоянии	4	3
136	и тем	5	3
137	не иначе	4	3
138	связи с	3	3
139	о предмете	2	3
140	и той	3	3
141	в самом	8	3
142	были бы	2	3
143	развития и	10	3
144	восприятия и	3	3
145	хотя в	2	3
146	одной и	3	3
147	заключается в	7	3
148	как на	3	3
149	той же	4	3
150	с ним	2	3
151	понятия и	10	3
152	не из	2	3
153	и то	4	3
154	во внимание	2	3
155	сказать что	13	3
156	хотя и	3	3
157	он не	7	3
158	отношений между	10	3
159	эти отношения	5	3
160	в сознании	4	3
161	и вообще	2	3
162	с точки	10	3
163	мы должны	3	3
164	и все	5	3
165	и другое	2	3
166	к которому	2	3
167	том как	2	3
168	но как	3	3
169	пути развития	2	2
170	тех и	5	2
171	но на	2	2
172	и более	2	2
173	только не	3	2
174	заключить что	4	2
175	как увидим	3	2
176	нуждается в	3	2
177	но он	2	2
178	он должен	4	2
179	с этой	2	2
180	одного и	4	2
181	мы называем	2	2
182	но с	2	2
183	в понятии	4	2
184	ключ к	2	2
185	была бы	2	2
186	что именно	2	2
187	на то	4	2
188	только по	4	2
189	к одному	2	2
190	но если	4	2
191	как мы	10	2
192	понятий в	12	2
193	у нас	2	2
194	за ним	2	2
195	чем в	2	2
196	только то	3	2
197	с понятием	2	2
198	того чтобы	10	2
199	мог бы	3	2
200	в сущности	7	2
201	могли бы	9	2
202	имеет место	2	2
203	одним из	2	2
204	к другим	11	2
205	и развития	6	2
206	самой мысли	2	2
207	и следовательно	4	2
208	могут не	2	2
209	иначе как	5	2
210	но совершенно	2	2
211	что отношения	2	2
212	в целом	3	2
213	из этого	2	2
214	в их	3	2
215	только что	2	2
216	для этого	2	2
217	связь между	4	2
218	и только	3	2
219	при котором	2	2
220	в разных	5	2
221	и того	4	2
222	что оно	7	2
223	связи между	6	2
224	этот вопрос	3	2
225	из того	5	2
226	перейти к	2	2
227	различия в	2	2
228	ко всем	4	2
229	на этот	4	2
230	и том	2	2
231	том же	5	2
232	известно что	2	2
233	есть в	3	2
234	которое мы	2	2
235	одном и	3	2
236	когда мы	6	2
237	в которой	7	2
238	не могли	5	2
239	в других	2	2
240	мы можем	9	2
