N	2gram	Voloshinov_1	Problemy
1	и в	19	43
2	и не	26	29
3	может быть	26	23
4	как бы	15	22
5	не может	24	18
6	в пределах	6	16
7	но и	8	14
8	как и	12	14
9	точки зрения	34	13
10	в этом	16	13
11	что он	2	13
12	в нем	10	12
13	слова и	3	12
14	в каждом	7	11
15	не в	5	11
16	по себе	4	11
17	не только	8	11
18	прежде всего	13	10
19	и на	4	10
20	но в	7	10
21	в его	6	10
22	как мы	13	10
23	никогда не	2	9
24	в большинстве	3	9
25	пределах одного	2	9
26	еще не	4	9
27	в сущности	3	9
28	он не	3	9
29	для него	9	8
30	лишь в	9	8
31	большинстве случаев	3	8
32	то же	7	8
33	с точки	20	8
34	и его	19	8
35	или в	2	8
36	слово в	3	8
37	до сих	8	7
38	в самом	10	7
39	в то	3	7
40	то что	8	7
41	сих пор	8	7
42	что же	4	7
43	а не	7	7
44	в другом	2	7
45	в том	6	6
46	при этом	8	6
47	в котором	3	6
48	к одному	4	6
49	и все	5	6
50	не как	2	6
51	так сказать	6	6
52	же время	3	5
53	все это	3	5
54	по отношению	3	5
55	таким образом	17	5
56	все эти	7	5
57	а в	4	5
58	рядом с	5	5
59	и с	2	5
60	бы в	2	5
61	к другому	3	5
62	вовсе не	5	5
63	о том	2	5
64	было бы	4	5
65	отношению к	2	5
66	самом деле	10	5
67	и он	2	5
68	в слове	10	5
69	в себе	2	5
70	не могут	3	4
71	сама по	2	4
72	что в	4	4
73	в своем	2	4
74	с другой	5	4
75	к тому	2	4
76	до конца	5	4
77	себе и	2	4
78	по мере	2	4
79	слово как	4	4
80	в направлении	7	4
81	должно быть	2	4
82	в результате	9	4
83	же и	2	4
84	человека в	2	4
85	так как	2	4
86	а как	3	4
87	более того	3	4
88	совершенно не	3	4
89	в своей	3	4
90	во всех	7	4
91	в отличие	5	4
92	там где	2	4
93	на этот	3	4
94	между ними	4	4
95	мы не	6	4
96	как раз	2	4
97	этот вопрос	5	4
98	речи и	3	4
99	только в	9	4
100	может стать	5	4
101	далеко не	4	4
102	и это	3	4
103	отличие от	5	4
104	слово может	2	4
105	не менее	4	3
106	должна быть	2	3
107	в отношении	4	3
108	в одной	2	3
109	переходим к	3	3
110	или иной	3	3
111	кроме того	6	3
112	но для	2	3
113	и следовательно	3	3
114	в виду	2	3
115	со всею	2	3
116	зрения и	2	3
117	и их	2	3
118	и только	2	3
119	и даже	2	3
120	и здесь	6	3
121	его в	3	3
122	между тем	3	3
123	но при	2	3
124	сознания и	3	3
125	если бы	2	3
126	в единстве	2	3
127	не знает	2	3
128	и к	3	3
129	в романе	2	3
130	того же	6	3
131	здесь в	3	3
132	она не	2	3
133	тот же	4	3
134	мы уже	2	3
135	в конкретном	2	3
136	за пределы	5	3
137	что и	2	3
138	все же	8	3
139	так и	11	3
140	только на	4	3
141	связи между	5	3
142	другой стороны	6	3
143	и для	11	3
144	той же	2	3
145	можно было	2	3
146	ничего не	6	3
147	слова как	7	3
148	тем что	2	3
149	могут быть	2	3
150	и ее	3	3
151	разобранные нами	2	3
152	он является	3	2
153	данной социальной	3	2
154	из этих	2	2
155	в конце	5	2
156	мысли и	4	2
157	вопрос о	4	2
158	его к	2	2
159	слова но	2	2
160	словом и	2	2
161	тем не	2	2
162	как же	4	2
163	ни в	2	2
164	как если	2	2
165	и как	3	2
166	но все	3	2
167	в узком	2	2
168	что такое	2	2
169	и является	2	2
170	ту же	2	2
171	в настоящее	6	2
172	и др	2	2
173	в нашу	3	2
174	целый ряд	3	2
175	здесь мы	4	2
176	того что	3	2
177	речь и	2	2
178	так же	7	2
179	в своих	2	2
180	от одного	3	2
181	сказать что	4	2
182	настоящее время	6	2
183	из них	3	2
184	как он	2	2
185	в первом	3	2
186	во всяком	5	2
187	ни было	10	2
188	вне его	4	2
189	и та	2	2
190	между собой	2	2
191	и всякое	2	2
192	и сознание	2	2
193	с этим	4	2
194	этом смысле	2	2
195	быть в	2	2
196	конечно в	2	2
197	одному знаменателю	2	2
198	в первой	2	2
199	у нас	2	2
200	и при	3	2
201	одна из	2	2
202	конечно не	5	2
203	конце концов	3	2
204	этого слова	2	2
205	на материале	8	2
206	на почве	6	2
207	не есть	3	2
208	и пр	12	2
209	в процессе	14	2
210	внутренней речи	9	2
211	быть и	3	2
212	бы и	2	2
213	как в	4	2
214	узком смысле	2	2
215	входит в	5	2
216	если мы	11	2
217	речи как	2	2
218	том что	3	2
219	что не	2	2
220	должны быть	3	2
221	и эта	4	2
222	хотя бы	5	2
223	в таком	2	2
224	нашей работы	3	2
225	мы можем	2	2
226	отношении к	4	2
