N	2gram	Tiupa_Hudo_2	formyVre
1	и в	28	46
2	в этом	13	22
3	прежде всего	3	14
4	и т	4	14
5	вовсе не	2	13
6	и его	5	12
7	только в	4	11
8	не только	11	11
9	т п	2	11
10	в том	15	10
11	как бы	5	10
12	точки зрения	2	10
13	но в	2	10
14	у него	5	9
15	не в	13	9
16	мы уже	3	9
17	вместе с	2	9
18	но и	9	9
19	и не	18	9
20	и для	2	9
21	как и	11	8
22	в его	11	8
23	жизни и	6	8
24	то же	6	8
25	того чтобы	4	8
26	для того	4	8
27	с точки	2	8
28	потому что	2	8
29	из них	2	8
30	в них	3	7
31	в одном	3	7
32	может быть	8	7
33	то что	6	7
34	так и	8	7
35	и на	3	7
36	никогда не	5	6
37	и все	7	6
38	при этом	11	6
39	как мы	2	6
40	еще не	3	6
41	его в	2	6
42	все же	2	6
43	все это	3	6
44	те же	2	6
45	человека в	4	6
46	в основе	2	6
47	и с	6	6
48	в частности	7	5
49	в своем	5	5
50	в то	6	5
51	но не	4	5
52	он не	4	5
53	в нем	3	5
54	что в	5	5
55	и у	2	5
56	место в	2	4
57	отнюдь не	2	4
58	жизни в	7	4
59	из этих	2	4
60	человека и	3	4
61	же время	4	4
62	с ним	7	4
63	том что	19	4
64	что они	4	4
65	есть и	3	4
66	в ряду	2	4
67	в котором	6	4
68	его жизни	5	4
69	в мире	7	4
70	как в	5	4
71	человеческой жизни	6	4
72	а не	14	4
73	и он	3	4
74	к себе	3	4
75	в себе	9	4
76	о том	12	4
77	и было	2	4
78	все его	3	4
79	не было	6	3
80	прежде чем	2	3
81	о чем	8	3
82	себя и	2	3
83	все они	3	3
84	не является	2	3
85	та же	2	3
86	что было	3	3
87	как уже	2	3
88	к тому	7	3
89	ему в	2	3
90	что он	8	3
91	как у	2	3
92	в качестве	4	3
93	для него	5	3
94	том как	2	3
95	в это	3	3
96	а также	2	3
97	что на	3	3
98	что и	4	3
99	отношение к	2	3
100	т д	2	3
101	и другие	5	3
102	уже не	10	3
103	а в	6	3
104	роль в	2	3
105	для других	3	3
106	тем что	6	3
107	в другом	2	3
108	же самое	3	3
109	в этих	3	3
110	на этом	2	2
111	только для	2	2
112	человек в	3	2
113	говорить о	2	2
114	характерно что	3	2
115	с другой	3	2
116	это не	6	2
117	они были	2	2
118	что все	3	2
119	в духе	2	2
120	или иной	2	2
121	можно сказать	6	2
122	о его	2	2
123	именно в	2	2
124	своей жизни	4	2
125	в этой	5	2
126	с такою	2	2
127	все что	3	2
128	между ними	2	2
129	она не	5	2
130	было бы	3	2
131	и к	2	2
132	наряду с	5	2
133	и о	4	2
134	если в	2	2
135	один из	2	2
136	сих пор	2	2
137	пародия на	4	2
138	жизни с	2	2
139	не может	4	2
140	здесь не	2	2
141	и только	2	2
142	с одной	3	2
143	у всех	3	2
144	в двух	2	2
145	лишь в	2	2
146	жизни как	5	2
147	так же	3	2
148	как на	2	2
149	рядом с	5	2
150	о смерти	3	2
151	в данном	2	2
152	то в	4	2
153	автора и	2	2
154	и от	2	2
155	самим собою	2	2
156	не могла	5	2
157	как он	3	2
158	и это	3	2
159	и становится	2	2
160	как это	7	2
161	до сих	2	2
