N	2gram	Vinokur_St_3	Istorich
1	и в	25	22
2	мы имеем	5	19
3	в этом	24	17
4	и т	8	16
5	т е	8	16
6	т д	2	15
7	что в	19	15
8	не только	12	14
9	но и	9	12
10	и не	10	12
11	и пр	13	11
12	может быть	19	11
13	в этих	11	11
14	или в	2	11
15	попадает в	3	11
16	еще не	2	10
17	таким образом	10	10
18	но в	5	10
19	что он	19	9
20	вместе с	2	9
21	в том	20	9
22	что они	2	8
23	с этим	7	8
24	том что	15	8
25	мы видим	4	8
26	как мы	2	8
27	другой стороны	5	7
28	с другой	5	7
29	к этому	3	7
30	но не	2	7
31	то что	12	7
32	уже не	3	7
33	и здесь	3	7
34	так как	3	7
35	связи с	3	6
36	в них	5	6
37	это не	7	6
38	что здесь	4	6
39	связь с	4	6
40	то и	2	6
41	а в	6	6
42	то же	5	6
43	в течение	4	6
44	а не	5	6
45	во время	3	6
46	ничего не	4	6
47	если бы	4	6
48	не менее	2	5
49	показывает что	3	5
50	тем не	2	5
51	так что	11	5
52	до сих	2	5
53	один из	2	5
54	все же	4	5
55	он не	5	5
56	того что	5	5
57	сих пор	2	5
58	к нему	4	5
59	могут быть	2	5
60	в некоторых	3	5
61	в этой	14	5
62	у нас	4	4
63	не в	6	4
64	только в	6	4
65	на этом	3	4
66	в свою	2	4
67	к ней	4	4
68	связано с	5	4
69	отношение к	4	4
70	и его	3	4
71	и на	6	4
72	можно найти	2	4
73	не может	7	4
74	но он	3	4
75	тем что	19	4
76	имеем в	2	4
77	все эти	3	4
78	и с	4	4
79	связана с	4	3
80	состоит в	4	3
81	что у	2	3
82	в одной	2	3
83	раньше чем	3	3
84	прежде всего	10	3
85	от них	2	3
86	к тому	2	3
87	и к	4	3
88	как и	4	3
89	но это	4	3
90	у него	9	3
91	было бы	7	3
92	на его	4	3
93	между прочим	3	3
94	не совсем	2	3
95	в его	12	3
96	никогда не	2	3
97	в целом	4	3
98	ее в	2	3
99	со стороны	3	3
100	должен был	2	3
101	в связи	3	3
102	на нее	2	3
103	и у	2	3
104	его не	2	3
105	сказать что	4	3
106	потому что	5	3
107	он и	2	3
108	и ее	2	3
109	из этих	6	3
110	в русской	6	3
111	о том	8	3
112	при помощи	2	3
113	если я	2	3
114	в чем	4	3
115	не было	4	2
116	все время	2	2
117	всех этих	3	2
118	с тем	4	2
119	независимо от	5	2
120	и др	4	2
121	вступают в	2	2
122	в жизни	4	2
123	говорит и	2	2
124	вовсе не	2	2
125	можно сказать	4	2
126	во всяком	4	2
127	ни в	5	2
128	но все	2	2
129	такой же	2	2
130	и более	3	2
131	но они	2	2
132	одна из	2	2
133	с одной	2	2
134	как в	6	2
135	в качестве	4	2
136	то время	4	2
137	одной стороны	3	2
138	но есть	2	2
139	например в	4	2
140	одного из	2	2
141	не мог	2	2
142	в ней	4	2
143	относится к	4	2
144	всяком случае	4	2
145	в котором	5	2
146	не имеет	2	2
147	вот тебе	2	2
148	царь и	3	2
149	и это	5	2
150	связан с	3	2
151	так и	5	2
152	в особенности	4	2
153	той же	2	2
154	здесь есть	2	2
155	и что	3	2
156	что не	2	2
157	и для	4	2
158	время как	4	2
159	а то	2	2
160	в которых	2	2
161	в русском	2	2
162	между тем	6	2
163	в виде	3	2
164	точки зрения	7	2
165	известно что	2	2
166	в другом	3	2
167	в то	7	2
168	утверждать что	2	2
169	на это	2	2
170	во многих	2	2
171	а также	4	2
172	что по	3	2
173	случае в	2	2
