N	3gram	Losev_Prob_2	Myshleni
1	в том что	4	17
2	заключается в том	2	7
3	для того чтобы	2	7
4	с самого начала	2	6
5	с одной стороны	5	5
6	можно было бы	2	5
7	тем не менее	12	5
8	в связи с	5	5
9	во всяком случае	10	4
10	это значит что	3	4
11	та или иная	2	3
12	о том что	14	3
13	сами по себе	2	3
14	на то что	4	3
15	с другой стороны	5	3
16	и той же	2	2
17	на первый план	3	2
18	и в этом	3	2
19	и то что	7	2
20	того или иного	5	2
21	само по себе	2	2
22	только в том	4	2
23	между знаком и	5	2
24	то что мы	7	2
25	не может быть	3	2
26	в этом смысле	5	2
27	одной и той	2	2
