N	2gram	Medvedev_V_1	Formalny
1	т е	18	32
2	и не	19	30
3	вовсе не	3	28
4	и в	26	27
5	может быть	22	25
6	не может	17	24
7	так и	5	21
8	и его	6	19
9	таким образом	31	18
10	в этом	26	18
11	а не	7	17
12	точки зрения	3	16
13	в нем	6	15
14	в процессе	16	15
15	то же	10	15
16	между ними	3	15
17	как и	7	14
18	не в	6	12
19	если бы	3	12
20	и от	3	11
21	в самом	4	11
22	в жизни	2	11
23	художественное произведение	5	11
24	и т	23	11
25	но и	10	10
26	не могут	7	10
27	лишь в	2	9
28	не только	25	9
29	так же	3	9
30	что в	10	8
31	в пределах	5	8
32	как бы	5	8
33	отнюдь не	3	8
34	то что	6	8
35	как раз	3	8
36	только в	7	8
37	не менее	2	7
38	в том	15	7
39	же время	5	7
40	все это	10	7
41	в искусстве	6	7
42	в то	6	7
43	его в	3	7
44	между тем	5	7
45	художественного произведения	6	7
46	с тем	3	7
47	в его	14	7
48	с другой	11	6
49	идеологического творчества	2	6
50	т д	14	6
51	все эти	6	6
52	в своих	2	6
53	бы в	3	6
54	но в	2	6
55	произведения как	5	6
56	произведения в	7	6
57	что он	4	6
58	еще не	2	6
59	было бы	7	6
60	действительности и	7	6
61	все же	5	6
62	в своей	4	6
63	хотя бы	19	6
64	и для	2	6
65	и ее	4	6
66	вместе с	7	6
67	никогда не	4	5
68	в каждом	2	5
69	зависимости от	5	5
70	что они	3	5
71	того чтобы	3	5
72	не является	5	5
73	и их	3	5
74	другой стороны	8	5
75	в ней	2	5
76	и формы	2	5
77	в результате	5	5
78	в художественном	10	5
79	в единстве	4	5
80	в зависимости	6	5
81	но не	2	5
82	и потому	2	5
83	т п	9	5
84	сводится к	3	5
85	тому как	2	5
86	связи с	4	5
87	так сказать	2	5
88	прежде всего	13	4
89	к тому	4	4
90	мы знаем	3	4
91	и как	3	4
92	для того	3	4
93	же и	2	4
94	мы видели	3	4
95	в целом	4	4
96	жизни и	3	4
97	в связи	3	4
98	они не	2	4
99	о том	10	4
100	как это	12	4
101	тогда когда	2	4
102	по себе	2	4
103	в ее	4	4
104	в романе	4	4
105	том что	8	4
106	она не	3	4
107	роль в	4	4
108	в слове	3	4
109	могут быть	5	4
110	подобно тому	2	4
111	же как	2	3
112	бы и	6	3
113	никаких оснований	2	3
114	тому что	6	3
115	это не	7	3
116	формы и	2	3
117	в конце	3	3
118	можно сказать	4	3
119	того что	3	3
120	одним из	5	3
121	не о	2	3
122	в виду	4	3
123	только то	2	3
124	этот процесс	2	3
125	по отношению	7	3
126	этом отношении	13	3
127	произведения и	7	3
128	в которых	3	3
129	не следует	8	3
130	их в	6	3
131	сказать что	5	3
132	он и	2	3
133	к его	2	3
134	от его	2	3
135	в них	4	3
136	художественном произведении	4	3
137	у нас	2	3
138	равно как	4	3
139	же самое	2	3
140	во всех	6	3
141	нет и	3	3
142	отношению к	7	3
143	ее в	4	3
144	реальной действительности	10	3
145	всех других	3	3
146	в себе	6	3
147	как от	2	3
148	и мир	3	2
149	человека и	3	2
150	главным образом	7	2
151	п в	3	2
152	или иной	2	2
153	всех этих	2	2
154	его от	2	2
155	в этой	4	2
156	является не	4	2
157	очевидно что	7	2
158	художественного творчества	18	2
159	как о	2	2
160	в последнем	2	2
161	смысле слова	2	2
162	в общем	2	2
163	но для	2	2
164	в котором	3	2
165	и др	9	2
166	отдельных элементов	2	2
167	он может	2	2
168	из них	9	2
169	от того	2	2
170	что она	2	2
171	отличается от	2	2
172	в своем	8	2
173	у них	2	2
174	и даже	2	2
175	в философии	4	2
176	действующих лиц	5	2
177	знаем что	2	2
178	чем же	4	2
179	из этих	7	2
180	как он	2	2
181	конце концов	2	2
182	том как	3	2
183	что ни	2	2
184	с его	3	2
185	видели что	3	2
186	только не	2	2
187	и художественное	3	2
188	к этому	9	2
189	из своих	2	2
190	нет никаких	2	2
191	стороны и	2	2
192	говорить о	2	2
193	одна из	4	2
194	говорит в	3	2
195	не об	2	2
196	в целях	2	2
197	вот как	4	2
198	в основном	5	2
199	даже в	5	2
200	должен быть	4	2
201	что и	3	2
202	из элементов	2	2
203	это только	4	2
204	бы не	2	2
205	в точном	2	2
206	это и	6	2
207	человека в	2	2
208	чтобы не	2	2
209	художественной структуры	2	2
210	ту же	2	2
211	познания и	4	2
212	самый факт	2	2
213	в области	2	2
