N	2gram	Bakhtin_Fr_8	StatiiOP
1	и в	56	29
2	том что	8	27
3	в том	13	27
4	в этом	14	21
5	но и	9	19
6	что в	5	19
7	не только	8	19
8	о том	4	17
9	что он	2	13
10	в его	18	13
11	то что	3	11
12	все это	8	11
13	в которой	4	11
14	таким образом	17	10
15	в своем	3	9
16	так и	13	9
17	и не	9	9
18	потому что	6	9
19	он не	5	9
20	как раз	2	8
21	но в	6	8
22	с тем	2	7
23	так например	2	7
24	в самом	9	7
25	в ней	4	7
26	в котором	2	7
27	в своей	2	7
28	вместе с	2	7
29	того как	2	7
30	для того	2	7
31	в одном	2	6
32	вовсе не	6	6
33	до сих	8	6
34	одним из	5	6
35	все же	2	6
36	того чтобы	4	6
37	и его	12	6
38	и на	7	6
39	прежде всего	6	5
40	в свет	3	5
41	в той	6	5
42	в качестве	4	5
43	было бы	2	5
44	как бы	11	5
45	своего рода	5	5
46	сих пор	8	5
47	а не	2	5
48	между тем	3	5
49	точки зрения	6	5
50	времени и	4	4
51	в частности	7	4
52	с другой	2	4
53	но с	2	4
54	к этому	2	4
55	того времени	4	4
56	в романе	21	4
57	не в	3	4
58	для него	2	4
59	кроме того	3	4
60	и к	4	4
61	и о	3	4
62	хотя и	2	4
63	в нем	8	4
64	дело в	2	4
65	в речи	2	4
66	действующих лиц	2	4
67	в другом	3	4
68	связи с	6	4
69	и с	8	4
70	своего времени	6	4
71	в известном	2	3
72	не был	4	3
73	на рубеже	3	3
74	что это	4	3
75	в этих	11	3
76	из нее	2	3
77	но он	3	3
78	в образе	3	3
79	что на	2	3
80	ни в	2	3
81	не мог	3	3
82	так что	3	3
83	но это	2	3
84	но не	5	3
85	до конца	11	3
86	одной из	3	3
87	например в	4	3
88	наконец в	4	3
89	никогда не	5	3
90	и даже	8	3
91	из них	2	3
92	другой стороны	2	3
93	самом деле	2	3
94	в их	3	3
95	не было	5	3
96	еще и	3	3
97	на самом	2	3
98	в году	3	3
99	ни одного	2	3
100	так же	2	3
101	связан с	2	3
102	и здесь	3	3
103	в эту	2	3
104	во многом	2	2
105	в отношении	5	2
106	во время	5	2
107	с его	5	2
108	ни было	2	2
109	и более	4	2
110	только не	2	2
111	и другие	5	2
112	если бы	2	2
113	и др	8	2
114	в них	11	2
115	с этой	2	2
116	для своего	2	2
117	в духе	4	2
118	связь с	3	2
119	как например	3	2
120	язык был	2	2
121	конечно в	2	2
122	что и	3	2
123	его как	2	2
124	он был	12	2
125	в ее	6	2
126	говорит о	2	2
127	не потому	2	2
128	как и	5	2
129	то ни	2	2
130	и как	2	2
131	в этой	6	2
132	другом месте	3	2
133	что они	2	2
134	в то	12	2
135	по своему	8	2
136	и сам	2	2
137	несмотря на	2	2
138	на его	6	2
139	может быть	3	2
140	первой части	3	2
141	и была	2	2
142	и потому	4	2
143	а также	3	2
144	даже в	4	2
145	только в	9	2
146	не могли	2	2
147	это были	5	2
148	бы то	2	2
149	литературного языка	4	2
150	также и	2	2
151	в некоторых	3	2
152	ни с	5	2
153	в процессе	5	2
154	дело не	2	2
155	или менее	2	2
156	не на	3	2
157	и самый	3	2
158	не может	2	2
159	в особенности	4	2
160	то же	11	2
161	все эти	15	2
162	у всех	2	2
163	при этом	4	2
164	там где	3	2
165	они не	5	2
166	более или	2	2
167	в значительной	2	2
168	с точки	2	2
169	и те	2	2
170	в данном	2	2
171	конечно и	3	2
172	в результате	5	2
173	сказать что	3	2
174	языка в	2	2
175	в каком	2	2
176	в себе	4	2
177	его в	2	2
178	почти все	2	2
179	так как	4	2
180	отметить что	2	2
181	в области	5	2
182	это очень	2	2
