N	2gram	Potebnia_M_1	Problema
1	и не	18	28
2	то есть	42	27
3	не только	21	24
4	только в	25	23
5	вовсе не	5	21
6	в том	26	20
7	и в	39	20
8	то что	10	15
9	потому что	52	15
10	у нас	2	14
11	было бы	12	14
12	но и	20	14
13	точки зрения	8	14
14	не в	15	13
15	даже и	2	13
16	не есть	10	12
17	в себе	13	12
18	том что	16	12
19	прежде всего	4	11
20	по себе	10	11
21	с точки	3	11
22	как будто	2	11
23	не менее	6	10
24	тем не	6	10
25	так и	13	10
26	и его	5	10
27	при помощи	2	10
28	может быть	27	9
29	есть нечто	4	9
30	и даже	4	9
31	в этом	15	9
32	если бы	14	8
33	таким образом	13	8
34	во всяком	3	8
35	и все	3	8
36	но в	9	8
37	с другой	7	7
38	это не	7	7
39	есть в	2	7
40	еще не	6	7
41	мы не	10	7
42	и потому	5	7
43	и тем	3	7
44	то же	6	7
45	а не	21	7
46	сказать что	3	7
47	и с	3	7
48	в ней	7	7
49	хотя бы	2	7
50	и без	3	6
51	и от	3	6
52	по крайней	2	6
53	а только	4	6
54	так что	16	6
55	для нас	9	6
56	как и	9	6
57	но это	5	6
58	есть не	2	6
59	при этом	6	6
60	крайней мере	2	6
61	но если	2	6
62	в виду	2	6
63	другой стороны	5	6
64	в одно	2	6
65	в таком	5	6
66	только при	2	6
67	в каком	6	6
68	и вообще	3	6
69	не существует	2	5
70	но не	8	5
71	каждый раз	4	5
72	хотя и	3	5
73	в нем	20	5
74	в смысле	4	5
75	и если	2	5
76	и о	2	5
77	жизни и	2	5
78	вместе с	8	5
79	как в	10	5
80	так же	5	5
81	то и	7	5
82	не может	22	5
83	в них	3	5
84	так как	21	5
85	если мы	3	5
86	уже не	2	5
87	когда мы	2	5
88	или в	2	5
89	в этих	7	5
90	ничего общего	2	5
91	о том	2	5
92	времени и	2	4
93	с тем	5	4
94	и есть	2	4
95	или даже	3	4
96	и для	5	4
97	и во	3	4
98	в одном	8	4
99	бы даже	2	4
100	в самой	3	4
101	в этой	3	4
102	тем самым	4	4
103	только не	2	4
104	несмотря на	5	4
105	в своей	3	4
106	никак не	2	4
107	как бы	6	4
108	тем более	2	4
109	не имеет	5	4
110	и т	6	4
111	же в	2	4
112	во всех	5	4
113	и только	2	4
114	с этим	7	4
115	в разных	2	4
116	а в	5	4
117	что не	10	4
118	в то	4	4
119	с ним	3	4
120	к тому	4	3
121	и более	2	3
122	независимо от	6	3
123	для всех	5	3
124	были бы	3	3
125	все они	2	3
126	если не	2	3
127	точно так	11	3
128	в жизни	3	3
129	этом смысле	4	3
130	слова но	2	3
131	и стремление	2	3
132	как мы	2	3
133	все в	2	3
134	для него	4	3
135	и как	6	3
136	но все	2	3
137	в начале	2	3
138	связи с	3	3
139	в истории	7	3
140	на себе	2	3
141	между прочим	2	3
142	в его	5	3
143	не так	3	3
144	только для	3	3
145	то это	5	3
146	что и	6	3
147	что в	22	3
148	в своем	3	3
149	т д	4	3
150	не было	4	3
151	и другое	3	3
152	для того	3	3
153	что мы	4	3
154	что понятие	3	3
155	понятия и	3	3
156	тем что	9	3
157	но как	3	3
158	в сознании	3	3
159	мы должны	3	3
160	явлений и	3	3
161	нет ничего	2	3
162	из этого	2	3
163	если и	2	3
164	мы можем	2	3
165	от нас	2	2
166	по этому	2	2
167	из себя	5	2
168	однако в	4	2
169	что во	2	2
170	для этого	2	2
171	столь же	3	2
172	то он	2	2
173	еще только	2	2
174	в понятии	2	2
175	общество и	2	2
176	была бы	2	2
177	на все	2	2
178	представить себе	3	2
179	для себя	3	2
180	стороны и	2	2
181	что именно	2	2
182	сама по	3	2
183	о которых	2	2
184	находятся в	3	2
185	то в	5	2
186	заключается в	3	2
187	а его	3	2
188	слова то	2	2
189	не что	2	2
190	для них	2	2
191	и может	2	2
192	том как	3	2
193	что это	3	2
194	в самом	3	2
195	за пределы	2	2
196	как предмет	2	2
197	ни одна	2	2
198	между собою	6	2
199	он не	3	2
200	к ней	2	2
201	относится к	3	2
202	никто не	3	2
203	не могли	2	2
204	все же	6	2
205	с ее	2	2
206	не будет	2	2
207	в сравнении	3	2
208	бы быть	4	2
209	для всякого	2	2
210	только на	3	2
211	и притом	4	2
212	там же	9	2
213	чтобы не	2	2
214	и что	10	2
215	того чтобы	2	2
216	ни было	2	2
217	только что	2	2
218	и по	6	2
219	есть только	11	2
220	друг друга	5	2
221	в других	2	2
222	сравнении с	2	2
223	а вместе	3	2
224	что к	2	2
225	то мы	2	2
226	в человеческом	2	2
227	что иное	2	2
228	и то	3	2
229	за ним	2	2
230	во всем	4	2
231	и это	3	2
232	дело в	2	2
233	том смысле	4	2
234	в которой	2	2
235	того же	3	2
236	и понятия	2	2
237	иное как	2	2
238	это будет	2	2
239	понятие которое	2	2
240	еще более	2	2
