N	2gram	Propp_Isto_1	Psycholo
1	то что	9	37
2	и в	28	30
3	в том	9	27
4	что в	12	24
5	и что	10	23
6	потому что	4	23
7	том что	7	21
8	таким образом	8	20
9	как бы	2	19
10	что он	10	17
11	на то	4	17
12	если мы	3	16
13	и мы	2	16
14	не только	12	16
15	в этом	8	14
16	так же	7	13
17	как раз	2	13
18	одной стороны	4	12
19	вместе с	6	12
20	с одной	4	12
21	если бы	8	11
22	может быть	25	11
23	что мы	7	11
24	о том	9	10
25	никогда не	14	9
26	с другой	6	9
27	для этого	3	9
28	мы увидим	10	9
29	и когда	2	9
30	не может	15	9
31	увидим что	5	9
32	сказать что	5	9
33	так как	6	9
34	с тем	4	8
35	что это	8	8
36	мы имеем	13	8
37	он должен	2	8
38	к тому	6	8
39	не в	9	8
40	а не	15	8
41	при этом	3	8
42	того что	4	8
43	мы видим	11	8
44	могут быть	4	8
45	по себе	3	7
46	в нем	2	7
47	и как	2	7
48	зависимости от	2	7
49	но не	5	7
50	все же	10	7
51	и т	25	7
52	то же	12	7
53	как это	3	7
54	в основе	4	7
55	ясно что	2	6
56	в зависимости	2	6
57	в своем	5	6
58	что она	5	6
59	именно в	3	6
60	как и	4	6
61	что если	2	6
62	и если	2	6
63	и тем	2	6
64	и для	4	6
65	но и	10	6
66	и не	9	6
67	и его	3	6
68	или в	5	6
69	и здесь	7	6
70	тем что	3	6
71	как будто	4	6
72	когда мы	2	6
73	на этом	3	6
74	дело с	2	5
75	по этому	2	5
76	в целом	2	5
77	как мы	3	5
78	и потому	2	5
79	в этой	6	5
80	что они	5	5
81	еще не	7	5
82	до сих	5	5
83	было бы	7	5
84	был бы	2	5
85	когда он	6	5
86	один из	4	5
87	сих пор	5	5
88	другой стороны	5	5
89	а с	2	5
90	именно на	2	5
91	о смерти	6	5
92	в себе	2	5
93	но в	8	5
94	только в	11	5
95	же самое	3	5
96	ответ на	2	5
97	бы в	2	5
98	материала и	2	5
99	в частности	2	4
100	этот вопрос	7	4
101	прежде всего	10	4
102	то это	3	4
103	говорит о	2	4
104	указывает на	2	4
105	именно это	2	4
106	мысль о	2	4
107	в ней	7	4
108	в его	5	4
109	не есть	2	4
110	исходит из	3	4
111	этому поводу	2	4
112	а в	7	4
113	там где	4	4
114	из которых	3	4
115	действия и	3	4
116	могли бы	3	4
117	должен был	3	4
118	не можем	3	4
119	чем это	4	3
120	не существует	2	3
121	не могут	2	3
122	что герой	9	3
123	и другие	4	3
124	была бы	2	3
125	бы мы	2	3
126	обстоит дело	4	3
127	хотя бы	4	3
128	это не	7	3
129	не как	3	3
130	к этому	2	3
131	вовсе не	2	3
132	вопрос о	5	3
133	показывает что	3	3
134	самого начала	2	3
135	видим что	9	3
136	эти две	2	3
137	для нас	13	3
138	об этом	4	3
139	с самого	2	3
140	так что	4	3
141	одна из	2	3
142	что здесь	5	3
143	для него	2	3
144	тот же	2	3
145	друг с	4	3
146	он не	2	3
147	и между	2	3
148	в ее	2	3
149	что и	6	3
150	так и	9	3
151	со стороны	2	3
152	как в	2	3
153	в их	3	3
154	так например	6	3
155	так в	4	3
156	и только	2	3
157	т д	22	3
158	героя в	5	3
159	с другом	3	3
160	на этот	2	3
161	по его	2	3
162	мы не	10	3
163	можно было	5	3
164	в силу	5	3
165	и на	4	3
166	мы нашли	2	3
167	в другом	3	3
168	мы должны	13	3
169	в этих	7	3
170	мы сейчас	2	3
171	образом мы	2	3
172	что от	2	2
173	перед нами	3	2
174	ни один	6	2
175	мы получим	2	2
176	же как	2	2
177	связи с	4	2
178	он в	2	2
179	оно в	2	2
180	между собой	4	2
181	с этим	4	2
182	должны будем	4	2
183	в одном	5	2
184	их не	2	2
185	на первый	2	2
186	мы знаем	4	2
187	нас не	3	2
188	а затем	2	2
189	по существу	5	2
190	но все	4	2
191	должна быть	5	2
192	не дает	2	2
193	что их	2	2
194	или на	3	2
195	нет в	2	2
196	том чтобы	2	2
197	с героем	2	2
198	в качестве	5	2
199	же обстоит	2	2
200	еще в	2	2
201	в котором	3	2
202	должен быть	3	2
203	но мы	2	2
204	не с	3	2
205	еще один	2	2
206	с той	2	2
207	из них	3	2
208	представляют собой	6	2
209	во всех	2	2
210	отношения к	2	2
211	в форме	3	2
212	мы хотим	2	2
213	находится в	4	2
214	все это	4	2
215	по отношению	3	2
216	в отличие	2	2
217	того как	3	2
218	и вот	2	2
219	приводит к	2	2
220	и другое	2	2
221	и даже	4	2
222	и он	3	2
223	между ними	2	2
224	есть только	3	2
225	должно быть	2	2
226	отличие от	2	2
227	время как	3	2
228	то здесь	2	2
229	ничего не	2	2
230	и с	4	2
231	само по	2	2
232	во всем	3	2
233	в то	3	2
234	не знает	5	2
235	с несомненностью	2	2
236	как он	2	2
237	все эти	4	2
238	дело в	3	2
239	из этого	2	2
240	почти не	3	2
241	же не	3	2
242	связь между	3	2
