N	2gram	Nazirov_Tv_2	Myshleni
1	в том	8	28
2	и в	20	28
3	то что	3	28
4	в этом	8	27
5	потому что	7	22
6	не может	7	19
7	том что	4	19
8	таким образом	10	18
9	что он	6	18
10	только в	2	18
11	что в	7	17
12	не только	13	16
13	так же	5	15
14	может быть	8	13
15	и не	9	11
16	как бы	11	11
17	но и	8	10
18	по отношению	3	10
19	так как	3	10
20	но не	5	10
21	отношению к	3	10
22	в процессе	2	9
23	никогда не	11	8
24	в самом	3	8
25	еще не	5	8
26	тем самым	4	8
27	тем что	3	8
28	показывает что	4	7
29	если бы	4	7
30	в нем	3	7
31	и других	2	7
32	мы видим	4	7
33	как известно	2	7
34	он не	3	7
35	вместе с	3	7
36	то же	7	7
37	в которой	2	7
38	же как	3	6
39	так что	2	6
40	и что	2	6
41	для него	3	6
42	в то	10	6
43	его в	3	6
44	как и	6	6
45	так и	6	6
46	приводит к	2	6
47	мы не	4	6
48	в чем	4	6
49	это не	7	5
50	по самой	3	5
51	в свете	3	5
52	и на	5	5
53	но в	4	5
54	думается что	2	5
55	том же	2	5
56	могут быть	2	5
57	в этой	5	5
58	не могли	2	5
59	я не	2	4
60	именно в	6	4
61	в частности	2	4
62	что на	2	4
63	не в	4	4
64	например в	5	4
65	на этот	2	4
66	но если	2	4
67	к жизни	2	4
68	друг друга	2	4
69	в одной	3	4
70	самой своей	3	4
71	как по	2	4
72	в себе	3	4
73	за собой	4	3
74	зависит от	2	3
75	все время	2	3
76	при этом	8	3
77	на его	4	3
78	хотя и	4	3
79	в целом	6	3
80	в их	3	3
81	и только	2	3
82	и по	2	3
83	действия и	2	3
84	в своих	3	3
85	в основе	2	3
86	начинается с	2	3
87	в плане	3	3
88	до сих	3	3
89	один из	3	3
90	в его	10	3
91	сих пор	3	3
92	как в	4	3
93	к анализу	2	3
94	а не	6	3
95	и его	9	3
96	этот вопрос	3	3
97	не менее	2	2
98	он сам	3	2
99	казалось бы	3	2
100	точку зрения	2	2
101	с другой	2	2
102	с этой	3	2
103	в конце	6	2
104	прежде всего	8	2
105	но это	5	2
106	самом деле	2	2
107	в пользу	3	2
108	одним из	3	2
109	и от	4	2
110	в котором	3	2
111	и др	3	2
112	из них	2	2
113	этот факт	2	2
114	все это	6	2
115	другой стороны	2	2
116	другом в	2	2
117	все эти	4	2
118	и наконец	2	2
119	с ними	2	2
120	в которых	3	2
121	известно что	2	2
122	что у	4	2
123	с ним	3	2
124	если он	5	2
125	у него	6	2
126	в такой	2	2
127	в одном	2	2
128	у нас	2	2
129	более того	2	2
130	видим в	2	2
131	в своей	6	2
132	из этого	2	2
133	все же	5	2
134	когда он	4	2
135	а в	4	2
136	на ней	2	2
137	с другими	2	2
138	что я	2	2
139	к которому	2	2
140	и вообще	2	2
141	что они	4	2
