N	2gram	Vygotskiy__1	StatiiOP
1	и в	23	44
2	в том	24	36
3	что в	14	30
4	том что	21	29
5	в этом	17	21
6	вовсе не	3	19
7	то что	17	18
8	не только	16	18
9	было бы	4	17
10	а в	2	17
11	о том	6	17
12	и не	9	16
13	а не	3	16
14	может быть	14	15
15	в данном	2	14
16	в области	3	14
17	как в	4	13
18	можно было	3	13
19	не в	4	12
20	в этой	7	11
21	самом деле	3	11
22	того чтобы	17	11
23	точки зрения	26	11
24	ясно что	2	10
25	для того	15	10
26	что он	7	10
27	но и	14	10
28	но в	5	10
29	только в	6	10
30	в отношении	10	9
31	с другой	10	9
32	если бы	5	9
33	в то	7	9
34	как и	14	9
35	того что	15	9
36	так и	5	9
37	в его	14	9
38	во всех	3	8
39	все же	3	8
40	не может	12	8
41	и его	6	8
42	с точки	18	8
43	я не	3	7
44	прежде всего	10	7
45	в самом	7	7
46	на эти	3	7
47	сих пор	4	7
48	до сих	4	7
49	другой стороны	9	7
50	таким образом	26	7
51	этом отношении	4	7
52	сказать что	11	7
53	что они	3	7
54	потому что	6	6
55	из этих	3	6
56	для него	2	6
57	в своей	4	6
58	данном случае	2	6
59	именно в	6	6
60	во всяком	3	6
61	дело в	2	6
62	хотя бы	4	6
63	всяком случае	3	6
64	никогда не	2	5
65	такой же	3	5
66	так же	16	5
67	что мы	5	5
68	в котором	4	5
69	в целом	20	5
70	жизни и	2	5
71	все это	6	5
72	той же	2	5
73	то же	8	5
74	и даже	2	5
75	в слове	2	5
76	в которых	3	5
77	и то	3	5
78	тем что	6	5
79	могут быть	3	5
80	все эти	4	5
81	так как	7	5
82	там где	2	5
83	на вопрос	2	4
84	в основу	2	4
85	речь идет	2	4
86	что это	3	4
87	в частности	2	4
88	столь же	6	4
89	что она	4	4
90	представление о	2	4
91	вопрос о	7	4
92	мы находим	3	4
93	бы и	2	4
94	в ее	2	4
95	же время	2	4
96	но все	2	4
97	тем более	5	4
98	и что	5	4
99	в качестве	9	4
100	как раз	4	4
101	как бы	11	4
102	на то	5	4
103	в новом	3	4
104	что у	2	4
105	заключается в	8	4
106	не имеет	2	4
107	этот вопрос	3	4
108	как это	2	4
109	в которой	3	4
110	в основе	8	3
111	а с	4	3
112	этой главы	2	3
113	тому что	5	3
114	поэтому в	2	3
115	точку зрения	2	3
116	для себя	4	3
117	в какой	5	3
118	и я	2	3
119	и с	9	3
120	с этой	6	3
121	не является	9	3
122	в конце	2	3
123	этих двух	3	3
124	ни в	4	3
125	об этом	3	3
126	же как	6	3
127	но не	4	3
128	даже в	2	3
129	должен быть	4	3
130	и тем	6	3
131	отношению к	7	3
132	по отношению	7	3
133	в виде	2	3
134	что для	5	3
135	с одной	8	3
136	что оно	3	3
137	в двух	2	3
138	лишь в	6	3
139	говорит что	4	3
140	на этот	3	3
141	в чем	4	3
142	в результате	4	3
143	к сожалению	2	3
144	в каком	3	3
145	в другом	7	3
146	вопроса о	2	3
147	ответ на	3	3
148	если это	2	3
149	между тем	9	3
150	с этим	6	3
151	может не	3	2
152	что все	4	2
153	уже в	3	2
154	всех этих	2	2
155	в этих	2	2
156	в своем	3	2
157	превращается в	3	2
158	в наших	3	2
159	в такой	3	2
160	точно и	2	2
161	смысле этого	3	2
162	бы что	2	2
163	по существу	4	2
164	идет о	2	2
165	каждого из	2	2
166	и более	5	2
167	если не	3	2
168	при этом	4	2
169	то время	5	2
170	что с	2	2
171	она не	3	2
172	одной стороны	9	2
173	со всеми	2	2
174	несмотря на	2	2
175	в сущности	6	2
176	за пределы	2	2
177	и потому	2	2
178	этого слова	4	2
179	убедиться в	4	2
180	в первом	2	2
181	ответа на	2	2
182	можно назвать	2	2
183	в первую	3	2
184	отношения к	3	2
185	на него	2	2
186	и речи	38	2
187	первую очередь	3	2
188	что как	2	2
189	занимает в	2	2
190	целый ряд	4	2
191	для этого	5	2
192	начиная с	2	2
193	оба эти	3	2
194	из того	5	2
195	в пользу	4	2
196	тем самым	5	2
197	он должен	2	2
198	другом месте	6	2
199	и те	2	2
200	на которой	2	2
201	мы не	7	2
202	ничего не	3	2
203	что этот	2	2
204	в своих	5	2
205	их в	4	2
206	от этого	2	2
207	одно из	2	2
208	он не	5	2
209	что эта	2	2
210	в себе	6	2
211	говорить о	2	2
212	по своей	5	2
213	о котором	2	2
214	в равной	2	2
215	и все	5	2
216	и это	3	2
217	нас сейчас	2	2
218	свою собственную	2	2
219	время как	4	2
220	равной мере	2	2
