N	2gram	Voloshinov_1	Problema
1	в его	2	43
2	и не	10	42
3	и в	12	38
4	и проч	3	28
5	не может	16	27
6	может быть	14	26
7	как бы	13	22
8	по отношению	11	21
9	в художественном	3	20
10	отнюдь не	5	19
11	отношению к	11	19
12	и с	3	17
13	к содержанию	6	17
14	и его	13	16
15	в нем	6	15
16	в этом	4	15
17	независимо от	2	13
18	прежде всего	8	13
19	только в	6	13
20	художественного творчества	3	12
21	за пределы	4	12
22	но не	2	12
23	ни в	3	11
24	к материалу	4	11
25	художественного произведения	7	11
26	и для	3	11
27	к нему	4	10
28	отношение к	4	10
29	таким образом	12	10
30	в поэзии	3	9
31	художественной формы	5	9
32	но и	3	9
33	его в	4	9
34	не только	4	9
35	место в	2	8
36	в том	6	8
37	и др	5	8
38	точки зрения	14	8
39	то что	5	8
40	художественное произведение	3	8
41	что в	2	7
42	с другой	4	7
43	с помощью	6	7
44	не в	4	7
45	как форма	2	7
46	в самом	4	7
47	но отнюдь	2	7
48	между тем	3	7
49	как и	5	7
50	еще не	3	7
51	в своей	3	7
52	в пределах	3	6
53	не к	3	6
54	содержания и	2	6
55	и наконец	3	6
56	в психике	2	6
57	не есть	2	6
58	все же	4	6
59	дело с	2	6
60	самом деле	3	6
61	с точки	2	6
62	мы можем	2	6
63	там где	2	6
64	ничего не	2	6
65	то же	5	5
66	все они	2	5
67	в своем	2	5
68	это не	2	5
69	формы и	3	5
70	в содержание	3	5
71	при этом	6	5
72	имеет место	2	5
73	никогда не	5	5
74	все эти	3	5
75	форму в	2	5
76	с ним	3	5
77	в них	3	5
78	художественном произведении	3	5
79	и созерцателя	3	5
80	со словом	2	5
81	конечно не	3	5
82	так и	4	5
83	а не	5	5
84	форму как	2	5
85	тем как	2	5
86	быть только	2	5
87	могут быть	2	5
88	должна быть	5	4
89	не менее	3	4
90	в нашем	11	4
91	не должна	3	4
92	на самом	4	4
93	в ней	6	4
94	известной степени	2	4
95	в виду	5	4
96	другой стороны	2	4
97	данном случае	2	4
98	в форме	2	4
99	от всех	2	4
100	сказать что	7	4
101	в то	2	4
102	о том	3	4
103	и потому	2	4
104	но в	5	4
105	перестает быть	2	4
106	но конечно	2	4
107	каждый момент	2	4
108	относится к	2	4
109	как в	5	4
110	что не	4	4
111	между ними	2	4
112	хотя бы	5	4
113	в данном	2	4
114	более того	2	4
115	в себе	3	4
116	здесь не	3	4
117	художественную форму	6	4
118	как только	2	3
119	себя и	2	3
120	то ни	3	3
121	на материале	2	3
122	слова но	2	3
123	тем не	3	3
124	его как	2	3
125	да и	3	3
126	но это	2	3
127	кроме того	2	3
128	одной стороны	2	3
129	искусства и	2	3
130	точка зрения	3	3
131	все это	3	3
132	за его	2	3
133	с одной	2	3
134	и на	4	3
135	ни было	4	3
136	если бы	9	3
137	произведение и	2	3
138	как форму	2	3
139	и все	2	3
140	ясно что	3	3
141	и к	4	3
142	в событии	2	3
143	поэтического произведения	3	3
144	том что	5	3
145	бы то	3	3
146	может стать	2	3
147	мы в	2	3
148	он не	2	3
149	оно не	2	3
150	на него	2	3
151	связь с	2	3
152	и содержания	2	3
153	с другими	2	3
154	слова и	6	3
155	едва ли	2	3
156	творца и	7	3
157	и другие	2	2
158	в этих	2	2
159	материала и	4	2
160	в какой	2	2
161	была бы	2	2
162	моментом содержания	2	2
163	можно сказать	5	2
164	но зато	2	2
165	оценок и	2	2
166	момент формы	2	2
167	и пр	3	2
168	довлеет себе	2	2
169	совпадает с	2	2
170	в котором	3	2
171	и значение	2	2
172	как к	3	2
173	в особенности	2	2
174	в словесном	2	2
175	и что	2	2
176	произведения и	3	2
177	того что	3	2
178	и те	2	2
179	и здесь	2	2
180	нуждается в	3	2
181	к его	2	2
182	же самое	2	2
183	нашем примере	7	2
184	можем сказать	2	2
185	как это	2	2
186	мы имеем	2	2
187	слово в	3	2
188	с его	2	2
189	и более	3	2
190	находит свое	3	2
191	он должен	3	2
192	к этому	2	2
193	а к	2	2
194	и оценки	2	2
195	она не	2	2
196	в корне	2	2
197	в некоторых	3	2
198	что и	2	2
199	не остается	2	2
200	бы не	2	2
201	эти моменты	2	2
202	в себя	2	2
203	форму и	2	2
204	и ее	3	2
205	и вообще	3	2
206	дело в	4	2
207	со всех	2	2
208	в чем	2	2
209	не довлеет	2	2
