N	2gram	Losev_Prob_4	Stilisti
1	и в	20	42
2	как бы	4	27
3	не только	24	27
4	прежде всего	11	22
5	хотя бы	7	17
6	но и	14	15
7	то же	7	15
8	и не	28	14
9	может быть	9	12
10	не может	5	12
11	точки зрения	14	11
12	как и	6	11
13	и как	3	10
14	что мы	3	10
15	мы должны	3	10
16	отнюдь не	10	10
17	как мы	3	10
18	в этом	9	10
19	при этом	6	9
20	в то	4	9
21	то что	15	9
22	для того	3	9
23	мы не	7	9
24	все же	2	8
25	в ней	7	8
26	таким образом	8	8
27	с тем	4	8
28	тем самым	4	8
29	в себе	12	8
30	и это	2	8
31	зависимости от	3	7
32	и от	6	7
33	и тем	7	7
34	и на	3	7
35	потому что	15	7
36	так как	5	7
37	с его	2	7
38	в зависимости	3	7
39	было бы	14	7
40	а не	7	7
41	того чтобы	2	7
42	и его	10	7
43	мы можем	3	7
44	только в	23	7
45	в которой	2	7
46	другими словами	3	6
47	или иной	13	6
48	не в	13	6
49	в этой	4	6
50	на его	2	6
51	в конце	2	6
52	когда мы	5	6
53	в нем	5	6
54	во всех	4	6
55	так и	10	6
56	в области	3	6
57	уже в	4	5
58	независимо от	3	5
59	в нашем	12	5
60	и является	3	5
61	не является	10	5
62	а в	4	5
63	и с	7	5
64	и наконец	4	5
65	же самое	6	5
66	того или	3	5
67	как это	3	5
68	в сознании	3	5
69	или иного	3	5
70	в его	3	5
71	вместе с	5	5
72	в той	8	5
73	с точки	11	5
74	все время	2	4
75	что это	2	4
76	и без	6	4
77	само собой	3	4
78	не просто	16	4
79	что именно	2	4
80	можно сказать	5	4
81	к тому	3	4
82	но все	3	4
83	в качестве	10	4
84	в самом	2	4
85	той или	14	4
86	все это	9	4
87	так же	5	4
88	о том	5	4
89	его в	2	4
90	но в	8	4
91	не существует	5	4
92	если бы	8	4
93	были бы	3	4
94	не что	2	4
95	и к	3	4
96	у нас	14	4
97	себя в	2	4
98	если мы	5	4
99	к своему	2	4
100	уже не	5	4
101	самом деле	3	4
102	можно было	4	4
103	и то	2	4
104	то есть	27	4
105	в разных	4	3
106	до того	2	3
107	перед нами	13	3
108	это не	7	3
109	слова но	3	3
110	для нас	6	3
111	здесь мы	3	3
112	хотя и	5	3
113	в котором	2	3
114	представить себе	2	3
115	не к	2	3
116	из них	3	3
117	жизни и	5	3
118	и даже	9	3
119	не так	3	3
120	сказать что	7	3
121	в начале	3	3
122	ни на	3	3
123	в виду	6	3
124	то он	2	3
125	и все	8	3
126	в одном	4	3
127	если он	2	3
128	этом мы	2	3
129	об этом	6	3
130	в ее	5	3
131	том что	12	3
132	еще не	7	3
133	конечно не	3	3
134	как предмет	2	3
135	тех или	4	3
136	мы ни	2	3
137	нет и	2	3
138	что и	3	3
139	не будет	2	3
140	да и	5	3
141	только на	2	3
142	на самом	5	3
143	если не	3	3
144	и для	4	3
145	то мы	2	3
146	связи с	3	3
147	бы и	3	2
148	в частности	2	2
149	но даже	4	2
150	в какой	4	2
151	или даже	4	2
152	иное как	2	2
153	человека в	3	2
154	в том	20	2
155	тому же	2	2
156	тот или	2	2
157	но это	6	2
158	времени и	4	2
159	для него	3	2
160	в пределах	2	2
161	несмотря на	4	2
162	себе и	3	2
163	что перед	2	2
164	в этих	5	2
165	не говоря	3	2
166	для всякого	2	2
167	в связи	3	2
168	в отношении	4	2
169	не было	3	2
170	еще и	3	2
171	все эти	16	2
172	но эта	2	2
173	и больше	2	2
174	либо в	2	2
175	также и	13	2
176	даже и	13	2
177	что иное	2	2
178	нет ничего	3	2
179	и ни	5	2
180	мы имеем	6	2
181	в жизни	3	2
182	ни к	2	2
183	для них	2	2
184	для всех	3	2
185	однако в	2	2
186	между собой	2	2
187	с этим	4	2
188	себе в	3	2
189	с собой	3	2
190	ясно что	7	2
191	или иных	3	2
192	что он	8	2
193	есть не	6	2
194	при условии	2	2
195	самое время	2	2
196	но не	5	2
197	по своему	6	2
198	тот же	2	2
199	одной из	4	2
200	и когда	2	2
201	и потому	7	2
202	и этот	3	2
203	не есть	12	2
204	в своей	4	2
205	с ней	2	2
206	как в	5	2
207	здесь не	7	2
208	в значительной	2	2
209	из которых	3	2
210	и он	2	2
211	к нему	3	2
212	с ним	4	2
213	или в	5	2
214	тем что	3	2
215	в каком	6	2
216	и вообще	6	2
