N	2gram	Voloshinov_1	KulturaY
1	и в	15	23
2	точки зрения	13	23
3	в том	4	22
4	не только	5	17
5	было бы	6	16
6	в этом	13	16
7	с точки	10	16
8	в области	3	14
9	может быть	13	14
10	самом деле	7	14
11	что в	6	13
12	в самом	6	13
13	не менее	3	12
14	потому что	4	12
15	том что	5	11
16	а не	2	11
17	того что	2	11
18	в его	9	11
19	того чтобы	2	11
20	у нас	3	10
21	и не	16	10
22	прежде всего	11	9
23	тем не	2	9
24	еще не	7	9
25	хотя бы	7	9
26	таким образом	21	9
27	так как	9	9
28	если бы	3	8
29	зависимости от	2	8
30	до сих	3	8
31	сих пор	3	8
32	уже не	5	8
33	как на	3	8
34	в нашем	3	7
35	если мы	5	7
36	слова и	2	7
37	в зависимости	2	7
38	те же	4	7
39	и что	3	7
40	должно быть	2	7
41	в данном	3	7
42	сказать что	6	7
43	все эти	9	7
44	для этого	4	6
45	по себе	2	6
46	что и	2	6
47	что он	8	6
48	тот же	5	6
49	при этом	7	6
50	так и	10	6
51	не может	13	6
52	то же	7	6
53	с помощью	9	6
54	могут быть	6	6
55	только в	6	6
56	ничего не	2	6
57	что же	4	5
58	я не	3	5
59	не могут	3	5
60	и есть	2	5
61	вовсе не	2	5
62	как и	6	5
63	не в	4	5
64	совершенно не	2	5
65	что она	2	5
66	как бы	11	5
67	все же	5	5
68	не будем	2	5
69	от того	3	5
70	как мы	10	5
71	а в	6	5
72	но это	2	5
73	из этих	4	5
74	далеко не	4	5
75	в первом	2	5
76	в чем	4	5
77	тому что	3	4
78	один из	4	4
79	в целом	2	4
80	в своей	9	4
81	и о	3	4
82	в ее	4	4
83	то что	10	4
84	данном случае	3	4
85	что значит	2	4
86	как в	3	4
87	как раз	2	4
88	в своем	2	4
89	не было	4	4
90	о них	2	4
91	что такое	3	4
92	в таком	3	4
93	между тем	2	4
94	что это	3	3
95	отнюдь не	2	3
96	это не	2	3
97	формы и	2	3
98	на самом	2	3
99	именно в	3	3
100	к тому	4	3
101	и к	7	3
102	в отношении	2	3
103	ни в	6	3
104	мы видели	5	3
105	но не	5	3
106	по поводу	2	3
107	он не	4	3
108	но если	2	3
109	только то	3	3
110	отношение к	7	3
111	время в	2	3
112	в процессе	4	3
113	но и	4	3
114	на него	4	3
115	по отношению	11	3
116	и содержание	3	3
117	и вот	6	3
118	мы не	4	3
119	они не	2	3
120	в ней	5	3
121	и пр	9	3
122	и с	7	3
123	бы и	2	3
124	той же	2	3
125	нас в	2	3
126	сам по	2	3
127	в каком	3	3
128	в то	6	3
129	и только	4	3
130	она не	2	3
131	мы должны	7	3
132	отметить что	2	3
133	я и	6	3
134	так сказать	3	2
135	учение о	2	2
136	или иное	2	2
137	все это	5	2
138	но все	2	2
139	в каком-либо	2	2
140	все они	2	2
141	точку зрения	4	2
142	в одном	3	2
143	что все	5	2
144	в условиях	3	2
145	главным образом	4	2
146	можно сказать	4	2
147	материал для	2	2
148	в дальнейшем	2	2
149	и при	3	2
150	в различных	2	2
151	смысле слова	2	2
152	и тот	2	2
153	в качестве	2	2
154	конечно не	3	2
155	за пределы	2	2
156	увидим что	4	2
157	какое же	2	2
158	в таких	3	2
159	все те	4	2
160	дает нам	2	2
161	его в	8	2
162	но мы	2	2
163	отношению к	9	2
164	вместе с	4	2
165	значение в	3	2
166	мысли и	4	2
167	приходит в	2	2
168	и через	2	2
169	еще более	2	2
170	а потому	2	2
171	из того	2	2
172	чтобы не	2	2
173	то или	2	2
174	на себя	2	2
175	с другими	5	2
176	не знает	3	2
177	во всяком	4	2
178	нам о	2	2
179	ни на	2	2
180	чем же	5	2
181	на протяжении	5	2
182	что мы	2	2
183	один и	2	2
184	на этом	5	2
185	в этих	2	2
186	таком случае	2	2
187	подхода к	2	2
188	но в	9	2
