N	2gram	Medvedev_F_3	FransuaR
1	и в	27	29
2	таким образом	18	20
3	и не	30	16
4	в эпоху	3	15
5	и все	8	13
6	в этой	2	13
7	как и	14	12
8	но в	6	12
9	так и	21	11
10	и на	3	11
11	в этом	18	11
12	то же	15	10
13	как мы	8	10
14	в романе	4	10
15	мы уже	3	10
16	в то	7	10
17	не только	9	10
18	вовсе не	28	9
19	в конце	3	9
20	но и	10	9
21	все эти	6	9
22	и с	3	9
23	его в	7	9
24	же время	7	8
25	прежде всего	4	8
26	в его	7	8
27	и его	19	8
28	как бы	8	8
29	в них	3	7
30	мы видели	4	7
31	так же	9	7
32	в том	7	7
33	так как	9	7
34	из них	2	6
35	в большинстве	4	6
36	в сущности	2	6
37	этот процесс	3	6
38	поэтому и	2	5
39	что это	3	5
40	это не	3	5
41	это и	2	5
42	того же	3	5
43	до конца	4	5
44	в нем	15	5
45	в своей	6	5
46	большинстве случаев	5	5
47	сказать что	3	5
48	он и	3	5
49	с его	2	4
50	в литературе	6	4
51	что он	6	4
52	но это	2	4
53	еще не	6	4
54	конце концов	2	4
55	и др	2	4
56	то что	8	4
57	жизни и	4	4
58	конечно не	4	4
59	все это	7	4
60	на самом	14	4
61	с помощью	8	4
62	с другой	6	4
63	жизнь и	3	4
64	в результате	5	4
65	тем что	5	4
66	точки зрения	16	4
67	тому как	5	3
68	все время	6	3
69	всех этих	2	3
70	в своем	2	3
71	превращается в	2	3
72	в пределе	2	3
73	с ее	2	3
74	в ее	4	3
75	все же	6	3
76	том что	4	3
77	и как	4	3
78	в дальнейшем	5	3
79	то в	2	3
80	такой же	2	3
81	мы можем	4	3
82	слов и	4	3
83	того что	3	3
84	здесь и	6	3
85	той же	3	3
86	и их	5	3
87	здесь не	2	3
88	другой стороны	5	3
89	за счет	2	3
90	при этом	8	3
91	у них	2	3
92	того чтобы	5	3
93	для того	4	3
94	и даже	2	3
95	роль в	4	3
96	в ней	5	3
97	же и	4	3
98	подобно тому	4	3
99	в себе	3	3
100	там где	7	3
101	в эту	2	3
102	место в	10	2
103	уже в	4	2
104	в основу	2	2
105	бы не	2	2
106	сам он	2	2
107	связи с	5	2
108	к этому	2	2
109	в этих	3	2
110	жизни в	3	2
111	поэтому в	2	2
112	формы и	3	2
113	исторического процесса	3	2
114	в жизни	11	2
115	и со	2	2
116	к тому	4	2
117	одной из	2	2
118	ни в	8	2
119	он был	4	2
120	да и	4	2
121	из этого	4	2
122	самом же	2	2
123	что они	5	2
124	связаны с	2	2
125	так называемые	2	2
126	мы увидим	2	2
127	на этом	2	2
128	но не	5	2
129	не может	24	2
130	же деле	2	2
131	весь этот	2	2
132	может быть	25	2
133	но оно	2	2
134	никогда не	5	2
135	уже не	3	2
136	в виду	3	2
137	в котором	2	2
138	связи и	2	2
139	со стороны	4	2
140	с таким	2	2
141	и для	6	2
142	вот как	2	2
143	ни с	2	2
144	его и	3	2
145	как в	4	2
146	как раз	8	2
147	не на	3	2
148	в той	3	2
149	они не	4	2
150	он становится	2	2
151	от всех	4	2
152	и эта	3	2
153	с точки	14	2
154	между ними	15	2
155	друг друга	5	2
156	в слове	4	2
157	принадлежат к	2	2
158	в своих	6	2
159	то он	3	2
160	их в	3	2
161	в основе	3	2
162	в одной	5	2
163	только в	8	2
164	о том	4	2
165	если же	5	2
166	как он	2	2
167	и это	2	2
168	дело в	2	2
169	так сказать	5	2
170	социальные группы	2	2
171	к которому	2	2
